pmid,ArticleType,Substance,MeSH,Title,PubDate,Journal,Article_Abstract,nct_id,pub_source,start_date,primary_completion_date,study_type,brief_title,overall_status,phase,source,why_stopped,ctg_links,Abstract,Registry,Total_pubs,US_site_flag,id.x,country,Has_Results,Number_of_updates,intervention,phase_rank,days_since_pub,date_rank,update_Rank,protocol,score
33861303,Journal Article|Comment,"COVID-19 Vaccines|RNA, Messenger|BNT162 vaccine|NA","Aged|COVID-19|COVID-19 Vaccines|Female|Humans|Leukemia, Lymphocytic, Chronic, B-Cell|RNA, Messenger|SARS-CoV-2|NA",Efficacy of the BNT162b2 mRNA COVID-19 vaccine in patients with chronic lymphocytic leukemia.,2021-06-15,Blood,"<AbstractText>Patients with chronic lymphocytic leukemia (CLL) have an increased risk for severe COVID-19 disease and mortality. The goal of this study was to determine the efficacy of COVID-19 vaccine in patients with CLL. We evaluated humoral immune responses to the BNT162b2 messenger RNA (mRNA) COVID-19 vaccine in patients with CLL and compared responses with those obtained in age-matched healthy control subjects. Patients received 2 vaccine doses, 21 days apart, and antibody titers were measured by using the Elecsys Anti-SARS-CoV-2 S assay after administration of the second dose. In a total of 167 patients with CLL, the antibody response rate was 39.5%. A comparison between 52 patients with CLL and 52 sex- and aged-matched healthy control subjects revealed a significantly reduced response rate among patients (52% vs 100%, respectively; adjusted odds ratio, 0.010; 95% confidence interval, 0.001-0.162; P &lt; .001). The response rate was highest in patients who obtained clinical remission after treatment (79.2%), followed by 55.2% in treatment-naive patients and 16.0% in patients under treatment at the time of vaccination. In patients treated with either Bruton's tyrosine kinase inhibitors or venetoclax Â± anti-CD20 antibody, response rates were considerably low (16.0% and 13.6%). None of the patients exposed to anti-CD20 antibodies &lt;12 months before vaccination responded. In a multivariate analysis, the independent predictors of response were younger age, female sex, lack of currently active treatment, immunoglobulin G levels â‰¥550 mg/dL, and immunoglobulin M levels â‰¥40 mg/dL. In conclusion, antibody-mediated response to the BNT162b2 mRNA COVID-19 vaccine in patients with CLL is markedly impaired and affected by disease activity and treatment. This trial was registered at www.clinicaltrials.gov as #NCT04746092.</AbstractText><CopyrightInformation>Â© 2021 by The American Society of Hematology.</CopyrightInformation>",NCT04746092,Abstract,1/6/2021,5/24/2022,Observational,The Capability of Haemato-oncology Patients to Generate Antibodies Against COVID-19,Recruiting,NA,Tel-Aviv Sourasky Medical Center,NA,https://clinicaltrials.gov/ct2/show/NCT04746092,1,0,1,0,NA,Israel,0,1,NA,0,62,0.9964581548129106,0.5,0,1.4964581548129106
33864948,Journal Article, , ,Comparison of different prognostic scores for patients with cirrhosis hospitalized with SARS-CoV-2 infection.,2021-07-09,Annals of hepatology,"<AbstractText Label=""INTRODUCTION AND OBJECTIVES"" NlmCategory=""OBJECTIVE"">Viral infections have been described to increase the risk of decompensation in patients with cirrhosis. We aimed to determine the effect of SARS-CoV-2 infection on outcome of hospitalized patients with cirrhosis and to compare the performance of different prognostic models for predicting mortality.</AbstractText><AbstractText Label=""PATIENTS"" NlmCategory=""METHODS"">We performed a prospective cohort study including 2211 hospitalized patients with confirmed SARS-CoV-2 infection from April 15, 2020 through October 1, 2020 in 38 Hospitals from 11 Latin American countries. We registered clinical and laboratory parameters of patients with and without cirrhosis. All patients were followed until discharge or death. We evaluated the prognostic performance of different scoring systems to predict mortality in patients with cirrhosis using ROC curves.</AbstractText><AbstractText Label=""RESULTS"" NlmCategory=""RESULTS"">Overall, 4.6% (CI 3.7-5.6) subjects had cirrhosis (nÂ =Â 96). Baseline Child-Turcotte-Pugh (CTP) class was assessed: CTP-A (23%), CTP-B (45%) and CTP-C (32%); median MELD-Na score was 19 (IQR 14-25). Mortality was 47% in patients with cirrhosis and 16% in patients without cirrhosis (PÂ &lt;Â .0001). Cirrhosis was independently associated with death [OR 3.1 (CI 1.9-4.8); PÂ &lt;Â .0001], adjusted by age, gender, and body mass index &gt;30. The areas under the ROC curves for performance evaluation in predicting 28-days mortality for Chronic Liver Failure Consortium (CLIF-C), North American Consortium for the Study of End-Stage Liver Disease (NACSELD), CTP score and MELD-Na were 0.85, 0.75, 0.69, 0.67; respectively (PÂ &lt;Â .0001).</AbstractText><AbstractText Label=""CONCLUSIONS"" NlmCategory=""CONCLUSIONS"">SARS-CoV-2 infection is associated with elevated mortality in patients with cirrhosis. CLIF-C had better performance in predicting mortality than NACSELD, CTP and MELD-Na in patients with cirrhosis and SARS-CoV-2 infection. Clinicaltrials.gov:NCT04358380.</AbstractText><CopyrightInformation>Copyright Â© 2021 FundaciÃ³n ClÃ­nica MÃ©dica Sur, A.C. Published by Elsevier EspaÃ±a, S.L.U. All rights reserved.</CopyrightInformation>",NCT04358380,Abstract,4/15/2020,12/31/2020,Observational,Liver Injury in Patients With COVID-19,Enrolling by invitation,NA,"Austral University, Argentina",NA,https://clinicaltrials.gov/ct2/show/NCT04358380,2,0,2,0,NA,Argentina,0,2,Liver injury,0,38,0.9978291916595259,0.5,0,1.4978291916595259
33874987,"Journal Article|Multicenter Study|Research Support, Non-U.S. Gov't", ,"Aged|Aged, 80 and over|COVID-19|Critical Care|Female|Frail Elderly|Frailty|Humans|Male|Prognosis|Prospective Studies|Survival Analysis|NA",The impact of frailty on survival in elderly intensive care patients with COVID-19: the COVIP study.,2021-04-22,"Critical care (London, England)","<AbstractText Label=""BACKGROUND"">The COVID-19 pandemic has led highly developed healthcare systems to the brink of collapse due to the large numbers of patients being admitted into hospitals. One of the potential prognostic indicators in patients with COVID-19 is frailty. The degree of frailty could be used to assist both the triage into intensive care, and decisions regarding treatment limitations. Our study sought to determine the interaction of frailty and age in elderly COVID-19 ICU patients.</AbstractText><AbstractText Label=""METHODS"">A prospective multicentre study of COVID-19 patients â‰¥â€‰70Â years admitted to intensive care in 138 ICUs from 28 countries was conducted. The primary endpoint was 30-day mortality. Frailty was assessed using the clinical frailty scale. Additionally, comorbidities, management strategies and treatment limitations were recorded.</AbstractText><AbstractText Label=""RESULTS"">The study included 1346 patients (28% female) with a median age of 75Â years (IQR 72-78, range 70-96), 16.3% were older than 80Â years, and 21% of the patients were frail. The overall survival at 30Â days was 59% (95% CI 56-62), with 66% (63-69) in fit, 53% (47-61) in vulnerable and 41% (35-47) in frail patients (pâ€‰&lt;â€‰0.001). In frail patients, there was no difference in 30-day survival between different age categories. Frailty was linked to an increased use of treatment limitations and less use of mechanical ventilation. In a model controlling for age, disease severity, sex, treatment limitations and comorbidities, frailty was independently associated with lower survival.</AbstractText><AbstractText Label=""CONCLUSION"">Frailty provides relevant prognostic information in elderly COVID-19 patients in addition to age and comorbidities. Trial registration Clinicaltrials.gov: NCT04321265 , registered 19 March 2020.</AbstractText>",NCT04321265,Abstract,3/19/2020,9/30/2021,Observational,Outcomes and Prognostic Factors in COVID-19,Recruiting,NA,"Heinrich-Heine University, Duesseldorf",NA,https://clinicaltrials.gov/ct2/show/NCT04321265,1,0,1,0,NA,Denmark|France|Germany|Norway,0,4,NA,0,116,0.9933733219080263,1,0,1.9933733219080263
33876439,Journal Article, , ,Chronic use of renin-angiotensin-aldosterone system blockers and mortality in COVID-19: A multicenter prospective cohort and literature review.,2021-07-03,Fundamental &amp; clinical pharmacology,"<AbstractText Label=""AIMS"" NlmCategory=""OBJECTIVE"">The role of renin-angiotensin-aldosterone system (RAAS) blockers on the course of coronavirus disease 2019 (COVID-19) is debated. We assessed the association between chronic use of RAAS blockers and mortality among inpatients with COVID-19 and explored reasons for discrepancies in the literature.</AbstractText><AbstractText Label=""METHODS AND RESULTS"" NlmCategory=""RESULTS"">We included adult hypertensive patients from a prospective nationwide cohort of 3512 inpatients with COVID-19 up to June 30, 2020. Cox proportional hazard models with various adjustment or propensity weighting methods were used to estimate the hazard ratios (HR) of 30-day mortality for chronic users versus non-users of RAAS blockers. We analyzed data of 1160 hypertensive patients: 719 (62%) were male and 777 (67%) were older than 65Â years. The main comorbidities were diabetes (nÂ =Â 416, 36%), chronic cardiac disease (nÂ =Â 401, 35%), and obesity (nÂ =Â 340, 29%); 705 (61%) received oxygen therapy. We recorded 135 (11.6%) deaths within 30Â days of diagnosis. We found no association between chronic use of RAAS blockers and mortality (unadjusted HRÂ =Â 1.13, 95% CI [0.8-1.6]; propensity inverse probability treatment weighted HRÂ =Â 1.09 [0.86-1.39]; propensity standardized mortality ratio weighted HRÂ =Â 1.08 [0.79-1.47]). Our comprehensive review of previous studies highlighted that significant associations were mostly found in unrestricted populations with inappropriate adjustment, or with biased in-hospital exposure measurement.</AbstractText><AbstractText Label=""CONCLUSION"" NlmCategory=""CONCLUSIONS"">Our results do not support previous concerns regarding these drugs, nor a potential protective effect as reported in previous poorly designed studies and meta-analyses. RAAS blockers should not be discontinued during the pandemic, while in-hospital management of these drugs will be clarified by randomized trials. NCT04262921.</AbstractText><CopyrightInformation>Â© 2021 SociÃ©tÃ© FranÃ§aise de Pharmacologie et de ThÃ©rapeutique.</CopyrightInformation>",NCT04262921,Abstract,2/8/2020,8/7/2020,Observational,French COVID Cohort,Recruiting,NA,"Institut National de la SantÃ© Et de la Recherche MÃ©dicale, France",NA,https://clinicaltrials.gov/ct2/show/NCT04262921,3,0,3,0,NA,France,0,2,NA,0,44,0.997486432447872,0.5,0,1.497486432447872
33879078,Journal Article, ,"Activities of Daily Living|Aged|Aged, 80 and over|COVID-19|COVID-19 Testing|Cause of Death|Delivery of Health Care|Female|Frail Elderly|Home Care Services|Humans|Male|Pandemics|Retrospective Studies|SARS-CoV-2|Sweden|NA",COVID-19 as the sole cause of death is uncommon in frail home healthcare individuals: a population-based study.,2021-04-23,BMC geriatrics,"<AbstractText Label=""BACKGROUND"">During the first pandemic wave, Sweden experienced a high mortality rate. Home healthcare reflects a group of people especially vulnerable to coronavirus disease 2019 (COVID-19). We aimed to evaluate the pattern of comorbidity and frailty in a group of individuals having fatal outcomes in home healthcare during the COVID-19 pandemic March to September 2020, and to assess the contribution of COVID-19 in the fatal outcomes.</AbstractText><AbstractText Label=""METHODS"">A cohort of adults with confirmed COVID-19 diagnosis that deceased in home healthcare between March and September 2020 were analysed in a retrospective study comprising home healthcare in 136 facilities in one Swedish county. Main outcome measures were comorbidity and frailty.</AbstractText><AbstractText Label=""RESULTS"">One hundred fifty-five individuals (88 women, 67 men) aged 57-106 (median 88) years were included in the analysis. Nine had considerable frailty (ability to perform various activities of daily living but confined to bed or chair on occasion) and the remaining 146 had severe frailty (unable to perform activities of daily living and/or confined to bed or chair; dementia necessitating care). Three or more diagnoses besides COVID-19 were present in 142 individuals and another eight had two diagnoses in addition to COVID-19. In 20 (13%) individuals, COVID-19 was assessed as the principal cause of death, in 100 (64.5%) a contributing cause, and for the remaining 35 (22.5%) death was probably caused by another comorbidity. This seemed to change over the course of the COVID -â€‰19 pandemic, with its contributing role decreasing from the middle of the summer.</AbstractText><AbstractText Label=""CONCLUSIONS"">Death in home healthcare during the first wave of the pandemic mostly affected individuals with severe frailty and comorbidity at very advanced ages. One fifth of the individuals who died in home health care had another cause than Covid-19.</AbstractText><AbstractText Label=""TRIAL REGISTRATION"">Clinical Trials.gov NCT04642196 date 24/11/2020.</AbstractText>",NCT04642196,Abstract,5/2/2020,10/10/2020,Observational,COVID-19 in Home Healthcare,Completed,NA,"University Hospital, Linkoeping",NA,https://clinicaltrials.gov/ct2/show/NCT04642196,1,0,1,0,NA,Sweden,0,0,NA,0,115,0.9934304484433019,0,0,0.9934304484433019
33903092,Journal Article, , ,Anticardiolipin and other antiphospholipid antibodies in critically ill COVID-19 positive and negative patients.,2021-04-29,Annals of the rheumatic diseases,"<AbstractText Label=""BACKGROUND"" NlmCategory=""BACKGROUND"">Reports of severe COVID-19 being associated with thrombosis, antiphospholipid antibodies (APLA), and antiphospholipid syndrome have yielded disparate conclusions. Studies comparing patients with COVID-19 with contemporaneous controls of similar severity are lacking.</AbstractText><AbstractText Label=""METHODS"" NlmCategory=""METHODS"">22 COVID-19<sup>+</sup> and 20 COVID-19<sup>-</sup> patients with respiratory failure admitted to intensive care were studied longitudinally. Demographic and clinical data were obtained from the day of admission. APLA testing included anticardiolipin (aCL), anti-Î²2glycoprotien 1 (Î²2GP1), antidomain 1 Î²2GP1 and antiphosphatidyl serine/prothrombin complex. Antinuclear antibodies (ANAs) were detected by immunofluorescence and antibodies to cytokines by a commercially available multiplexed array. Analysis of variance was used for continuous variables and Fisher's exact test was used for categorical variables with Î±=0.05â€‰and the false discovery rate at q=0.05.</AbstractText><AbstractText Label=""RESULTS"" NlmCategory=""RESULTS"">APLAs were predominantly IgG aCL (48%), followed by IgM (21%) in all patients, with a tendency towards higher frequency among the COVID-19<sup>+</sup>. aCL was not associated with surrogate markers of thrombosis but IgG aCL was strongly associated with worse disease severity and higher ANA titres regardless of COVID-19 status. An association between aCL and anticytokine autoantibodies tended to be higher among the COVID-19<sup>+</sup>.</AbstractText><AbstractText Label=""CONCLUSIONS"" NlmCategory=""CONCLUSIONS"">Positive APLA serology was associated with more severe disease regardless of COVID-19 status.</AbstractText><AbstractText Label=""TRIAL REGISTRATION NUMBER"" NlmCategory=""BACKGROUND"">NCT04747782.</AbstractText><CopyrightInformation>Â© Author(s) (or their employer(s)) 2021. Re-use permitted under CC BY-NC. No commercial re-use. See rights and permissions. Published by BMJ.</CopyrightInformation>",NCT04747782,Abstract,3/23/2020,10/1/2021,Observational,COVID-19 Longitudinal Biomarkers in Lung Injury,Recruiting,NA,Unity Health Toronto,NA,https://clinicaltrials.gov/ct2/show/NCT04747782,1,0,1,0,NA,Canada,0,0,"no interventions performed. Just collecting data, blood samples and post-mortem biopsies.",0,109,0.9937732076549557,0,0,0.9937732076549557
33937603,Journal Article, , ,Gender Differences in Anger Among Hospital Medical Staff Exposed to Patients with COVID-19.,2021-05-04,Health equity,"<AbstractText><b>Purpose:</b> Occupational exposure to patients with COVID-19 is a stress factor. The aim of this study was to assess gender differences in anger among medical hospital staff. <b>Methods:</b> <i>N</i>=78 hospital employees with direct or indirect contact to patients with COVID-19 completed State-Trait Inventory-2. <b>Results:</b> Female personnel showed higher scores in the main ""trait anger"" scale and its subscale ""anger temperament,"" whereas ""anger control-out"" was significant lower. Direct patient contact had no influence. <b>Conclusion:</b> More specific training for female hospital staff could achieve health-related equity. Focusing on anger as a leading indicator could lead to better prevention and self-monitoring. Registered at Clinicaltrials.gov (NCT04368312).</AbstractText><CopyrightInformation>Â© Ulrich Wesemann et al., 2021; Published by Mary Ann Liebert, Inc.</CopyrightInformation>",NCT04368312,Abstract,5/6/2020,9/30/2020,Observational,Psychological Impairment Due to Covid-19,Completed,NA,"University Hospital, Essen",NA,https://clinicaltrials.gov/ct2/show/NCT04368312,1,0,1,0,NA,Germany,0,1,No intervention,0,104,0.994058840331334,0.5,0,1.494058840331334
33942031,Journal Article, , ,SARS-CoV-2 outbreak in immune-mediated inflammatory diseases: the Euro-COVIMID multicentre cross-sectional study.,2021-06-26,The Lancet. Rheumatology,"<AbstractText Label=""Background"" NlmCategory=""UNASSIGNED"">The COVID-19 pandemic has raised numerous questions among patients with immune-mediated inflammatory diseases regarding potential reciprocal effects of COVID-19 and their underlying disease, and potential effects of immunomodulatory therapy on outcomes related to COVID-19. The seroprevalence of SARS-CoV-2 and factors associated with symptomatic COVID-19 in patients with immune-mediated inflammatory diseases are still unclear. The Euro-COVIMID study aimed to determine the serological and clinical prevalence of COVID-19 among patients with immune-mediated inflammatory diseases, as well as factors associated with COVID-19 occurrence and the impact of the pandemic in its management.</AbstractText><AbstractText Label=""Methods"" NlmCategory=""UNASSIGNED"">In this multicentre cross-sectional study, patients aged 18 years or older with a clinical diagnosis of rheumatoid arthritis, axial spondyloarthritis, systemic lupus erythematosus, SjÃ¶gren's syndrome, or giant cell arteritis were recruited from six tertiary referral centres in France, Germany, Italy, Portugal, Spain, and the UK. Demographics, comorbidities, treatments, and recent disease flares, as well as information on COVID-19 symptoms, were collected through a questionnaire completed by participants. SARS-CoV-2 serology was systematically tested. The main outcome was the serological and clinical prevalence of COVID-19. Factors associated with symptomatic COVID-19 were assessed by multivariable logistic regression, and incidence of recent disease flares, changes in treatments for underlying disease, and the reasons for treatment changes were also assessed. This study is registered with ClinicalTrials.gov, NCT04397237.</AbstractText><AbstractText Label=""Findings"" NlmCategory=""UNASSIGNED"">Between June 7 and Dec 8, 2020, 3136 patients with an immune-mediated inflammatory disease answered the questionnaire. 3028 patients (median age 58 years [IQR 46-67]; 2239 [73Â·9%] women and 789 [26Â·1%] men) with symptomatic COVID-19, serological data, or both were included in analyses. SARS-CoV-2 antibodies were detected in 166 (5Â·5% [95% CI 4Â·7-6Â·4]) of 3018 patients who had serology tests. Symptomatic COVID-19 occurred in 122 (4Â·0% [95% CI 3Â·4-4Â·8]) of 3028 patients, of whom 24 (19Â·7%) were admitted to hospital and four (3Â·3%) died. Factors associated with symptomatic COVID-19 were higher concentrations of C-reactive protein (odds ratio 1Â·18, 95% CI 1Â·05-1Â·33; p=0Â·0063), and higher numbers of recent disease flares (1Â·27, 1Â·02-1Â·58; p=0Â·030), whereas use of biological therapy was associated with reduced risk (0Â·51, 0Â·32-0Â·82; p=0Â·0057). At least one disease flare occurred in 654 (21Â·6%) of 3028 patients. Over the study period, 519 (20Â·6%) of 2514 patients had treatment changes, of which 125 (24Â·1%) were due to the pandemic.</AbstractText><AbstractText Label=""Interpretation"" NlmCategory=""UNASSIGNED"">This study provides key insights into the epidemiology and risk factors of COVID-19 among patients with immune-mediated inflammatory diseases. Overall, immunosuppressants do not seem to be deleterious in this scenario, and the control of inflammatory activity seems to be key when facing the pandemic.</AbstractText><AbstractText Label=""Funding"" NlmCategory=""UNASSIGNED"">Pfizer, Sanofi, Amgen, Galapagos, and Lilly.</AbstractText><CopyrightInformation>Â© 2021 Elsevier Ltd. All rights reserved.</CopyrightInformation>",NCT04397237,Abstract,6/10/2020,12/8/2020,Observational,Prevalence and Seroconversion of COVID-19 in Autoimmune Diseases in Europe,"Active, not recruiting",NA,PitiÃ©-SalpÃªtriÃ¨re Hospital,NA,https://clinicaltrials.gov/ct2/show/NCT04397237,1,0,1,0,NA,France,0,1,NA,0,51,0.9970865467009425,0.5,0,1.4970865467009427
33945497,Journal Article, , ,Monitoring Health Care Workers at Risk for COVID-19 Using Wearable Sensors and Smartphone Technology: Protocol for an Observational mHealth Study.,2021-05-26,JMIR research protocols,"<AbstractText Label=""BACKGROUND"" NlmCategory=""BACKGROUND"">Health care workers (HCWs) have been working on the front lines of the COVID-19 pandemic with high risks of viral exposure, infection, and transmission. Standard COVID-19 testing is insufficient to protect HCWs from these risks and prevent the spread of disease. Continuous monitoring of physiological data with wearable sensors, self-monitoring of symptoms, and asymptomatic COVID-19 testing may aid in the early detection of COVID-19 in HCWs and may help reduce further transmission among HCWs, patients, and families.</AbstractText><AbstractText Label=""OBJECTIVE"" NlmCategory=""OBJECTIVE"">By using wearable sensors, smartphone-based symptom logging, and biospecimens, this project aims to assist HCWs in self-monitoring COVID-19.</AbstractText><AbstractText Label=""METHODS"" NlmCategory=""METHODS"">We conducted a prospective, longitudinal study of HCWs at a single institution. The study duration was 1 year, wherein participants were instructed on the continuous use of two wearable sensors (Fitbit Charge 3 smartwatch and TempTraq temperature patches) for up to 30 days. Participants consented to provide biospecimens (ie, nasal swabs, saliva swabs, and blood) for up to 1 year from study entry. Using a smartphone app called Roadmap 2.0, participants entered a daily mood score, submitted daily COVID-19 symptoms, and completed demographic and health-related quality of life surveys at study entry and 30 days later. Semistructured qualitative interviews were also conducted at the end of the 30-day period, following completion of daily mood and symptoms reporting as well as continuous wearable sensor use.</AbstractText><AbstractText Label=""RESULTS"" NlmCategory=""RESULTS"">A total of 226 HCWs were enrolled between April 28 and December 7, 2020. The last participant completed the 30-day study procedures on January 16, 2021. Data collection will continue through January 2023, and data analyses are ongoing.</AbstractText><AbstractText Label=""CONCLUSIONS"" NlmCategory=""CONCLUSIONS"">Using wearable sensors, smartphone-based symptom logging and survey completion, and biospecimen collections, this study will potentially provide data on the prevalence of COVID-19 infection among HCWs at a single institution. The study will also assess the feasibility of leveraging wearable sensors and self-monitoring of symptoms in an HCW population.</AbstractText><AbstractText Label=""TRIAL REGISTRATION"" NlmCategory=""BACKGROUND"">ClinicalTrials.gov NCT04756869; https://clinicaltrials.gov/ct2/show/NCT04756869.</AbstractText><AbstractText Label=""INTERNATIONAL REGISTERED REPORT IDENTIFIER (IRRID)"" NlmCategory=""UNASSIGNED"">DERR1-10.2196/29562.</AbstractText><CopyrightInformation>Â©Caroline A Clingan, Manasa Dittakavi, Michelle Rozwadowski, Kristen N Gilley, Christine R Cislo, Jenny Barabas, Erin Sandford, Mary Olesnavich, Christopher Flora, Jonathan Tyler, Caleb Mayer, Emily Stoneman, Thomas Braun, Daniel B Forger, Muneesh Tewari, Sung Won Choi. Originally published in JMIR Research Protocols (https://www.researchprotocols.org), 12.05.2021.</CopyrightInformation>",NCT04756869,Abstract,4/28/2020,1/16/2021,Observational,Monitoring Health Care Workers at Risk for COVID-19 Using Wearable Sensors and Smartphone Technology,"Active, not recruiting",NA,University of Michigan,NA,https://clinicaltrials.gov/ct2/show/NCT04756869,1,0,1,1,78696472,United States,0,0,COVID-19 Monitoring Using Wearable Sensors and Smartphone Technology,0,82,0.9953156241073979,0,0,1.995315624107398
33945605,"Clinical Trial|Journal Article|Research Support, N.I.H., Extramural","Autoantibodies|COVID-19 Vaccines|Fc gamma receptor IIA|Immunoglobulin G|P-Selectin|PF4 protein, human|Receptors, IgG|SELP protein, human|Platelet Factor 4|Heparin|ChAdOx1 COVID-19 vaccine|NA","Antibody Specificity|Autoantibodies|COVID-19|COVID-19 Vaccines|Flow Cytometry|Heparin|Humans|Immunoenzyme Techniques|Immunogenicity, Vaccine|Immunoglobulin G|P-Selectin|Platelet Activation|Platelet Factor 4|Purpura, Thrombocytopenic, Idiopathic|Receptors, IgG|SARS-CoV-2|Vaccination|NA",A flow cytometric assay to detect platelet-activating antibodies in VITT after ChAdOx1 nCov-19 vaccination.,2021-07-09,Blood,<AbstractText>Vaccination is crucial in combatting the severe acute respiratory syndrome coronavirus 2 pandemic. The rare complication of thrombocytopenia and thrombotic complications at unusual sites after ChAdOx1 nCov-19 vaccination is caused by platelet-activating antibodies directed against platelet factor 4 (PF4). We present a widely applicable whole-blood standard flow cytometric assay to identify the pathogenic antibodies associated with vaccine-induced immune-mediated thrombotic thrombocytopenia (VITT) after ChAdOx1 nCov-19 vaccination. This assay will enable rapid diagnosis by many laboratories. This trial was registered at www.clinicaltrials.gov as #NCT04370119.</AbstractText><CopyrightInformation>Â© 2021 by The American Society of Hematology.</CopyrightInformation>,NCT04370119,Abstract,4/27/2020,5/31/2021,Observational,Screening for COVID-19 and Monitoring of Serological Responses to SARS-CoV-2 in Healthcare Workers,Recruiting,NA,University Medicine Greifswald,NA,https://clinicaltrials.gov/ct2/show/NCT04370119,1,0,1,0,NA,Germany,0,2,Nasal swab|Serum testing,0,38,0.9978291916595259,0.5,0,1.4978291916595259
33948050,Journal Article, , ,Attitudes and predictive factors of psychological distress and occupational burnout among dentists during COVID-19 pandemic in Turkey.,2021-05-07,"Current psychology (New Brunswick, N.J.)","<AbstractText>The aim of this study was to evaluate the factors affecting the ability and willingness of dentists to work during the COVID-19 pandemic and the effect of this situation on occupational burnout. A 51-question survey, including demographic and pandemic questions and the Maslach Burnout Inventory (MBI), was used as a data collection method and administered to dentists in Turkey via the internet in two stages. A link to the survey (onlineanketler.com) was sent to the participants by e-mail or social media (WhatsAppÂ©). A total of 442 dentists in the first stage and 264 dentists in the second stage answered the questionnaire. The second stage of the survey only applied to dentists who are assigned within the scope of COVID-19 measures in Turkey. Standard descriptive statistics, the chi-square test, independent samples t test and the Kruskal-Wallis test were used for statistical analysis. Most of the participants showed higher stress levels. Occupational burnout levels of participants according to filiation service (serve/FP, did not serve/FN) were 34.4% and 17.6%, respectively. The FP group showed significantly higher stress levels than the FN group. It is important to consider how these results, collected during an infectious disease epidemic, reflect the effects of psychological distress and burnout on dental staff. <b>Trial Registration Number and Date of Registration:</b> NCT04605692-10/27/2020.</AbstractText><AbstractText Label=""Supplementary Information"" NlmCategory=""UNASSIGNED"">The online version contains supplementary material available at 10.1007/s12144-021-01764-x.</AbstractText><CopyrightInformation>Â© The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2021.</CopyrightInformation>",NCT04605692,Abstract,3/9/2020,5/20/2020,Observational,Evaluation of Occupational Burnout and Stress Among Dentists in Covid-19 Pandemic,Completed,NA,Akdeniz University,NA,https://clinicaltrials.gov/ct2/show/NCT04605692,1,0,1,0,NA,Turkey,0,0,NA,0,101,0.9942302199371608,0,0,0.9942302199371608
33948606,Preprint, , ,Identifying the Factor Structure of the DSM-5 Level 1 Cross-Cutting Symptom Measure.,2021-05-08,medRxiv : the preprint server for health sciences,"<AbstractText>The DSM-5 Level 1 Cross-Cutting Symptom Measure (DSM-XC) is a transdiagnostic mental health symptom measure that has shown promise in informing clinical diagnostic evaluations and as a screening tool for research. However, few studies have assessed the latent dimensionality of the DSM-XC or provided guidance on how to score the survey. In this report, we examined the factor structure of the DSM-XC in a sample of over 3500 participants enrolled in a protocol on the mental health impact of COVID-19 conducted through the National Institute of Mental Health Intramural Research Program (NIMH IRP) ( ClinicalTrials.gov identifier: NCT04339790 ). We began by conducting an exploratory factor analysis (EFA) to identify the best solution for our data, and then employed a confirmatory factor analyses (CFAs) to evaluate the fit of the two-factor solution proposed by Lace and Merz (Lace &amp; Merz, 2020), the fit of our proposed solution, and the measurement invariance of our proposed solution across age, sex, and calendar time. We found a six-factor solution stemming from our EFAs to best fit our data. Each factor captures symptoms related to a specific construct of psychopathology: mood, worry, activation, somatic, confusion, and substance use. Future research should evaluate this six-factor structure using additional datasets to confirm its consistency across research populations and settings.</AbstractText>",NCT04339790,Abstract,4/7/2020,6/2/2021,Observational,Mental Health Impact of COVID-19 Pandemic on NIMH Research Participants and Volunteers,Completed,NA,National Institutes of Health Clinical Center (CC),NA,https://clinicaltrials.gov/ct2/show/NCT04339790,1,0,1,1,82050074,United States,0,143,NA,0,100,0.9942873464724364,1,0,2.9942873464724364
