Intervention_type,intervention,Study_count
Procedure,biological samples,4
Procedure,standard care,4
Procedure,therapeutic plasma exchange (tpe),4
Behavioral,behavior,3
Behavioral,blood donation sms,3
Behavioral,mindfulness,3
Behavioral,telehealth,3
Biological,ad26.cov2.s,3
Biological,adenovirus type 5 vector,3
Biological,biological,3
Biological,bnt162b1,3
Biological,chadox1,3
Biological,gam-covid-vac,3
Biological,mrna-1273,3
Biological,sars-cov-2 rs,3
Biological,vpm1002,3
Combination Product,hydroxychloroquine / azithromycin,3
Device,coviage,3
Device,cytosorb,3
Device,mask,3
Diagnostic Test,antibody test,3
Diagnostic Test,blood test,3
Diagnostic Test,igm antibodytest,3
Diagnostic Test,pcr/serology,3
Diagnostic Test,sampling,3
Dietary Supplement,probiotic,3
Dietary Supplement,vitamin super b-complex,3
Dietary Supplement,zinc,3
Drug,arb,3
Drug,aspirin,3
Drug,canakinumab,3
Drug,ciclesonide,3
Drug,clopidogrel,3
Drug,corticosteroid,3
Drug,daclatasvir,3
Drug,famotidine,3
Drug,melatonin,3
Drug,opaganib,3
Drug,prednisone,3
Drug,pulmozyme,3
Drug,ribavirin,3
Drug,sargramostim,3
Drug,sevoflurane,3
Drug,sirolimus,3
Drug,sodium,3
Drug,thromboprophylaxis,3
Drug,vitamin d,3
Other,blood,3
Other,clinical data,3
Other,control,3
Other,covid-19 pandemic,3
Other,data record,3
Other,non-interventional,3
Other,other,3
Other,oxygen,3
Other,taste,3
Other,ultrasound,3
Procedure,biospeciman collection,3
Procedure,biospecimen collection,3
Radiation,low,3
Behavioral,assessment of work-related stress,2
Behavioral,behavioral,2
Behavioral,emotional stimulation,2
Behavioral,information,2
Behavioral,observation,2
Behavioral,online support group,2
Behavioral,prone positioning,2
Behavioral,survey,2
Biological,28-day schedule,2
Biological,adjuvant,2
Biological,biological data,2
Biological,biological samples,2
Biological,blood test,2
Biological,bnt162b2,2
Biological,control,2
Biological,medium dosage inactivated sars-cov-2 vaccine on a 0-,2
Biological,medium dosage inactivated sars-cov-2 vaccine on a 0-/28-day schedule,2
Biological,oral polio vaccine,2
Biological,pcr,2
Biological,recombinant new coronavirus vaccine (cho cell) low-dose group,2
Biological,recombinant new coronavirus vaccine (cho cells) high-dose group,2
Biological,sars-cov-2 rs/matrix-m1 adjuvant,2
Biological,serum test,2
Combination Product,na-831,2
Device,aeonose,2
Device,cellectraâ® 2000,2
Device,ct-scan,2
Device,cytokine adsorption,2
Device,"magpro x100 stimulator, b70 fluid-cooled coil",2
Device,vv-ecmo,2
Diagnostic Test,biological samples,2
Diagnostic Test,breath test,2
Diagnostic Test,conjunctival swab,2
Diagnostic Test,ct-scan,2
Diagnostic Test,ecg,2
Diagnostic Test,elisa,2
Diagnostic Test,flow cytometry,2
Diagnostic Test,igg test,2
Diagnostic Test,muscle,2
Diagnostic Test,nasal,2
Diagnostic Test,online survey,2
Diagnostic Test,sars-cov-2,2
Diagnostic Test,serum test,2
Diagnostic Test,standard care,2
Diagnostic Test,ultrasound,2
Dietary Supplement,sivomixx,2
Drug,acalabrutinib,2
Drug,acetylsalicylic acid,2
Drug,antibiotics,2
Drug,antihypertensives,2
Drug,atorvastatin,2
Drug,bcg,2
Drug,bevacizumab,2
Drug,cannabidiol,2
Drug,cenicriviroc,2
Drug,cobicistat,2
Drug,cumin,2
Drug,cyclosporine,2
Drug,dapagliflozin,2
Drug,darunavir,2
Drug,darunavir/cobicistat,2
Drug,dipyridamole,2
Drug,dornase alfa,2
Drug,edp1815,2
Drug,eidd-2801,2
Drug,emtricitabine,2
Drug,fondaparinux,2
Drug,fostamatinib,2
Drug,guduchi ghan vati,2
Drug,hormones,2
Drug,ibrutinib,2
Drug,ibuprofen,2
Drug,iloprost,2
Drug,imatinib,2
Drug,immunoglobulin,2
Drug,imu-838,2
Drug,iodine,2
Drug,kg,2
Drug,ledipasvir,2
Drug,lenzilumab,2
Drug,maraviroc,2
Drug,n-acetylcysteine,2
Drug,na-831,2
Drug,nafamostat mesilate,2
Drug,nigella sativa,2
Drug,nigella sativa / black cumin,2
Drug,omega-3,2
Drug,oxygen,2
Drug,povidone-iodine,2
Drug,pul-042,2
Drug,pyronaridine-artesunate,2
Drug,regn10933 / regn10987,2
Drug,regn10933/regn10987 combination therapy,2
Drug,siltuximab,2
Drug,soc,2
Drug,soc / placebo,2
Drug,sofosbuvir/ledipasvir,2
Drug,supportive care,2
Drug,td-0903,2
Drug,tofacitinib,2
Other,ace inhibitor,2
Other,arb,2
Other,best supportive care,2
Other,clinical assessment,2
Other,ct-scan,2
Other,dialysis,2
Other,file scanning,2
Other,kb109,2
Other,kb109 / self supportive care (ssc),2
Other,nutrition,2
Other,online questionnaires,2
Other,phone call,2
Other,physiotherapy,2
Other,practice details,2
Other,pregnant women with laboratory-confirmed 2019-n-cov,2
Other,quality of life,2
Other,recop unit patient,2
Other,saliva,2
Other,sample collection,2
Other,self supportive care (ssc),2
Other,self supportive care (ssc) alone,2
Other,serum test,2
Other,supportive care,2
Other,tele-yoga therapy,2
Other,yoga,2
placebo,favipiravir placebo,2
Procedure,ophthalmologic exam,2
Procedure,oxygen,2
Behavioral,,1
Behavioral,action (tara),1
Behavioral,anxiety reduction training,1
Behavioral,assigned strategies: active choice,1
Behavioral,assigned strategies: enhanced active choice,1
Behavioral,assigned strategies: opt-in,1
Behavioral,attention bias modification (abm),1
Behavioral,award,1
Behavioral,award advice,1
Behavioral,award/covid-specific advice,1
Behavioral,bandebereho fathers',1
Behavioral,basic feedback,1
Behavioral,behaviour change technique intervention to improve quality of life,1
Behavioral,burnout,1
Behavioral,change in preference to surgery under covid-19 pandemic.,1
Behavioral,chat-based instant messaging support,1
Behavioral,chat-based support,1
Behavioral,choice of assignment: active choice,1
Behavioral,choice of assignment: enhanced active choice,1
Behavioral,choice of assignment: opt-in,1
Behavioral,clinical features,1
Behavioral,cognitive,1
Behavioral,collection of odour samples,1
Behavioral,combination,1
Behavioral,contain covid anxiety ssi,1
Behavioral,control,1
Behavioral,coping strategies video,1
Behavioral,cosh self-help smoking cessation booklet,1
Behavioral,couples' group education,1
Behavioral,covid-19,1
Behavioral,covid-19 infection will be conducted.,1
Behavioral,covid-19 positive pregnant women,1
Behavioral,covid-19 related health warning leaflet,1
Behavioral,covid-specific advice,1
Behavioral,covid-surgres questionaire,1
Behavioral,crisis intervention therapy,1
Behavioral,daily coping toolkit,1
Behavioral,daily monitoring,1
Behavioral,data collection,1
Behavioral,data registry,1
Behavioral,dialectical behavioral therapy (dbt) skills,1
Behavioral,digital health online platform,1
Behavioral,discussion board for social support,1
Behavioral,discussion board for social support /basic feedback,1
Behavioral,discussion board for social support/personalized feedback,1
Behavioral,e-psychotherapy,1
Behavioral,education,1
Behavioral,education sessions,1
Behavioral,educational meetings,1
Behavioral,educational meetings/visual prompts,1
Behavioral,educational video,1
Behavioral,emotional support plan,1
Behavioral,enhanced hygiene measures,1
Behavioral,enriched survey feedback,1
Behavioral,environmental exposure,1
Behavioral,environmental exposure/clinical features,1
Behavioral,examine the impact of covid-19 during pregnancy,1
Behavioral,exercise,1
Behavioral,experiences of health care professionals working in intensive care units during the covid-19 pandemic,1
Behavioral,family nurture intervention (fni),1
Behavioral,fsfi survey,1
Behavioral,gamification,1
Behavioral,general health education,1
Behavioral,generalized anxiety disorder-7 (gad-7),1
Behavioral,guided online support program,1
Behavioral,hads,1
Behavioral,health care worker survey,1
Behavioral,health literacy,1
Behavioral,health warning leaflet,1
Behavioral,healthy minds program foundations training,1
Behavioral,high intensity interval training group,1
Behavioral,hope intervention,1
Behavioral,intermittent,1
Behavioral,internet-based cognitive behavioral therapy,1
Behavioral,internet-based self-help,1
Behavioral,internet-based self-help after 3 weeks,1
Behavioral,internet-delivered cognitive behavior therapy (icbt) for dysfunctional worry related to the covid-19 pandemic,1
Behavioral,intervention app,1
Behavioral,intervention group coronacope,1
Behavioral,intervention program,1
Behavioral,interview,1
Behavioral,"knowledge, attitude, practice, awareness, preference",1
Behavioral,kundalini yoga,1
Behavioral,kundalini yoga/anxiety reduction training,1
Behavioral,lifestyle change promotion program,1
Behavioral,lock-down,1
Behavioral,lock-down/social distancing,1
Behavioral,maslach burnout inventory (mbi),1
Behavioral,mechanical ventilation,1
Behavioral,meditation,1
Behavioral,meditation/anxiety reduction training,1
Behavioral,mencare,1
Behavioral,mencare//bandebereho fathers'/couples' group education,1
Behavioral,mental imagery,1
Behavioral,mental well-being,1
Behavioral,messaging,1
Behavioral,mindfullness training,1
Behavioral,mindfulness program,1
Behavioral,mindfulness session(s),1
Behavioral,minimal attention control intervention,1
Behavioral,minnrap peer support program,1
Behavioral,negative covid test result - hypothetical scenario,1
Behavioral,news,1
Behavioral,newsfeed function,1
Behavioral,no instruction regarding positioning,1
Behavioral,non-mindfulness intervention,1
Behavioral,nudge,1
Behavioral,online intervention mental health covid-19,1
Behavioral,online survey,1
Behavioral,opt-in recruitment email,1
Behavioral,opt-out recruitment email,1
Behavioral,patient-centred advice on telephone consultation in tb patients:,1
Behavioral,peer resilience champion,1
Behavioral,personalized feedback,1
Behavioral,personalized health education,1
Behavioral,position,1
Behavioral,positive covid test result - hypothetical scenario,1
Behavioral,positive feedback,1
Behavioral,prayer,1
Behavioral,preventive information,1
Behavioral,problem-solving,1
Behavioral,problem-solving/relationship improvement intervention.,1
Behavioral,psychological,1
Behavioral,psychological/behaviour change support,1
Behavioral,ptsd,1
Behavioral,reading a book,1
Behavioral,recharge,1
Behavioral,referral card,1
Behavioral,registery data collection,1
Behavioral,relationship improvement intervention.,1
Behavioral,remain covid free ssi,1
Behavioral,remote cognitive behavioral therapy for insomnia,1
Behavioral,remote pulmonary rehabilitation,1
Behavioral,saliva,1
Behavioral,self-compassion for chronic pain virtual group treatment program,1
Behavioral,self-help booklet,1
Behavioral,self-management booklet (switch: stay well during covid-19),1
Behavioral,self-questionnary,1
Behavioral,self study,1
Behavioral,shared decision making,1
Behavioral,shg,1
Behavioral,simha kriya,1
Behavioral,simple cognitive task intervention,1
Behavioral,sms-based support,1
Behavioral,sms message support,1
Behavioral,social distancing,1
Behavioral,social media,1
Behavioral,social media/news consumption,1
Behavioral,tele-interventions related to diabetes management,1
Behavioral,tele-interventions related to diabetes management/mental well-being,1
Behavioral,telesimulation,1
Behavioral,therapy intervention,1
Behavioral,"training for awareness, resilience,",1
Behavioral,"training for awareness, resilience,/action (tara)",1
Behavioral,training session adressing information,1
Behavioral,training session adressing information/health literacy,1
Behavioral,trauma-informed yoga video recording,1
Behavioral,turkish physicians,1
Behavioral,ultra brief online mindfulness-based intervention,1
Behavioral,unavailable covid test result - hypothetical scenario,1
Behavioral,unified protocol for covid-19 parenting stress (up-covid),1
Behavioral,usual care positioning with no instructions,1
Behavioral,video chat,1
Behavioral,video chat / basic feedback,1
Behavioral,video chat /personalized feedback,1
Behavioral,views,1
Behavioral,virtual group intervention,1
Behavioral,visual prompts,1
Behavioral,who recommendations (waiting condition),1
Behavioral,written summary of rounds,1
Behavioral,yoga group,1
Biological,10 to 14 days later,1
Biological,14-day schedule,1
Biological,2.2x10^10vp (qpcr) boost,1
Biological,21 - phase 2,1
Biological,5x10^10vp boost (qpcr),1
Biological,aapc,1
Biological,abatacept,1
Biological,ad5-ncov,1
Biological,adenovirus type-5 vectored covid-19 vaccine,1
Biological,adimrsc-2f,1
Biological,adsorbed covid-19 (inactivated) vaccine,1
Biological,ag0301-covid19,1
Biological,ag0302-covid19,1
Biological,allocetra-ots,1
Biological,alum adjuvant,1
Biological,aluminum adjuvant of inactivated sars-cov-2 vaccine,1
Biological,ampion,1
Biological,anakinra,1
Biological,angiotensin peptide (1-7) derived plasma,1
Biological,anti-coronavirus antibodies (immunoglobulins)obtained with dfpp from convalescent patients,1
Biological,anti-sars-cov-2 igt seropositivity,1
Biological,autologous non-hematopoietic peripheral blood stem cells (nhpbsc),1
Biological,avdoralimab,1
Biological,bacille calmette-guã©rin (bcg),1
Biological,bactek-r,1
Biological,best available therapy,1
Biological,biological assays in particular on the lipid metabolism,1
Biological,biological test,1
Biological,biological/vaccine: recombinant new coronavirus vaccine (cho cell) low-dose group,1
Biological,biological/vaccine: recombinant new coronavirus vaccine (cho cells) high-dose group,1
Biological,biological/vaccine: recombinant new coronavirus vaccine (cho cells) placebo group,1
Biological,blood collection on their first consultation/10 to 14 days later,1
Biological,bnt162a1,1
Biological,bnt162b3,1
Biological,bnt162c2,1
Biological,castem,1
Biological,ccp,1
Biological,cell therapy protocol 1,1
Biological,cell therapy protocol 2,1
Biological,chest ct,1
Biological,ck0802,1
Biological,clbs119,1
Biological,collection of blood samples in order to create a biocollection,1
Biological,coronavac,1
Biological,covi-guard,1
Biological,covid-19 convalescent plasma (ccp)/standard of care (soc),1
Biological,covid19 vaccine,1
Biological,cvncov (dose level confirmed in part 1),1
Biological,cvncov 6 î¼g,1
Biological,cvncov 8 î¼g,1
Biological,cvncov 8 î¼g (4 î¼g double dose),1
Biological,cvncov vaccine,1
Biological,cyp-001,1
Biological,emapalumab,1
Biological,epivaccorona (epivaccorona vaccine based on peptide antigens for the prevention of covid-19),1
Biological,exposure,1
Biological,f-652,1
Biological,gam-covid-vac lyo,1
Biological,gamunex-c,1
Biological,"garadacimab, factor xiia antagonist monoclonal antibody",1
Biological,gc5131,1
Biological,grad-cov2,1
Biological,heparin,1
Biological,hepatitis a vaccine,1
Biological,high-titer convalescent covid-19 plasma (ccp1),1
Biological,human amniotic fluid,1
Biological,human cord tissue mesenchymal stromal cells,1
Biological,imm-101,1
Biological,immunoglobulin,1
Biological,inactivated vaccine,1
Biological,information,1
Biological,injection,1
Biological,ino-4800,1
Biological,interferon,1
Biological,intramuscular vaccine,1
Biological,intravenous immune globulin,1
Biological,kamada anti-sars-cov-2,1
Biological,lanadelumab,1
Biological,lenzilumab,1
Biological,licensed seasonal influenza vaccine,1
Biological,longitudinally,1
Biological,low,1
Biological,low/upper respiratory tract sample,1
Biological,lv-smenp-dc vaccine,1
Biological,lv-smenp-dc vaccine/antigen-specific ctls,1
Biological,matrix m1-adjuvant,1
Biological,medium dosage inactivated sars-cov-2 vaccine on a 0-/14-day schedule,1
Biological,menacwy,1
Biological,menacwy vaccine,1
Biological,mesenchymal stem cell,1
Biological,mf59 adjuvanted sars-cov-2 sclamp vaccine,1
Biological,multistem,1
Biological,nasopharyngeal swab,1
Biological,nasovax,1
Biological,no intervention,1
Biological,octagam,1
Biological,one covid-19 vaccine candidate (tmv-083) administration - high dose,1
Biological,oral polio vaccine / information,1
Biological,other clinical symptoms,1
Biological,otilimab,1
Biological,pcr/chest ct,1
Biological,pembrolizumab,1
Biological,placebo/aluminum adjuvant of inactivated sars-cov-2 vaccine,1
Biological,plx-pad,1
Biological,pneumococcal vaccine,1
Biological,primepro,1
Biological,prolastin,1
Biological,qazcovid-inâ® - covid-19 inactivated vaccine,1
Biological,ravulizumab,1
Biological,rectal swab,1
Biological,remestemcel-l,1
Biological,"reporting of anosmia, ageusia",1
Biological,"reporting of anosmia, ageusia/other clinical symptoms",1
Biological,respiratory tract sample,1
Biological,rph-104,1
Biological,sab-185,1
Biological,saline containing 1% human serum albuminï¼ˆsolution without uc-mscsï¼‰,1
Biological,sarilumab,1
Biological,sars-cov-2 antibody based ivig therapy,1
Biological,sars-cov-2 rs/matrix m1-adjuvant,1
Biological,sars-cov-2 specific t cells,1
Biological,sars-cov-2 vaccine formulation 1 with adjuvant 1,1
Biological,sars-cov-2 vaccine formulation 1 with adjuvant 2,1
Biological,sars-cov-2 vaccine formulation 2 with adjuvant 1,1
Biological,sars-cov-2 vaccine formulation 2 with adjuvant 2,1
Biological,sars-cov-2 vaccine formulation 2 without adjuvant,1
Biological,scb-2019,1
Biological,scb-2019 with as03 adjuvant,1
Biological,scb-2019 with cpg 1018 adjuvant,1
Biological,scb-2019 with cpg 1018 adjuvant/alum adjuvant,1
Biological,specific anti-sars-cov-2 antibodies,1
Biological,standard-titer convalescent covid-19 plasma (ccp2),1
Biological,standard care,1
Biological,standard of care (soc)/placebo,1
Biological,stool collection,1
Biological,swab,1
Biological,t cell derived exosom,1
Biological,t memory cells,1
Biological,t memory cells/nk cells,1
Biological,therapeutic plasma exchange (tpe),1
Biological,tigeraseâ®,1
Biological,tigeraseâ®/best available care,1
Biological,two covid-19 vaccine candidate (tmv-083) administrations - high dose,1
Biological,two covid-19 vaccine candidate (tmv-083) administrations - low dose,1
Biological,"two doses of high dosage inactivated sars-cov-2 vaccine at the schedule of day 0,28",1
Biological,"two doses of low dosage inactivated sars-cov-2 vaccine at the schedule of day 0,28",1
Biological,"two doses of medium dosage inactivated sars-cov-2 vaccine at the schedule of day 0,28",1
Biological,umbilical cord mesenchymal stem cells / heparin along with best supportive care.,1
Biological,utooth btc),1
Biological,v-sars,1
Biological,v591,1
Biological,vaccine: recombinant new coronavirus vaccine (cho cell) low-dose group,1
Biological,vaccine: recombinant new coronavirus vaccine (cho cells) high-dose group,1
Biological,vir-7831,1
Biological,vxa-cov2-1,1
Biological,zofin,1
Combination Product,,1
Combination Product,- tocilizumab,1
Combination Product,4plants,1
Combination Product,4plants/azythromycin,1
Combination Product,atazanavir,1
Combination Product,atazanavir/dexamethasone,1
Combination Product,combination of oral polio vaccine/na-831,1
Combination Product,cospherunate,1
Combination Product,cospherunate/azythromycine,1
Combination Product,cospherunate/phytomedicine/azythromycien,1
Combination Product,device),1
Combination Product,dexamethasone,1
Combination Product,favipiravir,1
Combination Product,favipiravir/hydroxychloroquine,1
Combination Product,hydroxychloroquine/azithromycin/ tocilizumab,1
Combination Product,hyperbaric oxygen,1
Combination Product,immunofree tablets,1
Combination Product,immunofree tablets/reginmune capsule,1
Combination Product,inopulse,1
Combination Product,mefloquine,1
Combination Product,mefloquine/azithromycin/ tocilizumab,1
Combination Product,mesenchymal stem cells,1
Combination Product,monoclonal antibody,1
Combination Product,na-831/atazanavir,1
Combination Product,na-831/dexamethasone,1
Combination Product,observational,1
Combination Product,oxygen,1
Combination Product,phytomedicine,1
Combination Product,polio vaccine,1
Combination Product,quinquina-stevia,1
Combination Product,quinquina-stevia/azythromycin,1
Combination Product,reginmune,1
Combination Product,respiratory rehabilitation,1
Combination Product,systemic,1
Device,accuchek inform ii platform,1
Device,actigraphy,1
Device,adam sensor,1
Device,alexa amazon,1
Device,apple watch,1
Device,assessment),1
Device,auricular percutaneous neurostimulation,1
Device,bidirectional oxygenation mouthpiece,1
Device,biosensor,1
Device,biovitals,1
Device,breath biopsy face masks with removable filters,1
Device,breath biopsy face masks with removable filters/fitted pva strip,1
Device,bva-100,1
Device,c3,1
Device,c3/ holter monitor,1
Device,cardiac,1
Device,cardiac/electrodermal recordings,1
Device,centricyte 1000,1
Device,cerebral compliance,1
Device,cerebral compliance/hemodynamics monitoring,1
Device,citrox,1
Device,closed-loop control of oxygen supplementation by o2matic,1
Device,connected devices measurements,1
Device,continuous positive airway pressure,1
Device,continuous vital sign monitoring - isansys patient status engine,1
Device,control,1
Device,control swab,1
Device,conventional therapy first,1
Device,core warming,1
Device,covsurf drug delivery system,1
Device,covx,1
Device,cpap,1
Device,device used to record voice for screening,1
Device,dexcom,1
Device,direct laryngoscope,1
Device,doctor spot,1
Device,ðžxygen therapy,1
Device,earsats pulse oximeter probe,1
Device,ecco2r,1
Device,ecg,1
Device,echocardiography,1
Device,electrodermal recordings,1
Device,endoscopy,1
Device,extracorporeal blood purification using the oxirisâ® (an69st) hemofilter,1
Device,extracorporeal membrane oxygenation,1
Device,fecal,1
Device,filtration test,1
Device,fit test,1
Device,fitted pva strip,1
Device,flow controlled ventilation (evone-ventilator),1
Device,freestyle libre 14 day cgm system,1
Device,gammacoreâ® (vagus nerve stimulation),1
Device,gammacoreâ® sapphire (non-invasive vagus nerve stimulator),1
Device,go2 peep mouthpiece,1
Device,hemodynamics monitoring,1
Device,high flow nasal cannula (hfnc),1
Device,high flow nasal cannula device,1
Device,high flow nasal cannula hfnc,1
Device,holter monitor,1
Device,home pulse oximetry monitoring,1
Device,hydrogen oxygen generator with nebulizer,1
Device,hyperbaric oxygen,1
Device,igg,1
Device,igg/igm rapid test,1
Device,igm antibodytest,1
Device,impulseâ„¢ una e-stethoscope,1
Device,intraosseous,1
Device,intravenous,1
Device,invasive mechanical ventilation using the unisabana-herons ventilator during 24 hours,1
Device,ion mobility spectrometry (ims),1
Device,iota carrageenan,1
Device,kelea water,1
Device,life2000â® ventilator,1
Device,limbix spark,1
Device,lung ultrasound,1
Device,magec spine rod,1
Device,makair,1
Device,marker therapeutics d2000 cartridge (d2000) for use with the spectra optiaâ® apheresis system (optia spd protocol),1
Device,"masimo, lidco",1
Device,mcgrath videolaryngoscope,1
Device,meditation,1
Device,metanebâ® system,1
Device,miniprobe alveoflex,1
Device,mls laser,1
Device,mouthrinse with bãªta-cyclodextrin,1
Device,mouthrinse with bãªta-cyclodextrin/citrox,1
Device,mouthrinse without bãªta-cyclodextrin,1
Device,mouthrinse without bãªta-cyclodextrin/citrox,1
Device,multifrequency bioimpedance spectroscopy,1
Device,musclesound ultrasound,1
Device,nä°cas,1
Device,nasal high flow,1
Device,nasal rinse,1
Device,neuromuscular,1
Device,nioâ® (intraosseous access),1
Device,nitric oxide delivered via lungfitâ„¢ system,1
Device,non-contact mce system,1
Device,non-invasive red lllt treatment to chest of patient.,1
Device,non-invasive ventilatory support,1
Device,noninvasive ventilation,1
Device,olfactory device,1
Device,oxygen hood,1
Device,oxyhydrogen,1
Device,pbmt,1
Device,pbmt/smf,1
Device,pep flute,1
Device,percutaneous coronary revascularization for stemi,1
Device,performance evaluation study of realdetect rt-pcr kit for covid-19 detection,1
Device,performing of lung ultrasound,1
Device,personal protective equipment,1
Device,philips lumify ultrasound system,1
Device,"platelet function analyzer scp1, sienco, usa",1
Device,prototype,1
Device,q-nrg metobolic cart device,1
Device,rapid test,1
Device,respiratory monitor,1
Device,ria-device (remote investigation,1
Device,ria-device (remote investigation/assessment),1
Device,saliva assay,1
Device,savr,1
Device,scd,1
Device,seraph,1
Device,seraphâ®-100 microbindâ® affinity blood filter,1
Device,sledd with a l-mod,1
Device,smf,1
Device,sonclot coagulation,1
Device,"sonclot coagulation/platelet function analyzer scp1, sienco, usa",1
Device,spartan covid-19 system,1
Device,standard care,1
Device,tape-software,1
Device,tavr,1
Device,tavr/savr,1
Device,tcc-covid mhealth,1
Device,telehealth,1
Device,tof protocol,1
Device,transcutaneous auricular vagus nerve stimulation,1
Device,transpulmonary thermodilution,1
Device,"use of the pinpointiq solution (physiq, inc.)",1
Device,uv light treatment,1
Device,vibrolung,1
Device,vielight rx plus,1
Device,virtual reality,1
Device,virtual reality therapy first,1
Device,viruxal oral,1
Device,viruxal oral/nasal spray,1
Device,volatile organic compounds analysis,1
Device,vv-ecmo / cytokine adsorption,1
Device,water without an elevated level of kelea,1
Device,web application users,1
Device,withings scanwatch,1
Diagnostic Test,": igg, ig m serologies in the amniotoc fluid, the blood cord",1
Diagnostic Test,aaz covid-19 rapid test,1
Diagnostic Test,abpm,1
Diagnostic Test,adaptation at work score (psas),1
Diagnostic Test,ai model,1
Diagnostic Test,anti-sars-cov2 serological controls,1
Diagnostic Test,anti-sars-cov2 serological controls/serum neutralization,1
Diagnostic Test,assessment of cardiovascular diseases,1
Diagnostic Test,assessment of cardiovascular diseases/cardiovascular risk factors,1
Diagnostic Test,assessment of ventilator-associated pneumonia criteria,1
Diagnostic Test,asynchronies detection,1
Diagnostic Test,"biomarker (tropt, myoglobin, ck, ck-mb, ldh, d-dimer, crp, pct)",1
Diagnostic Test,biomarkers expression,1
Diagnostic Test,blood group determination,1
Diagnostic Test,brain mri,1
Diagnostic Test,breath test/cheek swab,1
Diagnostic Test,butterfly,1
Diagnostic Test,c-reactive protein,1
Diagnostic Test,cag,1
Diagnostic Test,cambridge validated viral detection,1
Diagnostic Test,cardiovascular risk factors,1
Diagnostic Test,carotid artery reactivity testing,1
Diagnostic Test,cellular response,1
Diagnostic Test,cheek swab,1
Diagnostic Test,chest ct,1
Diagnostic Test,chest mri,1
Diagnostic Test,chest x-ray,1
Diagnostic Test,clinico-biological parameters in routine care,1
Diagnostic Test,clungene rapid test cassette,1
Diagnostic Test,collection of swabs,1
Diagnostic Test,complement dosage,1
Diagnostic Test,conjunctival swab/nasopharyngeal swab,1
Diagnostic Test,copan swabbing,1
Diagnostic Test,copan swabbing/blood sample collection,1
Diagnostic Test,covid-19 antibody testing,1
Diagnostic Test,covid-19 antigen,1
Diagnostic Test,"covid-19 antigen/antibody rapid testing, mobile device image capture/telemedicine support",1
Diagnostic Test,covid-19 diagnostic test,1
Diagnostic Test,covid-19 presto test,1
Diagnostic Test,covid-19 swab,1
Diagnostic Test,covid 19 diagnostic test,1
Diagnostic Test,covidseq test,1
Diagnostic Test,ctus examination,1
Diagnostic Test,cytokines,1
Diagnostic Test,cytokines measurement,1
Diagnostic Test,data,1
Diagnostic Test,data collection,1
Diagnostic Test,data collection/rhinopharyngeal swab,1
Diagnostic Test,"depression,",1
