Intervention_type,intervention,Study_count
Device,mouthrinse without bãªta-cyclodextrin and citrox,1
Device,multifrequency bioimpedance spectroscopy,1
Device,musclesound ultrasound,1
Device,n95 respirator,1
Device,neuromuscular evaluation,1
Device,nioâ® (intraosseous access),1
Device,non-contact ecg,1
Device,non-contact mce system,1
Device,normobaric oxygen therapy,1
Device,oxygen,1
Device,oxyhydrogen,1
Device,plasma adsorption cartridge,1
Device,prototype swab,1
Device,q-nrg metobolic cart device,1
Device,sensiumvitals wearable sensor,1
Device,seraph 100,1
Device,sledd with a l-mod,1
Device,standard mask,1
Device,standard of care (intravenous access),1
Device,tavr or savr,1
Device,toraymyxin pmx-20r (pmx cartridge),1
Device,transpulmonary thermodilution,1
Device,vivadiagâ„¢ covid-19 lgm/igg rapid test,1
Device,vv-ecmo + cytokine adsorption (cytosorb adsorber),1
Device,vv-ecmo only (no cytokine adsorption),1
Device,wearable medical device (empatica e4),1
Device,web application users,1
Diagnostic Test,a specifically designed self-administered questionnaire,1
Diagnostic Test,assessment of cardiovascular diseases and cardiovascular risk factors,1
Diagnostic Test,"biomarker (tropt, myoglobin, ck, ck-mb, ldh, d-dimer, crp, pct)",1
Diagnostic Test,biomarkers expression,1
Diagnostic Test,biosensor,1
Diagnostic Test,breath test,1
Diagnostic Test,cambridge validated viral detection method,1
Diagnostic Test,chest computed tomography (ct),1
Diagnostic Test,complement dosage,1
Diagnostic Test,conjunctival swab,1
Diagnostic Test,copan swabbing and blood sample collection,1
Diagnostic Test,coronacidetm covid-19 igm/igg rapid test and premier biotech covid-19 igm/igg rapid test,1
Diagnostic Test,covid-19 antibody testing (igg and igm),1
Diagnostic Test,covid-19 diagnostic test,1
Diagnostic Test,"covid-19 igm/igg rapid testing, mobile device image capture and telemedicine support",1
Diagnostic Test,covid-19 serology,1
Diagnostic Test,"covid-19 test, polymerase chain reaction for sars-cov-2",1
Diagnostic Test,covid 19 diagnostic test by pcr,1
Diagnostic Test,cytokine profile,1
Diagnostic Test,cytokines dosage,1
Diagnostic Test,data collection and rhinopharyngeal swab,1
Diagnostic Test,diagnostic test,1
Diagnostic Test,ecg,1
Diagnostic Test,"electrocardiogram, telemetry, echocardiogram, laboratory values",1
Diagnostic Test,"electrocardiogram, transthoracic echocardiography and clinico-biological parameters in routine care",1
Diagnostic Test,elisa-test for igm and igg to sars-cov-2,1
Diagnostic Test,euroimmun assay,1
Diagnostic Test,global longitudinal strain,1
Diagnostic Test,identify sars-cov-2 infection by serology,1
Diagnostic Test,igg,1
Diagnostic Test,igm and igg diagnostic kits to sars-cov-2,1
Diagnostic Test,laboratory biomarkers,1
Diagnostic Test,loop mediated isothermal amplification covid-19,1
Diagnostic Test,machine learning model,1
Diagnostic Test,monitoring visit - baseline,1
Diagnostic Test,monitoring visit - week 4,1
Diagnostic Test,monitoring visit - week 8,1
Diagnostic Test,monthly serologic igm/g test,1
Diagnostic Test,muscle ultrasound,1
Diagnostic Test,nasopharyngeal covid 19 rt-pcr,1
Diagnostic Test,new qiastat-dx fully automatic multiple pcr detection platform,1
Diagnostic Test,new screening strategy,1
Diagnostic Test,ng biotech,1
Diagnostic Test,no intervention planned due to the observational study design only a diagnostic testing,1
Diagnostic Test,odd/even birth year intervention groups,1
Diagnostic Test,point-of-care ultrasonography (pocus),1
Diagnostic Test,polysomnography,1
Diagnostic Test,public health england gold standard,1
Diagnostic Test,questionnaire forms,1
Diagnostic Test,radiological detection,1
Diagnostic Test,rapid salivary test,1
Diagnostic Test,recombinase aided amplification (raa) assay,1
Diagnostic Test,reverse-transcription polymerase chain reaction (rt-pcr),1
Diagnostic Test,saliva collection,1
Diagnostic Test,samba ii (diagnostic for the real world),1
Diagnostic Test,sampling salivary,1
Diagnostic Test,sars-cov-2 igg antibody testing kit,1
Diagnostic Test,sars-cov2 testing,1
Diagnostic Test,scanning chest x-rays and performing ai algorithms on images,1
Diagnostic Test,schirmer test i,1
Diagnostic Test,serological tests will be applied on patients blood sampling,1
Diagnostic Test,serology,1
Diagnostic Test,serum inflammatory biomarkers,1
Diagnostic Test,serum sars cov 2 igg screening in health care workers,1
Diagnostic Test,spartan cube point-of care covid-19 test,1
Diagnostic Test,"standard 12-lead ecg, nt-probnp, echocardiography",1
Diagnostic Test,standard screening strategy,1
Diagnostic Test,standardized lung ultrasound (lus) examination,1
Diagnostic Test,swallowing evaluation with the eat-10 and the volume-viscosity swallowing test (v-vst),1
Diagnostic Test,tem-tpa,1
Diagnostic Test,testing sensitivity for sars-cov-2 virus in symptomatic individuals,1
Diagnostic Test,thoracic ct scan,1
Diagnostic Test,titanium blood test,1
Diagnostic Test,to assess for development of igg antibodies against sars-cov2,1
Diagnostic Test,tuberculin test,1
Diagnostic Test,ultrasound lung imaging as part of fast+ evaluation,1
Diagnostic Test,vitalconnect vital sign patch,1
Dietary Supplement,25-oh cholecalciferol,1
Dietary Supplement,ascorbic acid,1
Dietary Supplement,ascorbic acid and zinc gluconate,1
Dietary Supplement,ayurveda,1
Dietary Supplement,control,1
Dietary Supplement,glucose tablets,1
Dietary Supplement,isocaloric/isonutrigenous ons,1
Dietary Supplement,ketogenic diet,1
Dietary Supplement,natural honey,1
Dietary Supplement,"oral nutrition supplement (ons) enriched in eicosapentaenoic acid, gamma-linolenic acid and antioxidants",1
Dietary Supplement,placebo,1
Dietary Supplement,placebo starch,1
Dietary Supplement,probiotic,1
Dietary Supplement,vitamins,1
Drug,0.12% chlorhexidine oral/nasal rinse,1
Drug,0.5% povidone/iodine oral/nasal rinse,1
Drug,0.9% sodium chloride (normal saline),1
Drug,1: discontinuation of ras blocker therapy,1
Drug,1: ilt101,1
Drug,1: naproxen,1
Drug,100 mg/ml virazole,1
Drug,2: continuation of ras blocker therapy,1
Drug,2: placebo comparator,1
Drug,2: standard of care,1
Drug,2: usual practice + symbicort rapihaler,1
Drug,50 mg/ml virazole,1
Drug,abidol hydrochloride combined with interferon atomization,1
Drug,acalabrutinib,1
Drug,"ace inhibitor, angiotensin receptor blocker",1
Drug,aceis,1
Drug,acetylsalicylic acid,1
Drug,allogeneic and expanded adipose tissue-derived mesenchymal stem cells,1
Drug,allogeneic and expanded adipose tissue-derived mesenchymal stromal cells,1
Drug,almitrine,1
Drug,alteplase 100 mg [activase],1
Drug,alteplase 50 mg [activase],1
Drug,amiodarone,1
Drug,amoxicillin/clavulanate,1
Drug,anakinra alone (stages 2b/3),1
Drug,anakinra and ruxolitinib (overcome stage 3),1
Drug,anakinra plus osoc,1
Drug,angiotensin-converting enzyme inhibitors (ace-i) and angiotensin ii receptor blockers (arb),1
Drug,angiotensin 1-7,1
Drug,angiotensin converting enzyme inhibitor,1
Drug,angiotensin receptor blocker,1
Drug,anluohuaxian,1
Drug,any drug used to treat covid-19,1
Drug,arb,1
Drug,arbidol hydrochloride granules,1
Drug,asc09/ritonavir group,1
Drug,asc09f+oseltamivir,1
Drug,ascorbic acid and folic acid,1
Drug,aspirin,1
Drug,aspirin 100mg,1
Drug,aspirin 75mg,1
Drug,aspirin 81 mg,1
Drug,at-001,1
Drug,atorvastatin 40mg,1
Drug,atovaquone/azithromycin,1
Drug,aviptadil (vip),1
Drug,aviptadil by intravenous infusion + maximal intensive care,1
Drug,avm0703,1
Drug,az,1
Drug,azithromycin (azithro),1
Drug,azithromycin 500 mg,1
Drug,azithromycin 500mg oral tablet,1
Drug,baricitinib (janus kinase inhibitor),1
Drug,baricitinib 4 mg oral tablet,1
Drug,baricitinib or anakinra,1
Drug,baricitinib oral tablet,1
Drug,basic treatment,1
Drug,bat,1
Drug,bat + calcifediol,1
Drug,best available treatment,1
Drug,best supportive care (bsc) + ifx-1,1
Drug,best supportive care only,1
Drug,bevacizumab,1
Drug,bld-2660,1
Drug,bms-986253,1
Drug,bromhexine 8 mg,1
Drug,bromhexine hydrochloride tablets,1
Drug,bromhexine oral tablet and/or hydroxychloroquine tablet,1
Drug,budesonide nasal,1
Drug,calcium channel blockers,1
Drug,canakinumab,1
Drug,canakinumab 150 mg/ml [ilaris],1
Drug,canakinumab injection 300mg,1
Drug,canakinumab injection 600mg,1
Drug,candesartan,1
Drug,captopril 25mg,1
Drug,carrimycin,1
Drug,cd24fc,1
Drug,chemotherapy,1
Drug,chlorine dioxide 3000 ppm,1
Drug,chloroquine analog (gns651),1
Drug,chlorpromazine (cpz),1
Drug,chlorpromazine injection,1
Drug,"cholecalciferol 200,000 iu",1
Drug,"cholecalciferol 50,000 iu",1
Drug,ciclesonide metered dose inhaler [alvesco],1
Drug,clazakizumab 12.5 mg,1
Drug,clazakizumab 25 mg,1
Drug,clevudine,1
Drug,clopidogrel,1
Drug,clopidogrel 75mg,1
Drug,cm4620-injectable emulsion,1
Drug,control arm,1
Drug,control group,1
Drug,convalescent plasma transfusion,1
Drug,convalescent serum,1
Drug,"conventional medicines (oxygen therapy, alfa interferon via aerosol inhalation, and lopinavir/ritonavir)",1
Drug,"conventional medicines (oxygen therapy, alfa interferon via aerosol inhalation, and lopinavir/ritonavir) and traditional chinese medicines (tcms) granules",1
Drug,conventional treatment,1
Drug,danoprevir+ritonavir,1
Drug,dapagliflozin 10 mg,1
Drug,darunavir and cobicistat,1
Drug,defibrotide 25 mg/kg 24 hours continuous infusion for 15 days,1
Drug,defibrotide injection,1
Drug,dexamethasone and hydroxychloroquine,1
Drug,dexmedetomidine injectable product,1
Drug,dietary supplement containing resistant starch,1
Drug,drug isotretinoin (13 cis retinoic acid ) capsules+standard treatment,1
Drug,eicosapentaenoic acid gastro-resistant capsules,1
Drug,enoxaparin higher dose,1
Drug,enoxaparin prefilled syringe [lovenox],1
Drug,enoxaparin prophylactic dose,1
Drug,enoxaparin/lovenox intermediate dose,1
Drug,escin,1
Drug,estradiol patch,1
Drug,etoposide,1
Drug,experimental drug,1
Drug,favipiravir + standard of care,1
Drug,favipiravir combined with tocilizumab,1
Drug,favipiravir tablets,1
Drug,favipiravir tablets+chloroquine phosphatetablets tablets,1
Drug,fingolimod 0.5 mg,1
Drug,fluvoxamine,1
Drug,fondaparinux,1
Drug,ft516,1
Drug,ganovo+ritonavir+/-interferon nebulization,1
Drug,gargle/mouthwash,1
Drug,gimsilumab,1
Drug,group a hcq,1
Drug,group b control,1
Drug,hb-admsc,1
Drug,hc,1
Drug,hcq,1
Drug,hcq & az,1
Drug,hcq+azt,1
Drug,heparin infusion,1
Drug,heparin sc,1
Drug,hidroxicloroquina,1
Drug,hidroxicloroquina + azitromicina o lopinavir/ritonavir + interferon î²-1b + hidroxicloroquina,1
Drug,hidroxicloroquine,1
Drug,high does chloroquine or hydroxychloroquine,1
Drug,high dose vitamin c,1
Drug,honey,1
Drug,huaier granule,1
Drug,human immunoglobulin,1
Drug,hydoxychloroquine or chloroquine,1
Drug,hydroxychloroquine 200 mg oral tablet,1
Drug,hydroxychloroquine and azithromycin treatment,1
Drug,hydroxychloroquine and azithromycin treatment arm.,1
Drug,hydroxychloroquine as post exposure prophylaxis,1
Drug,hydroxychloroquine oral product,1
Drug,hydroxychloroquine placebo,1
Drug,hydroxychloroquine plus standard preventive measures,1
Drug,hydroxychloroquine pre-exposure prophylaxis,1
Drug,hydroxychloroquine sar321068,1
Drug,hydroxychloroquine sulfate (hcq),1
Drug,hydroxychloroquine sulfate + azythromycin,1
Drug,hydroxychloroquine sulfate 200 mg [plaquenil],1
Drug,hydroxychloroquine sulfate 200 milligram (mg) tab,1
Drug,hydroxychloroquine sulfate 400 mg twice a day,1
Drug,hydroxychloroquine sulfate 600 mg once a day,1
Drug,hydroxychloroquine sulfate 600 mg twice a day,1
Drug,hydroxychloroquine sulfate and azithromycin,1
Drug,hydroxychloroquine sulfate and folic acid,1
Drug,"hydroxychloroquine, azithromycin",1
Drug,"hydroxychloroquine, clindamycin",1
Drug,"hydroxychloroquine, clindamycin, primaquine - high dose.",1
Drug,"hydroxychloroquine, clindamycin, primaquine - low dose.",1
Drug,"hydroxychloroquine, doxycycline",1
Drug,hyperbaric oxygen,1
Drug,î³-globulin,1
Drug,ibuprofen,1
Drug,imatinib,1
Drug,imatinib tablets,1
Drug,immunoglobulin of cured patients,1
Drug,indomethacin,1
Drug,inhaled budesonide,1
Drug,inhaled nitric oxide gas,1
Drug,ino-4800,1
Drug,ino (inhaled nitric oxide) delivered via the inopulse delivery system,1
Drug,insulin regimen,1
Drug,interferon-alpha2b,1
Drug,interferon-beta,1
Drug,interferon-î² 1a,1
Drug,intermediate dose thromboprophylaxis,1
Drug,intravenous drug,1
Drug,isoprinosine,1
Drug,isotonic saline 0.9%,1
Drug,isotretinoin only product in oral dose form,1
Drug,isotretinoin(aerosolized 13 cis retinoic acid) +standard treatment,1
Drug,ivermectine,1
Drug,ketamine,1
Drug,kevzara sc,1
Drug,leflunomide,1
Drug,"lenalidomide as a 5 mg capsule po daily, days 1, 3, and 5.",1
Drug,levamisole,1
Drug,levamisole and isoprinosine,1
Drug,levamisole pill + budesonide+formoterol inhaler,1
Drug,liberase enzyme (roche),1
Drug,linagliptin,1
Drug,lopinavir / ritonavir pill,1
Drug,lopinavir / ritonavir tablets combined with xiyanping injection,1
Drug,"lopinavir / ritonavir, alpha-interferon nebulization",1
Drug,lopinavir 200mg/ritonavir 50mg tab,1
Drug,lopinavir and ritonavir,1
Drug,lopinavir and ritonavir tablets,1
Drug,lopinavir/ritonavir + hydoxychloroquine,1
Drug,lopinavir/ritonavir group,1
Drug,lopinavir/ritonavir tablets or arbidol or chloroquine phosphate,1
Drug,lopinavir/ritonavir treatment,1
Drug,low-dose chloroquine/hydroxychloroquine,1
Drug,lower-dose prophylactic anticoagulation,1
Drug,ly3127804,1
Drug,mavrilimumab,1
Drug,measles-mumps-rubella vaccine,1
Drug,mefloquine,1
Drug,melatonin 2mg,1
Drug,meplazumab for injection,1
Drug,methylprednisolone 80 mg/ml injectable suspension,1
Drug,methylprednisolone sodium succinate,1
Drug,methylprednisolone therapy,1
Drug,mid dose chloroquine or hydroxychloroquine,1
Drug,mrx-4dp0004,1
Drug,n-acetylcysteine+ fuzheng huayu tablet,1
Drug,n-acetylcysteine+placebo,1
Drug,nafamostat mesilate,1
Drug,naltrexone,1
Drug,niclosamide,1
Drug,nigella sativa / black cumin,1
Drug,nintedanib 150 mg,1
Drug,nitazoxanide 500 mg,1
Drug,nitazoxanide tablets,1
Drug,nivolumab injection,1
Drug,non-ras blocking antihypertensives,1
Drug,normal saline,1
Drug,normal saline infusion + maximal intensive care,1
Drug,omeprazole 20mg,1
Drug,oral,1
Drug,osoc,1
Drug,other drugs,1
Drug,patients with the treatment agains covid19,1
Drug,pd-1 blocking antibody+standard treatment,1
Drug,peginterferon lambda alfa-1a subcutaneous injection,1
Drug,pegylated interferon lambda,1
Drug,physiological saline solution,1
Drug,piclidenoson,1
Drug,pirfenidone,1
Drug,placebo 250 cc 24 hours continuous infusion for 15 days,1
Drug,placebo for azithromycin,1
Drug,placebo for clazakizumab,1
Drug,placebo for hydroxychloroquine,1
Drug,placebo of hydroxychloroquine,1
Drug,placebo of lpv/r tablets,1
Drug,placebo oral capsule,1
Drug,placebo plus standard preventive measures,1
Drug,placebo solution,1
Drug,placebo: emtricitabine/tenofovir disoproxil,1
Drug,placebo: emtricitabine/tenofovir disoproxil placebo,1
Drug,plaquenil 200mg tablet,1
Drug,povidone-iodine 0.5%,1
Drug,povidone-iodine 2%,1
Drug,prazosin,1
Drug,progesterone 100 mg,1
Drug,propofol,1
Drug,pyridostigmine bromide,1
Drug,ramipril 2.5 mg oral capsule,1
Drug,random donor plasma,1
Drug,recombinant human angiotensin-converting enzyme 2 (rhace2),1
Drug,recombinant human interferon alpha-1b,1
Drug,recombinant human interferon î±1î²,1
Drug,recombinant human interferon î±2b spray,1
Drug,recombinant human plasma gelsolin (rhu-pgsn),1
Drug,remestemcel-l,1
Drug,rhace2 apn01,1
Drug,ribavirin,1
Drug,ritonavir+oseltamivir,1
Drug,rivaroxaban,1
Drug,rivaroxaban 2.5 mg,1
Drug,roactemra iv,1
Drug,roactemra sc,1
Drug,ruxolitinib administration,1
Drug,ruxolitinib plus simvastatin,1
Drug,saline oral/nasal rinse,1
Drug,sargramostim,1
Drug,sarilumab 200 mg/1.14 ml subcutaneous solution [kevzara],1
Drug,sarilumab 400 mg/2.28 ml subcutaneous solution [kevzara],1
Drug,sarilumab sar153191,1
Drug,sildenafil citrate tablets,1
Drug,simvastatin,1
Drug,sirolimus,1
Drug,sitagliptin,1
Drug,sodium chloride 9mg/ml,1
Drug,spironolactone 100mg,1
Drug,standard of care therapy,1
Drug,standard of care thromboprophylaxis,1
Drug,standard therapy,1
Drug,standard therapy for covid-19 according to the stablished hospital protocols.,1
Drug,standard therapy of covid-19,1
Drug,standards of care,1
Drug,stannous protoporphyrin (90mg),1
Drug,stem cell product,1
Drug,sterile normal saline for intravenous use,1
Drug,sterile water for injection,1
Drug,t3 solution for injection,1
Drug,t89,1
Drug,tacrolimus,1
Drug,tcm prescriptions,1
Drug,td-0903,1
Drug,telmisartan 40mg,1
Drug,telmisartan arm will receive 80 mg telmisartan twice daily plus standard care.,1
Drug,tetrandrine,1
Drug,therapeutic anticoagulation,1
Drug,thiazide or thiazide-like diuretics,1
Drug,thromboprophylaxis,1
Drug,thromboprophylaxis with low-molecular-weight heparin or fondaparinux,1
Drug,thymosin alpha 1,1
Drug,thymosin+standard treatment,1
Drug,tinzaparin or unfractionated heparin,1
Drug,tirofiban injection,1
Drug,tj003234,1
Drug,tociliuzumab,1
Drug,tocilizumab 20 mg/ml intravenous solution [actemra],1
Drug,tofacitinib,1
Drug,tradipitant,1
Drug,traditional chinese medicine prescription,1
Drug,tranexamic acid,1
Drug,tranexamic acid tablets,1
Drug,transfusion of covid-19 convalescent plasma,1
Drug,treatment and prophylaxis,1
Drug,treatment with dexmedetomidine,1
Drug,trimethoprim/sulfamethoxazole,1
