Intervention_type,intervention,Study_count
Drug,leronlimab (700mg),2
Drug,nitric oxide,2
Drug,nivolumab,2
Drug,nors (nitric oxide releasing solution),2
Drug,peginterferon lambda-1a,2
Drug,placebo: hydroxychloroquine,2
Drug,plasma,2
Drug,povidone-iodine nasal spray and gargle,2
Drug,prednisone,2
Drug,pul-042 inhalation solution,2
Drug,remdesivir placebo,2
Drug,selinexor,2
Drug,sevoflurane,2
Drug,siltuximab,2
Drug,single dose of hydroxychloroquine,2
Drug,standard treatment,2
Drug,telmisartan,2
Drug,thalidomide,2
Drug,tocilizumab (tcz),2
Drug,tocilizumab injection,2
Other,convalescent plasma,2
Other,exercise brochure,2
Other,questionnaires,2
Other,standard treatment,2
Procedure,prone positioning,2
Behavioral,1: prone positioning,1
Behavioral,2: no instruction regarding positioning,1
Behavioral,attention bias modification (abm),1
Behavioral,behavioral: ocat,1
Behavioral,behavioral: ocat-sham,1
Behavioral,crisis management coaching,1
Behavioral,general health education,1
Behavioral,guided online support program,1
Behavioral,health care worker survey,1
Behavioral,humanistic care,1
Behavioral,intermittent prone positioning instructions,1
Behavioral,internet-delivered cognitive behavior therapy (icbt) for dysfunctional worry related to the covid-19 pandemic,1
Behavioral,mindfulness session(s),1
Behavioral,online bibliotherapy programme,1
Behavioral,online cognitive behavioral therapy (cbt),1
Behavioral,online mindfulness group,1
Behavioral,personalized health education,1
Behavioral,phone-call screening and management by a medical student/general practitioner tandem,1
Behavioral,prayer,1
Behavioral,psychological and physical rehabilitation based humanistic care,1
Behavioral,psychological assessment,1
Behavioral,tele-interventions related to diabetes management and mental well-being,1
Behavioral,usual care positioning with no instructions,1
Behavioral,video based exercise,1
Behavioral,who recommendations (waiting condition),1
Biological,allogeneic human dental pulp stem cells (bsh btc & utooth btc),1
Biological,allogeneic nk transfer,1
Biological,anakinra,1
Biological,anti- sars-cov-2 plasma,1
Biological,anti-coronavirus antibodies (immunoglobulins)obtained with dfpp from convalescent patients,1
Biological,autologous adipose msc's,1
Biological,bactek-r,1
Biological,bactrl-spike,1
Biological,bcg vaccine,1
Biological,biological test,1
Biological,blood plasma,1
Biological,blood samples,1
Biological,blood test,1
Biological,bm-mscs,1
Biological,castem,1
Biological,cell therapy protocol 1,1
Biological,cell therapy protocol 2,1
Biological,chadox1 ncov-19,1
Biological,chadox1 ncov-19 boost,1
Biological,collection of biological samples,1
Biological,convalescent anti-sars-cov-2 plasma,1
Biological,convalescent covid 19 plasma,1
Biological,convalescent plasma (anti-sars-cov-2 plasma),1
Biological,cynk-001,1
Biological,dental pulp mesenchymal stem cells,1
Biological,emapalumab,1
Biological,high-titer anti-sars-cov-2 plasma,1
Biological,high-titer covid-19 convalescent plasma (ht-ccp),1
Biological,human amniotic fluid,1
Biological,hyperimmune plasma,1
Biological,injection and infusion of lv-smenp-dc vaccine and antigen-specific ctls,1
Biological,intradermal injection of bcg vaccine,1
Biological,lactated ringer's solution or sterile saline,1
Biological,lenzilumab,1
Biological,menacwy,1
Biological,mesenchymal cells,1
Biological,mesenchymal stromal cells,1
Biological,mrna-1273,1
Biological,mscs-derived exosomes,1
Biological,multiple doses of anti-sars-cov-2 convalescent plasma,1
Biological,multistem,1
Biological,nasopharyngeal swab,1
Biological,nestcellâ®,1
Biological,nk cells,1
Biological,"nk cells,il15-nk cells,nkg2d car-nk cells,ace2 car-nk cells,nkg2d-ace2 car-nk cells",1
Biological,non-convalescent plasma (control plasma),1
Biological,pathogen-specific aapc,1
Biological,pathogen reduced sars-cov-2 convalescent plasma,1
Biological,pembrolizumab (mk-3475),1
Biological,placebo vaccine,1
Biological,plasma,1
Biological,rectal swab,1
Biological,saline containing 1% human serum albuminï¼ˆsolution of mscï¼‰,1
Biological,saliva sample,1
Biological,sarilumab,1
Biological,sars-cov-2 non-immune plasma,1
Biological,serological test,1
Biological,serology test,1
Biological,serum test,1
Biological,standard donor plasma,1
Biological,standard plasma,1
Biological,standard plasma (ffp),1
Biological,tocilizumab,1
Biological,two doses of high dosage inactivated sars-cov-2 vaccine at the emergency vaccination schedule,1
Biological,two doses of high dosage inactivated sars-cov-2 vaccine at the routine vaccination schedule,1
Biological,two doses of medium dosage inactivated sars-cov-2 vaccine at the emergency vaccination schedule,1
Biological,two doses of medium dosage inactivated sars-cov-2 vaccine at the routine vaccination schedule,1
Biological,two doses of placebo at the emergency vaccination schedule,1
Biological,two doses of placebo at the routine vaccination schedule,1
Biological,umbilical cord mesenchymal stem cells,1
Biological,umbilical cord wharton's jelly-derived human,1
Biological,vaccine bcg,1
Biological,wj-mscs,1
Combination Product,azithromycin with amoxicillin/clavulanate,1
Combination Product,hydroxychloroquine + azithromycin + / - tocilizumab,1
Combination Product,hydroxychloroquine plus nitazoxanide,1
Combination Product,hydroxychloroquine sulfate + azithromycin,1
Combination Product,hyperbaric oxygen treatment (hbot) i.e. inhalation of pressurized oxygen delivered by a hyperbaric chamber (drug/device),1
Combination Product,ivermectin plus nitazoxanide,1
Combination Product,mefloquine + azithromycin + / - tocilizumab,1
Combination Product,standard of care (soc),1
Combination Product,stem cell educator-treated mononuclear cells apheresis,1
Device,actigraphy,1
Device,automated oxygen administration - freeo2,1
Device,bidirectional oxygenation mouthpiece,1
Device,biosensors,1
Device,biovitals,1
Device,caption ai,1
Device,cellectraâ® 2000,1
Device,centricyte 1000,1
Device,control group,1
Device,control swab,1
Device,covsurf drug delivery system,1
Device,cpap treatment,1
Device,cytokine adsorption,1
Device,cytosorb-therapy,1
Device,double-trunk mask,1
Device,ecco2r,1
Device,electric pad for human external pain therapy,1
Device,expiratory training device,1
Device,gammacoreâ® (vagus nerve stimulation),1
Device,go2 peep mouthpiece,1
Device,high flow nasal cannula (hfnc),1
Device,hyperbaric oxygen therapy (hbot),1
Device,inspiratory training device,1
Device,intraosseous access,1
Device,intravenous access,1
Device,kerecis oral and nasal spray,1
Device,medical mask,1
Device,mouthrinse with bãªta-cyclodextrin and citrox,1
Device,mouthrinse without bãªta-cyclodextrin and citrox,1
Device,multifrequency bioimpedance spectroscopy,1
Device,musclesound ultrasound,1
Device,n95 respirator,1
Device,neuromuscular evaluation,1
Device,nioâ® (intraosseous access),1
Device,non-contact mce system,1
Device,normobaric oxygen therapy,1
Device,oxygen,1
Device,oxyhydrogen,1
Device,plasma adsorption cartridge,1
Device,prototype swab,1
Device,q-nrg metobolic cart device,1
Device,sledd with a l-mod,1
Device,standard of care (intravenous access),1
Device,vivadiagâ„¢ covid-19 lgm/igg rapid test,1
Device,vv-ecmo + cytokine adsorption (cytosorb adsorber),1
Device,vv-ecmo only (no cytokine adsorption),1
Diagnostic Test,complement dosage,1
Diagnostic Test,conjunctival swab,1
Diagnostic Test,covid-19 diagnostic test,1
Diagnostic Test,"covid-19 igm/igg rapid testing, mobile device image capture and telemedicine support",1
Diagnostic Test,covid 19 diagnostic test by pcr,1
Diagnostic Test,cytokines dosage,1
Diagnostic Test,data collection and rhinopharyngeal swab,1
Diagnostic Test,identify sars-cov-2 infection by serology,1
Diagnostic Test,lung ultrasound,1
Diagnostic Test,monitoring visit - baseline,1
Diagnostic Test,monitoring visit - week 4,1
Diagnostic Test,monitoring visit - week 8,1
Diagnostic Test,new screening strategy,1
Diagnostic Test,ng biotech,1
Diagnostic Test,rapid salivary test,1
Diagnostic Test,saliva collection,1
Diagnostic Test,serological tests will be applied on patients blood sampling,1
Diagnostic Test,standard screening strategy,1
Diagnostic Test,vitalconnect vital sign patch,1
Dietary Supplement,25-oh cholecalciferol,1
Dietary Supplement,ascorbic acid,1
Dietary Supplement,ascorbic acid and zinc gluconate,1
Dietary Supplement,ayurveda,1
Dietary Supplement,control,1
Dietary Supplement,glucose tablets,1
Dietary Supplement,isocaloric/isonutrigenous ons,1
Dietary Supplement,ketogenic diet,1
Dietary Supplement,natural honey,1
Dietary Supplement,"oral nutrition supplement (ons) enriched in eicosapentaenoic acid, gamma-linolenic acid and antioxidants",1
Dietary Supplement,placebo,1
Dietary Supplement,placebo starch,1
Dietary Supplement,probiotic,1
Dietary Supplement,sivomixx (200 billion),1
Dietary Supplement,vitamins,1
Drug,0.12% chlorhexidine oral/nasal rinse,1
Drug,0.5% povidone/iodine oral/nasal rinse,1
Drug,0.9% sodium chloride (normal saline),1
Drug,1: discontinuation of ras blocker therapy,1
Drug,1: ilt101,1
Drug,1: naproxen,1
Drug,100 mg/ml virazole,1
Drug,2: continuation of ras blocker therapy,1
Drug,2: placebo comparator,1
Drug,2: standard of care,1
Drug,2: usual practice + symbicort rapihaler,1
Drug,50 mg/ml virazole,1
Drug,abidol hydrochloride combined with interferon atomization,1
Drug,acalabrutinib,1
Drug,ace inhibitor,1
Drug,"ace inhibitor, angiotensin receptor blocker",1
Drug,aceis,1
Drug,acetylsalicylic acid,1
Drug,allogeneic and expanded adipose tissue-derived mesenchymal stem cells,1
Drug,allogeneic and expanded adipose tissue-derived mesenchymal stromal cells,1
Drug,almitrine,1
Drug,alteplase 100 mg [activase],1
Drug,alteplase 50 mg [activase],1
Drug,amiodarone,1
Drug,amoxicillin/clavulanate,1
Drug,anakinra alone (stages 2b/3),1
Drug,anakinra and ruxolitinib (overcome stage 3),1
Drug,anakinra plus osoc,1
Drug,angiotensin 1-7,1
Drug,angiotensin receptor blocker,1
Drug,anluohuaxian,1
Drug,arbidol hydrochloride granules,1
Drug,asc09/ritonavir group,1
Drug,asc09f+oseltamivir,1
Drug,ascorbic acid and folic acid,1
Drug,aspirin,1
Drug,aspirin 100mg,1
Drug,aspirin 75mg,1
Drug,aspirin 81 mg,1
Drug,at-001,1
Drug,atorvastatin 40mg,1
Drug,atovaquone/azithromycin,1
Drug,aviptadil (vip),1
Drug,aviptadil by intravenous infusion + maximal intensive care,1
Drug,avm0703,1
Drug,az,1
Drug,azithromycin (azithro),1
Drug,azithromycin 500 mg,1
Drug,azithromycin 500mg oral tablet,1
Drug,baricitinib (janus kinase inhibitor),1
Drug,baricitinib 4 mg oral tablet,1
Drug,baricitinib oral tablet,1
Drug,basic treatment,1
Drug,bat,1
Drug,bat + calcifediol,1
Drug,best available treatment,1
Drug,best supportive care (bsc) + ifx-1,1
Drug,best supportive care only,1
Drug,bevacizumab,1
Drug,bld-2660,1
Drug,bms-986253,1
Drug,bromhexine 8 mg,1
Drug,bromhexine hydrochloride tablets,1
Drug,bromhexine oral tablet and/or hydroxychloroquine tablet,1
Drug,budesonide nasal,1
Drug,calcium channel blockers,1
Drug,canakinumab,1
Drug,canakinumab injection 300mg,1
Drug,canakinumab injection 600mg,1
Drug,candesartan,1
Drug,captopril 25mg,1
Drug,carrimycin,1
Drug,cd24fc,1
Drug,chloroquine analog (gns651),1
Drug,chlorpromazine (cpz),1
Drug,chlorpromazine injection,1
Drug,"cholecalciferol 200,000 iu",1
Drug,"cholecalciferol 50,000 iu",1
Drug,ciclesonide metered dose inhaler [alvesco],1
Drug,clazakizumab 12.5 mg,1
Drug,clazakizumab 25 mg,1
Drug,clevudine,1
Drug,clopidogrel,1
Drug,clopidogrel 75mg,1
Drug,cm4620-injectable emulsion,1
Drug,control arm,1
Drug,control group,1
Drug,convalescent plasma transfusion,1
Drug,convalescent serum,1
Drug,"conventional medicines (oxygen therapy, alfa interferon via aerosol inhalation, and lopinavir/ritonavir)",1
Drug,"conventional medicines (oxygen therapy, alfa interferon via aerosol inhalation, and lopinavir/ritonavir) and traditional chinese medicines (tcms) granules",1
Drug,conventional treatment,1
Drug,danoprevir+ritonavir,1
Drug,dapagliflozin 10 mg,1
Drug,darunavir and cobicistat,1
Drug,defibrotide 25 mg/kg 24 hours continuous infusion for 15 days,1
Drug,defibrotide injection,1
Drug,dexamethasone and hydroxychloroquine,1
Drug,dietary supplement containing resistant starch,1
Drug,drug isotretinoin (13 cis retinoic acid ) capsules+standard treatment,1
Drug,eculizumab,1
Drug,eicosapentaenoic acid gastro-resistant capsules,1
Drug,enoxaparin higher dose,1
Drug,enoxaparin prefilled syringe [lovenox],1
Drug,enoxaparin prophylactic dose,1
Drug,enoxaparin/lovenox intermediate dose,1
Drug,escin,1
Drug,estradiol patch,1
Drug,etoposide,1
Drug,experimental drug,1
Drug,favipiravir + standard of care,1
Drug,favipiravir combined with tocilizumab,1
Drug,favipiravir tablets,1
Drug,favipiravir tablets+chloroquine phosphatetablets tablets,1
Drug,fingolimod 0.5 mg,1
Drug,fluvoxamine,1
Drug,fondaparinux,1
Drug,ft516,1
Drug,ganovo+ritonavir+/-interferon nebulization,1
Drug,gargle/mouthwash,1
Drug,gimsilumab,1
Drug,group a hcq,1
Drug,group b control,1
Drug,hb-admsc,1
Drug,hc,1
Drug,hcq,1
Drug,hcq & az,1
Drug,hcq+azt,1
Drug,heparin infusion,1
Drug,heparin sc,1
Drug,hidroxicloroquina,1
Drug,hidroxicloroquina + azitromicina o lopinavir/ritonavir + interferon î²-1b + hidroxicloroquina,1
Drug,hidroxicloroquine,1
Drug,high does chloroquine or hydroxychloroquine,1
Drug,honey,1
Drug,huaier granule,1
Drug,human immunoglobulin,1
Drug,hydoxychloroquine or chloroquine,1
Drug,hydroxychloroquine 200 mg oral tablet,1
Drug,hydroxychloroquine and azithromycin treatment,1
Drug,hydroxychloroquine and azithromycin treatment arm.,1
Drug,hydroxychloroquine as post exposure prophylaxis,1
Drug,hydroxychloroquine oral product,1
Drug,hydroxychloroquine placebo,1
Drug,hydroxychloroquine plus standard preventive measures,1
Drug,hydroxychloroquine pre-exposure prophylaxis,1
Drug,hydroxychloroquine sar321068,1
Drug,hydroxychloroquine sulfate (hcq),1
Drug,hydroxychloroquine sulfate + azythromycin,1
Drug,hydroxychloroquine sulfate 200 mg [plaquenil],1
Drug,hydroxychloroquine sulfate 200 milligram (mg) tab,1
Drug,hydroxychloroquine sulfate 400 mg twice a day,1
Drug,hydroxychloroquine sulfate 600 mg once a day,1
Drug,hydroxychloroquine sulfate 600 mg twice a day,1
Drug,hydroxychloroquine sulfate and azithromycin,1
Drug,hydroxychloroquine sulfate and folic acid,1
Drug,"hydroxychloroquine, azithromycin",1
Drug,"hydroxychloroquine, clindamycin",1
Drug,"hydroxychloroquine, clindamycin, primaquine - high dose.",1
Drug,"hydroxychloroquine, clindamycin, primaquine - low dose.",1
Drug,"hydroxychloroquine, doxycycline",1
Drug,hyperbaric oxygen,1
Drug,î³-globulin,1
Drug,ibuprofen,1
Drug,imatinib,1
Drug,imatinib tablets,1
Drug,immunoglobulin of cured patients,1
Drug,indomethacin,1
Drug,inhaled budesonide,1
Drug,inhaled nitric oxide gas,1
Drug,ino-4800,1
Drug,insulin regimen,1
Drug,interferon-alpha2b,1
Drug,interferon-beta,1
Drug,interferon-î² 1a,1
Drug,intermediate dose thromboprophylaxis,1
Drug,intravenous drug,1
Drug,isoprinosine,1
Drug,isotonic saline 0.9%,1
Drug,isotretinoin only product in oral dose form,1
Drug,isotretinoin(aerosolized 13 cis retinoic acid) +standard treatment,1
Drug,ivermectine,1
Drug,ketamine,1
Drug,kevzara sc,1
Drug,leflunomide,1
Drug,"lenalidomide as a 5 mg capsule po daily, days 1, 3, and 5.",1
Drug,levamisole,1
Drug,levamisole and isoprinosine,1
Drug,levamisole pill + budesonide+formoterol inhaler,1
Drug,liberase enzyme (roche),1
Drug,linagliptin,1
Drug,lopinavir / ritonavir pill,1
Drug,lopinavir / ritonavir tablets combined with xiyanping injection,1
Drug,"lopinavir / ritonavir, alpha-interferon nebulization",1
Drug,lopinavir 200mg/ritonavir 50mg tab,1
Drug,lopinavir and ritonavir,1
Drug,lopinavir and ritonavir tablets,1
Drug,lopinavir/ritonavir + hydoxychloroquine,1
Drug,lopinavir/ritonavir group,1
Drug,lopinavir/ritonavir tablets or arbidol or chloroquine phosphate,1
Drug,lopinavir/ritonavir treatment,1
Drug,low-dose chloroquine/hydroxychloroquine,1
Drug,lower-dose prophylactic anticoagulation,1
Drug,ly3127804,1
Drug,mavrilimumab,1
Drug,measles-mumps-rubella vaccine,1
Drug,mefloquine,1
Drug,melatonin 2mg,1
Drug,meplazumab for injection,1
Drug,methylprednisolone 80 mg/ml injectable suspension,1
Drug,methylprednisolone sodium succinate,1
Drug,methylprednisolone therapy,1
Drug,mid dose chloroquine or hydroxychloroquine,1
Drug,mrx-4dp0004,1
Drug,n-acetylcysteine+ fuzheng huayu tablet,1
Drug,n-acetylcysteine+placebo,1
Drug,nafamostat mesilate,1
Drug,naltrexone,1
Drug,niclosamide,1
Drug,nigella sativa / black cumin,1
Drug,nintedanib 150 mg,1
Drug,nitazoxanide 500 mg,1
Drug,nitazoxanide tablets,1
Drug,nivolumab injection,1
Drug,non-ras blocking antihypertensives,1
Drug,normal saline,1
Drug,normal saline infusion + maximal intensive care,1
Drug,omeprazole 20mg,1
Drug,oral,1
Drug,osoc,1
Drug,other drugs,1
Drug,pd-1 blocking antibody+standard treatment,1
Drug,peginterferon lambda alfa-1a subcutaneous injection,1
Drug,pegylated interferon lambda,1
Drug,physiological saline solution,1
Drug,piclidenoson,1
Drug,pirfenidone,1
Drug,placebo 250 cc 24 hours continuous infusion for 15 days,1
Drug,placebo for azithromycin,1
Drug,placebo for clazakizumab,1
Drug,placebo for hydroxychloroquine,1
Drug,placebo of hydroxychloroquine,1
Drug,placebo of lpv/r tablets,1
Drug,placebo oral capsule,1
Drug,placebo plus standard preventive measures,1
Drug,placebo solution,1
Drug,placebo: emtricitabine/tenofovir disoproxil,1
Drug,placebo: emtricitabine/tenofovir disoproxil placebo,1
Drug,povidone-iodine 0.5%,1
Drug,povidone-iodine 2%,1
Drug,prazosin,1
Drug,progesterone 100 mg,1
Drug,propofol,1
Drug,pyridostigmine bromide,1
Drug,ramipril 2.5 mg oral capsule,1
Drug,random donor plasma,1
Drug,recombinant human angiotensin-converting enzyme 2 (rhace2),1
Drug,recombinant human interferon alpha-1b,1
Drug,recombinant human interferon î±1î²,1
Drug,recombinant human interferon î±2b spray,1
Drug,recombinant human plasma gelsolin (rhu-pgsn),1
Drug,rhace2 apn01,1
Drug,ribavirin,1
Drug,ritonavir+oseltamivir,1
Drug,rivaroxaban,1
Drug,rivaroxaban 2.5 mg,1
Drug,roactemra iv,1
Drug,roactemra sc,1
Drug,ruxolitinib administration,1
Drug,ruxolitinib oral tablet,1
Drug,ruxolitinib plus simvastatin,1
Drug,saline oral/nasal rinse,1
Drug,sargramostim,1
Drug,sarilumab 200 mg/1.14 ml subcutaneous solution [kevzara],1
Drug,sarilumab 400 mg/2.28 ml subcutaneous solution [kevzara],1
Drug,sarilumab sar153191,1
Drug,sildenafil citrate tablets,1
Drug,simvastatin,1
Drug,sirolimus,1
Drug,sitagliptin,1
Drug,sodium chloride 9mg/ml,1
Drug,spironolactone 100mg,1
Drug,standard of care therapy,1
Drug,standard of care thromboprophylaxis,1
Drug,standard therapy,1
Drug,standard therapy for covid-19 according to the stablished hospital protocols.,1
Drug,standard therapy of covid-19,1
Drug,standards of care,1
Drug,stannous protoporphyrin (90mg),1
Drug,stem cell product,1
Drug,sterile normal saline for intravenous use,1
Drug,sterile water for injection,1
Drug,t3 solution for injection,1
Drug,t89,1
Drug,tacrolimus,1
Drug,td-0903,1
Drug,telmisartan 40mg,1
Drug,telmisartan arm will receive 80 mg telmisartan twice daily plus standard care.,1
Drug,tetrandrine,1
Drug,therapeutic anticoagulation,1
Drug,thiazide or thiazide-like diuretics,1
Drug,thromboprophylaxis,1
Drug,thymosin alpha 1,1
Drug,thymosin+standard treatment,1
Drug,tinzaparin or unfractionated heparin,1
Drug,tirofiban injection,1
Drug,tj003234,1
Drug,tociliuzumab,1
Drug,tofacitinib,1
Drug,tradipitant,1
Drug,traditional chinese medicine prescription,1
Drug,tranexamic acid,1
Drug,tranexamic acid tablets,1
Drug,transfusion of covid-19 convalescent plasma,1
Drug,treatment and prophylaxis,1
Drug,treatment with dexmedetomidine,1
Drug,trimethoprim/sulfamethoxazole,1
Drug,umifenovir,1
Drug,unikinon (chloroquine phosphate) 200mg tablets,1
Drug,usual care and no colchine,1
Drug,valsartan (diovan),1
Drug,vazegepant (bhv-3500),1
Drug,vc,1
Drug,verapamil,1
Drug,xiyanping injection,1
Drug,yin hu qing wen granula(low does),1
Drug,yinhu qingwen decoction,1
Drug,yinhu qingwen decoction(low dose),1
Drug,yinhu qingwen granula,1
Drug,zithromax oral product,1
Genetic,mesenchymal stromal cells,1
Genetic,sars-cov-2 viral composition,1
Genetic,t-cell receptor (tcr) repertoire,1
Genetic,whole genome analysis,1
Other,"""calm"" is a mindfulness meditation mobile app",1
Other,(standard of care) soc,1
Other,1: usual practice,1
Other,2d telemedicine,1
Other,3d telemedicine,1
Other,additional blood tubes,1
Other,antibody-rich plasma from covid-19 recovered patients,1
Other,assessment of the presence of the sars-cov-2 virus,1
Other,basic treatment,1
Other,best available therapy,1
Other,best practice,1
Other,best standard of care,1
Other,biomedomics covid-19 igm-igg rapid test,1
Other,blood and derivatives.,1
Other,blood draw,1
Other,blood sample,1
Other,blood samples,1
Other,blood sampling,1
Other,cash transfer,1
Other,chinese medicine treatment,1
Other,continuation of acei/arb,1
Other,continuation of arb/acei,1
Other,control,1
Other,control group,1
Other,convalescent plasma from recovered covid 19 donor,1
Other,conventional management of patients,1
Other,covid-19 igm-igg rapid test,1
Other,current care per ucla treating physicians,1
Other,discontinuation of acei/arb,1
Other,discontinuation of arb/acei,1
Other,doppler echo,1
Other,experimental: questionnaire without precaution information,1
Other,gas exchanges at different peep,1
Other,hemodynamics changes at different peep,1
Other,home-cov rule implementation,1
Other,home care monitoring,1
Other,hyperimmune plasma,1
Other,"hypoxia : 14.3 and 12.7% fio2, hypercapnia 7% co2, inspiratory mechanical constraint",1
Other,individualised ayurveda,1
Other,inhaled supplemental oxygen,1
Other,injective placebo,1
Other,intravenous saline injection (placebo),1
Other,local standard of care,1
Other,lung mechanics at different peep,1
Other,matched placebo hydroxychloroquine,1
Other,maximal effort test,1
Other,nacl 0.9%,1
Other,oral placebo,1
Other,others(no intervention),1
Other,"oxygen-ozone therapy, probiotic supplementation and standard of care",1
Other,oxygen therapy,1
Other,physiological serum,1
Other,placebo + placebo,1
Other,placebo oral tablet,1
Other,plasma donation,1
Other,plasma therapy using convalescent plasma with antibody against sars-cov-2,1
Other,postural positioning,1
Other,prone,1
Other,prone decubitus,1
Other,prone position,1
Other,protective ventilation,1
Other,psycho-education video,1
Other,psychoeducational intervention,1
Other,pulmonary physiotherapy techniques,1
Other,questionnaire with precaution information,1
Other,rehabilitation,1
Other,routine care for covid-19 patients,1
Other,saline,1
Other,saline nasal irrigation,1
Other,saline with baby shampoo nasal irrigation,1
Other,samling of oropharynx and nasopharynx,1
Other,sars-cov-2 infection,1
Other,self-administered questionnaires,1
Other,self-prone position recommendation,1
Other,spin-chat program,1
Other,standar of care,1
Other,standard administration of oxygen flow,1
Other,standard interface,1
Other,standard medical care,1
Other,standard medical treatment,1
Other,standard of care treatment,1
Other,standard public health measures,1
Other,standard supportive care,1
Other,standard western medicine treatment,1
Other,study group,1
Other,supportive care,1
Other,surgical facial mask,1
Other,suspension or maintenance of angiotensin receptor blockers and angiotensin-converting enzyme inhibitors,1
Other,systemic indirect endovenous ozone therapy,1
Other,tele-medicine platform,1
Other,telehealth applications,1
Other,the control group will not receive hydroxychloroquine,1
Other,ultraprotective ventilation,1
Other,usual antibiotic treatment,1
Other,video based aerobic exercise,1
Other,vitamin c,1
Other,washed microbiota transplantation,1
Other,weekly assessment,1
Procedure,alveolar recruitment,1
Procedure,auricular neuromodulation,1
Procedure,awake proning,1
Procedure,biological samples specific to research,1
Procedure,blood sampling,1
Procedure,chest physiotherapy using a non-invasive oscillating device,1
Procedure,clinical examination,1
Procedure,combined use of a respiratory broad panel multiplex pcr and procalcitonin,1
Procedure,control,1
Procedure,conventional oxygen,1
Procedure,cpap,1
Procedure,ct-scan with minimal invasive autopsy,1
Procedure,direct laryngoscopy,1
Procedure,ecmo implantation,1
Procedure,extended sampling and procedures,1
Procedure,hfno,1
Procedure,human biological samples,1
Procedure,iv deployment of csvf in sterile normal saline iv solution,1
Procedure,mechanical ventilation,1
Procedure,microcannula harvest adipose derived tissue stromal vascular fraction (tsvf),1
Procedure,peripheral blood draw,1
Procedure,prone positioning (pp),1
Procedure,standard of care.,1
Procedure,standard procedure,1
Procedure,standard therapy recommended by the ministry of health of the russian federation and dalargin inhalation,1
Procedure,standard therapy recommended by the ministry of health of the russian federation and dalargin intramuscular injection,1
Procedure,standard therapy recommended by the ministry of health of the russian federation and dalargin intramuscular injection combined with dalargin inhalation,1
Procedure,standard therapy recommended by the ministry of health of the russian federation.,1
Procedure,telephone follow-up,1
Procedure,vie scope laryngoscopy,1
Radiation,low dose radiation therapy,1
