nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,days_since_update
NCT04304053,"ClinicalTrials.gov processed this data on August 31, 2020",2020-03-05,NA,NA,2020-06-26,2020-03-07,2020-03-11,Actual,NA,NA,NA,NA,NA,NA,2020-06-26,2020-06-30,Actual,"March 18, 2020",Actual,2020-03-18,June 2020,2020-06-30,"June 15, 2020",Actual,2020-06-15,"June 15, 2020",Actual,2020-06-15,NA,Interventional,HCQ4COV19,,Treatment of COVID-19 Cases and Chemoprophylaxis of Contacts as Prevention,Treatment of Non-severe Confirmed Cases of COVID-19 and Chemoprophylaxis of Their Contacts as Prevention Strategy: a Cluster Randomized Clinical Trial (PEP CoV-2 Study),Completed,NA,Phase 3,2300,Actual,Fundacio Lluita Contra la SIDA,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,30 days after start of treatment,Open access for everybody,http://www.estudicovid19.org,Yes,Open access,2020-09-01T09:55:20Z,2020-09-01T09:55:20Z,73
NCT04306055,"ClinicalTrials.gov processed this data on August 31, 2020",2020-03-08,NA,NA,2020-04-09,2020-03-10,2020-03-12,Actual,NA,NA,NA,NA,NA,NA,2020-04-09,2020-04-13,Actual,"March 13, 2020",Actual,2020-03-13,April 2020,2020-04-30,"April 3, 2020",Actual,2020-04-03,"March 13, 2020",Actual,2020-03-13,NA,Interventional,NA,,Blood Donor Recruitment During Epidemic of COVID-19,"Blood Donor Recruitment During Epidemic of COVID-19 in Guangzhou, China",Completed,NA,N/A,19491,Actual,Guangzhou Blood Center,,3,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-09-01T09:55:04Z,2020-09-01T09:55:04Z,151
NCT04308668,"ClinicalTrials.gov processed this data on August 31, 2020",2020-03-11,NA,NA,2020-07-15,2020-03-11,2020-03-16,Actual,NA,NA,NA,NA,NA,NA,2020-07-15,2020-07-17,Actual,"March 17, 2020",Actual,2020-03-17,July 2020,2020-07-31,"May 20, 2020",Actual,2020-05-20,"May 20, 2020",Actual,2020-05-20,NA,Interventional,COVID-19 PEP,,Post-exposure Prophylaxis / Preemptive Therapy for SARS-Coronavirus-2,Post-exposure Prophylaxis or Preemptive Therapy for SARS-Coronavirus-2: A Pragmatic Randomized Clinical Trial,Completed,NA,Phase 3,1309,Actual,University of Minnesota,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,at time of publication,To be publicly provided,http://covidpep.umn.edu,Yes,De-identified dataset will be available within 1 month of publication.,2020-09-01T09:54:35Z,2020-09-01T09:54:35Z,54
NCT04323527,"ClinicalTrials.gov processed this data on August 31, 2020",2020-03-19,NA,NA,2020-07-02,2020-03-25,2020-03-26,Actual,NA,NA,NA,NA,NA,NA,2020-07-02,2020-07-07,Actual,"March 23, 2020",Actual,2020-03-23,July 2020,2020-07-31,"June 7, 2020",Actual,2020-06-07,"May 7, 2020",Actual,2020-05-07,NA,Interventional,CloroCOVID19,,Chloroquine Diphosphate for the Treatment of Severe Acute Respiratory Syndrome Secondary to SARS-CoV2,"Efficacy and Safety of Chloroquine Diphosphate for the Treatment of Hospitalized Patients With Severe Acute Respiratory Syndrome Secondary to SARS-CoV2: a Phase IIb, Double-blind, Randomized Adaptive Clinical Trial",Completed,NA,Phase 2,278,Actual,Funda̤̣o de Medicina Tropical Dr. Heitor Vieira Dourado,,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,after study publication,upon request to researchers,NA,Yes,all patient data will be shared after study publication,2020-09-01T09:52:38Z,2020-09-01T09:52:38Z,67
NCT04318431,"ClinicalTrials.gov processed this data on August 31, 2020",2020-03-20,NA,NA,2020-07-08,2020-03-23,2020-03-24,Actual,NA,NA,NA,NA,NA,NA,2020-07-08,2020-07-09,Actual,"April 14, 2020",Actual,2020-04-14,July 2020,2020-07-31,"June 1, 2020",Actual,2020-06-01,"May 12, 2020",Actual,2020-05-12,NA,Interventional,COVILLE,,Prevalence of SARS -Cov2 Carriage in Asymptomatic and Mildly-symptomatic Children,"Prevalence of SARS -Cov2 Carriage in Asymptomatic and Mildly-symptomatic Children, a Cross-sectional, Prospective, Multicentre, Observational Study in Primary Care.",Completed,NA,N/A,605,Actual,Centre Hospitalier Intercommunal Creteil,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-09-01T09:53:16Z,2020-09-01T09:53:16Z,61
NCT04320953,"ClinicalTrials.gov processed this data on August 31, 2020",2020-03-21,NA,NA,2020-04-15,2020-03-23,2020-03-25,Actual,NA,NA,NA,NA,NA,NA,2020-04-15,2020-04-17,Actual,"March 16, 2020",Actual,2020-03-16,April 2020,2020-04-30,"April 9, 2020",Actual,2020-04-09,"March 26, 2020",Actual,2020-03-26,NA,Interventional,NA,,Non-contact Endoscopy at Covid-19 Outbreak,Non-contact Endoscopy at Covid-19 Outbreak,Completed,NA,N/A,5,Actual,Changhai Hospital,,1,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-09-01T09:52:58Z,2020-09-01T09:52:58Z,145
NCT04321421,"ClinicalTrials.gov processed this data on August 31, 2020",2020-03-23,NA,NA,2020-05-27,2020-03-23,2020-03-25,Actual,NA,NA,NA,NA,NA,NA,2020-05-27,2020-05-28,Actual,"March 17, 2020",Actual,2020-03-17,May 2020,2020-05-31,"May 7, 2020",Actual,2020-05-07,"April 28, 2020",Actual,2020-04-28,NA,Interventional,COV19-PLASMA,,Hyperimmune Plasma for Critical Patients With COVID-19,Plasma From Donors Recovered From New Coronavirus 2019 As Therapy For Critical Patients With Covid-19,Completed,NA,N/A,49,Actual,Foundation IRCCS San Matteo Hospital,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,will be decided,2020-09-01T09:52:55Z,2020-09-01T09:52:55Z,103
NCT04321278,"ClinicalTrials.gov processed this data on August 31, 2020",2020-03-23,NA,NA,2020-07-01,2020-03-23,2020-03-25,Actual,NA,NA,NA,NA,NA,NA,2020-07-01,2020-07-02,Actual,"March 28, 2020",Actual,2020-03-28,March 2020,2020-03-31,"June 14, 2020",Actual,2020-06-14,"June 14, 2020",Actual,2020-06-14,NA,Interventional,NA,,Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II),Evaluation of the Safety and Clinical Efficacy of Hydroxychloroquine Associated With Azithromycin in Patients With Pneumonia Caused by Infection by the SARS-CoV2 Virus - Coalition COVID-19 Brasil II - SEVERE - Patients,Completed,NA,Phase 3,440,Actual,Hospital Israelita Albert Einstein,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,NA,2020-09-01T09:52:56Z,2020-09-01T09:52:56Z,68
NCT04320615,"ClinicalTrials.gov processed this data on August 31, 2020",2020-03-23,NA,NA,2020-07-29,2020-03-23,2020-03-25,Actual,NA,NA,NA,NA,NA,NA,2020-07-29,2020-07-31,Actual,"April 3, 2020",Actual,2020-04-03,July 2020,2020-07-31,"July 28, 2020",Actual,2020-07-28,"July 28, 2020",Actual,2020-07-28,NA,Interventional,COVACTA,,A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,"A Randomized, Double-Blind, Placebo-Controlled, Multicenter Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia",Completed,NA,Phase 3,450,Actual,Hoffmann-La Roche,,2,NA,NA,FALSE,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Yes,"Qualified researchers may request access to individual patient level data through the clinical study data request platform https://vivli.org.
Further details on Roche's criteria for eligible studies are available here: https://vivli.org.
For further details on Roche's Global Policy on the Sharing of Clinical Information and how to request access to related clinical study documents, see here: (https://www.roche.com/research_and_development/who_we_are_how_we_work/clinical_trials/our_commitment_to_data_sharing.htm",2020-09-01T09:53:00Z,2020-09-01T09:53:00Z,40
NCT04324489,"ClinicalTrials.gov processed this data on August 31, 2020",2020-03-25,NA,NA,2020-05-01,2020-03-25,2020-03-27,Actual,NA,NA,NA,NA,NA,NA,2020-05-01,2020-05-05,Actual,"March 6, 2020",Actual,2020-03-06,May 2020,2020-05-31,"April 30, 2020",Actual,2020-04-30,"April 16, 2020",Actual,2020-04-16,NA,Interventional,NA,,DAS181 for Severe COVID-19: Compassionate Use,DAS181 for Severe COVID-19: Compassionate Use,Completed,NA,N/A,4,Actual,Renmin Hospital of Wuhan University,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,TRUE,NA,,NA,NA,NA,No,NA,2020-09-01T09:52:31Z,2020-09-01T09:52:31Z,129
NCT04332380,"ClinicalTrials.gov processed this data on August 31, 2020",2020-03-30,NA,NA,2020-08-12,2020-04-01,2020-04-02,Actual,NA,NA,NA,NA,NA,NA,2020-08-12,2020-08-17,Actual,"May 1, 2020",Actual,2020-05-01,August 2020,2020-08-31,"July 28, 2020",Actual,2020-07-28,"July 28, 2020",Actual,2020-07-28,NA,Interventional,CP-COVID-19,,Convalescent Plasma for Patients With COVID-19: A Pilot Study,Convalescent Plasma for Patients With COVID-19: A Pilot Study,Completed,NA,Phase 2,10,Actual,Universidad del Rosario,,1,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-09-01T09:51:26Z,2020-09-01T09:51:26Z,26
NCT04332991,"ClinicalTrials.gov processed this data on September 04, 2020",2020-03-31,NA,NA,2020-09-01,2020-03-31,2020-04-03,Actual,NA,NA,NA,NA,NA,NA,2020-09-01,2020-09-02,Actual,"April 2, 2020",Actual,2020-04-02,September 2020,2020-09-30,"July 23, 2020",Actual,2020-07-23,"June 19, 2020",Actual,2020-06-19,NA,Interventional,ORCHID,,Outcomes Related to COVID-19 Treated With Hydroxychloroquine Among In-patients With Symptomatic Disease,Outcomes Related to COVID-19 Treated With Hydroxychloroquine Among In-patients With Symptomatic Disease,Completed,NA,Phase 3,479,Actual,Massachusetts General Hospital,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-09-07T08:43:17Z,2020-09-07T08:43:17Z,6
NCT04331795,"ClinicalTrials.gov processed this data on August 31, 2020",2020-04-01,NA,NA,2020-07-30,2020-04-01,2020-04-02,Actual,NA,NA,NA,NA,NA,NA,2020-07-30,2020-08-03,Actual,"April 4, 2020",Actual,2020-04-04,June 2020,2020-06-30,"June 5, 2020",Actual,2020-06-05,"June 5, 2020",Actual,2020-06-05,NA,Interventional,COVIDOSE,,"Tocilizumab to Prevent Clinical Decompensation in Hospitalized, Non-critically Ill Patients With COVID-19 Pneumonitis",Early Institution of Tocilizumab Titration in Non-Critical Hospitalized COVID-19 Pneumonitis,Completed,NA,Phase 2,32,Actual,University of Chicago,,2,NA,NA,FALSE,NA,NA,NA,NA,TRUE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,NA,2020-09-01T09:51:30Z,2020-09-01T09:51:30Z,39
NCT04335279,"ClinicalTrials.gov processed this data on September 04, 2020",2020-04-01,NA,NA,2020-08-31,2020-04-02,2020-04-06,Actual,NA,NA,NA,NA,NA,NA,2020-08-31,2020-09-01,Actual,"April 9, 2020",Actual,2020-04-09,August 2020,2020-08-31,"July 24, 2020",Actual,2020-07-24,"June 3, 2020",Actual,2020-06-03,NA,Interventional,SPIN-CHAT,,Evaluation of the Scleroderma Patient-centered Intervention Network COVID-19 Home-isolation Activities Together Program,A Partially Nested RCT to Evaluate the Effectiveness of the Scleroderma Patient-centered Intervention Network COVID-19 Home-isolation Activities Together (SPIN-CHAT) Program to Reduce Anxiety Among At-Risk Scleroderma Patients,Completed,NA,N/A,172,Actual,Lady Davis Institute,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,12 months after the collection of the primary outcome,Approval of proposed purpose for data access,NA,Yes,Upon request,2020-09-06T08:53:00Z,2020-09-06T08:53:00Z,7
NCT04337541,"ClinicalTrials.gov processed this data on August 31, 2020",2020-04-02,NA,NA,2020-07-29,2020-04-05,2020-04-07,Actual,NA,NA,NA,NA,NA,NA,2020-07-29,2020-08-03,Actual,"April 2, 2020",Actual,2020-04-02,July 2020,2020-07-31,"June 2, 2020",Actual,2020-06-02,"June 2, 2020",Actual,2020-06-02,NA,Interventional,NA,,Reduction in COVID-19 Infection Using Surgical Facial Masks Outside the Healthcare System,Reduction in COVID-19 Infection Using Surgical Facial Masks Outside the Healthcare System,Completed,NA,N/A,6000,Actual,"Rigshospitalet, Denmark",,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-09-01T09:50:39Z,2020-09-01T09:50:39Z,40
NCT04335851,"ClinicalTrials.gov processed this data on August 31, 2020",2020-04-02,NA,NA,2020-06-04,2020-04-03,2020-04-06,Actual,NA,NA,NA,NA,NA,NA,2020-06-04,2020-06-09,Actual,"April 6, 2020",Actual,2020-04-06,June 2020,2020-06-30,"June 3, 2020",Actual,2020-06-03,"May 15, 2020",Actual,2020-05-15,NA,Interventional,NA,,Video-Based Exercises and Well-Being During Social Isolation,Effectiveness of Video-Based Exercises on Physical and Emotional Well-Being During COVID-19 Induced Social Isolation,Completed,NA,N/A,68,Actual,Biruni University,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-09-01T09:50:59Z,2020-09-01T09:50:59Z,95
NCT04342650,"ClinicalTrials.gov processed this data on August 31, 2020",2020-04-04,NA,NA,2020-07-02,2020-04-08,2020-04-13,Actual,NA,NA,NA,NA,NA,NA,2020-07-02,2020-07-07,Actual,"April 8, 2020",Actual,2020-04-08,July 2020,2020-07-31,"June 8, 2020",Actual,2020-06-08,"May 14, 2020",Actual,2020-05-14,NA,Interventional,CloroCOVID19II,,Chloroquine Diphosphate in the Prevention of SARS in Covid-19 Infection,"Phase IIb Study to Evaluate the Efficacy and Safety of Chloroquine Diphosphate in the Treatment of Patients With Comorbidities, Without Severe Acute Respiratory Syndrome, Under the New Coronavirus (SARS-CoV2): a Double-blind, Randomized, Placebo-controlled Clinical Trial",Completed,NA,Phase 2,152,Actual,Funda̤̣o de Medicina Tropical Dr. Heitor Vieira Dourado,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,after study publication,Upon formal request to researchers.,NA,Yes,all patient data will be shared after study publication,2020-09-01T09:50:01Z,2020-09-01T09:50:01Z,67
NCT04343092,"ClinicalTrials.gov processed this data on August 31, 2020",2020-04-05,NA,NA,2020-06-03,2020-04-08,2020-04-13,Actual,NA,NA,NA,NA,NA,NA,2020-06-03,2020-06-05,Actual,"April 18, 2020",Actual,2020-04-18,June 2020,2020-06-30,"June 1, 2020",Actual,2020-06-01,"May 31, 2020",Actual,2020-05-31,NA,Interventional,NA,,Efficacy of Ivermectin as Add on Therapy in COVID19 Patients,Efficacy of Ivermectin as Add on Therapy in COVID19 Patients: A Pilot Randomized Study,Completed,NA,Phase 1,100,Actual,University of Baghdad,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-09-01T09:49:57Z,2020-09-01T09:49:57Z,96
NCT04384380,"ClinicalTrials.gov processed this data on August 31, 2020",2020-04-07,NA,NA,2020-07-31,2020-05-10,2020-05-12,Actual,NA,NA,NA,NA,NA,NA,2020-07-31,2020-08-04,Actual,"April 1, 2020",Actual,2020-04-01,March 2020,2020-03-31,"May 31, 2020",Actual,2020-05-31,"May 31, 2020",Actual,2020-05-31,NA,Interventional,NA,,Efficacy and Tolerability of Hydroxychloroquine in Adult Patients With COVID-19,"A Multi-center, Randomized, Open-label, Controlled Trial to Evaluate the Efficacy and Tolerability of Hydroxychloroquine (HCQ) in Adult Patients With Mild to Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment",Completed,NA,N/A,33,Actual,Taoyuan General Hospital,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,The study outcome will be shared with the experts and persons interested in this field.,2020-09-01T09:44:29Z,2020-09-01T09:44:29Z,38
