nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at
NCT04712448,"ClinicalTrials.gov processed this data on January 29, 2021",1/13/2021,NA,NA,1/13/2021,1/13/2021,1/15/2021,Actual,NA,NA,NA,NA,NA,NA,1/13/2021,1/15/2021,Actual,30-Dec-20,Actual,12/30/2020,Jan-21,1/31/2021,30-Sep-21,Anticipated,9/30/2021,30-Jun-21,Anticipated,6/30/2021,NA,Observational,SPARE,,Serum Prevalence of Dars-Cov-2 Antibodies in Pre-pandemic Blood Samples (SPARE),Serum Prevalence of Antibodies Anti-SARS-2Cov in Healthy Subjects and in Patients With Chronic Diseases in Pre-pandemic Blood Samples,"Active, not recruiting",NA,NA,3500,Actual,IRCCS San Raffaele,,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,Samples Without DNA,"
      Serum and whole blood samples
    ",NA,NA,NA,NA,NA,2021-02-01T11:39:58Z,2021-02-01T11:39:58Z
NCT04694742,"ClinicalTrials.gov processed this data on January 29, 2021",1/3/2021,NA,NA,1/3/2021,1/3/2021,1/5/2021,Actual,NA,NA,NA,NA,NA,NA,1/3/2021,1/5/2021,Actual,1-Sep-20,Actual,9/1/2020,Jan-21,1/31/2021,15-Apr-21,Anticipated,4/15/2021,31-Mar-21,Anticipated,3/31/2021,NA,Observational,NA,,Ventilatory Efficiency in Critically Ill COVID-19 Patients,Ventilatory Efficiency in Critically Ill COVID-19 Patients,Recruiting,NA,NA,100,Anticipated,ASST Fatebenefratelli Sacco,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-02-01T11:42:07Z,2021-02-01T11:42:07Z
NCT04712292,"ClinicalTrials.gov processed this data on January 29, 2021",1/13/2021,NA,NA,1/14/2021,1/14/2021,1/15/2021,Actual,NA,NA,NA,NA,NA,NA,1/14/2021,1/15/2021,Actual,8-Sep-20,Actual,9/8/2020,Jan-21,1/31/2021,28-Feb-21,Anticipated,2/28/2021,31-Jan-21,Anticipated,1/31/2021,NA,Observational,COVID-CRC,,Effects of COVID-19 Pandemic on the Diagnosis and Outcomes of Colorectal Cancer (COVID-CRC),"Impact of the Healthcare Lockdown Due to COVID-19 Pandemic on the Diagnosis, Treatment and Outcomes of Patients Affected by Colorectal Cancer Requiring Surgery: Results From a Retrospective Multicentric Study in Northern Italy",Recruiting,NA,NA,2000,Anticipated,University of Bologna,,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T11:40:00Z,2021-02-01T11:40:00Z
NCT04709744,"ClinicalTrials.gov processed this data on January 29, 2021",1/9/2021,NA,NA,1/13/2021,1/13/2021,1/14/2021,Actual,NA,NA,NA,NA,NA,NA,1/13/2021,1/15/2021,Actual,1-Apr-20,Actual,4/1/2020,Jan-21,1/31/2021,30-Dec-20,Actual,12/30/2020,25-Dec-20,Actual,12/25/2020,NA,Observational,NA,,Impact of Vitamin D Level and Supplement on SLE Patients During COVID-19 Pandemic,Impact of Vitamin D Level and Supplement on SLE Patients During COVID-19 Pandemic,Completed,NA,NA,38,Actual,Mansoura University,,NA,1,NA,FALSE,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,Samples Without DNA,"
      Serum sample for Vitamin D level by ELISA
    ",NA,NA,NA,No,NA,2021-02-01T11:40:18Z,2021-02-01T11:40:18Z
NCT04709003,"ClinicalTrials.gov processed this data on January 29, 2021",1/6/2021,NA,NA,1/13/2021,1/13/2021,1/14/2021,Actual,NA,NA,NA,NA,NA,NA,1/13/2021,1/14/2021,Actual,23-Dec-20,Actual,12/23/2020,Jan-21,1/31/2021,Jun-22,Anticipated,6/30/2022,Jun-22,Anticipated,6/30/2022,NA,Observational,CoVEHPI,,Covid-19 Vaccine Effectiveness in Healthcare Personnel in Clalit Health Services in Israel (CoVEHPI),Covid-19 Vaccine Effectiveness in Healthcare Personnel in Clalit Health Services in Israel (CoVEHPI): A Prospective Cohort Study,Recruiting,NA,NA,4504,Anticipated,Clalit Health Services,,NA,2,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2021-02-01T11:40:23Z,2021-02-01T11:40:23Z
NCT04708912,"ClinicalTrials.gov processed this data on January 29, 2021",1/11/2021,NA,NA,1/14/2021,1/13/2021,1/14/2021,Actual,NA,NA,NA,NA,NA,NA,1/14/2021,1/19/2021,Actual,15-Dec-20,Actual,12/15/2020,Jan-21,1/31/2021,1-Feb-21,Anticipated,2/1/2021,20-Jan-21,Anticipated,1/20/2021,NA,Observational,8796,,Nasopharynx Microbiota Component and in Vitro Cytokines Production in Coronavirus Disease (COVID-19),TUSEB-Nasopharynx Microbiota Component and in Vitro Cytokines Production in Coronavirus Disease (COVID-19),Recruiting,NA,NA,100,Anticipated,Basaksehir Cam & Sakura Åžehir Hospital,,NA,4,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,Samples With DNA,"
      Microbiota and RNA sequencing
    ",NA,NA,NA,No,NA,2021-02-01T11:40:24Z,2021-02-01T11:40:24Z
NCT04706533,"ClinicalTrials.gov processed this data on January 29, 2021",1/8/2021,NA,NA,1/11/2021,1/11/2021,1/13/2021,Actual,NA,NA,NA,NA,NA,NA,1/11/2021,1/13/2021,Actual,23-Mar-20,Actual,3/23/2020,Jan-21,1/31/2021,Jun-21,Anticipated,6/30/2021,Jun-21,Anticipated,6/30/2021,NA,Observational,M2C2,,"Michigan Medicine COVID-19 Cohort: Clinical Characteristics, Inflammatory Markers and Outcomes of Patients Hospitalized for COVID-19","Prospective Observational Study Examining Clinical Characteristics, Inflammatory Markers, Treatments and Outcomes of Patients Hospitalized for COVID-19 at the University of Michigan Healthcare System in Ann Arbor",Recruiting,NA,NA,2000,Anticipated,University of Michigan,,NA,1,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,Samples Without DNA,"
      Plasma, serum and urine
    ",NA,NA,NA,Yes,Data will be shared with interested parties who submit a written request,2021-02-01T11:40:40Z,2021-02-01T11:40:40Z
NCT04706260,"ClinicalTrials.gov processed this data on January 29, 2021",1/8/2021,NA,NA,1/8/2021,1/8/2021,1/12/2021,Actual,NA,NA,NA,NA,NA,NA,1/8/2021,1/12/2021,Actual,14-Apr-20,Actual,4/14/2020,Jan-21,1/31/2021,14-Apr-21,Anticipated,4/14/2021,14-Apr-21,Anticipated,4/14/2021,NA,Observational,NA,,Clinical Evolution and Becoming of Adult Patients Infected With Covid-19 Hospitalized at Strasbourg University Hospitals,Clinical Evolution and Becoming of Adult Patients Infected With Covid-19 Hospitalized at the University Hospitals of Strasbourg : A Retrospective Observational Study,Recruiting,NA,NA,600,Anticipated,"University Hospital, Strasbourg, France",,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-02-01T11:40:42Z,2021-02-01T11:40:42Z
NCT04706390,"ClinicalTrials.gov processed this data on January 29, 2021",1/11/2021,NA,NA,1/11/2021,1/11/2021,1/12/2021,Actual,NA,NA,NA,NA,NA,NA,1/11/2021,1/12/2021,Actual,12-Jan-21,Actual,1/12/2021,Jan-21,1/31/2021,12-Jan-24,Anticipated,1/12/2024,12-Jan-22,Anticipated,1/12/2022,NA,Observational,COVID19vac-1,,Comparison of the Immune Response to Natural COVID-19 Infection and Vaccination,Comparison of the Immune Response to Natural COVID-19 Infection and Vaccination,Recruiting,NA,NA,2500,Anticipated,University of Bergen,,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,Samples With DNA,"
      Blood collection including cells.
    ",NA,NA,NA,Undecided,To be developed,2021-02-01T11:40:41Z,2021-02-01T11:40:41Z
NCT04706325,"ClinicalTrials.gov processed this data on January 29, 2021",1/11/2021,NA,NA,1/11/2021,1/11/2021,1/12/2021,Actual,NA,NA,NA,NA,NA,NA,1/11/2021,1/12/2021,Actual,1-Jan-21,Anticipated,1/1/2021,Jan-21,1/31/2021,15-May-21,Anticipated,5/15/2021,1-May-21,Anticipated,5/1/2021,NA,Observational,NA,,COVID-19 RELATED KIDNEY DAMAGE,INVESTIGATION OF RISK FACTORS RELATED TO COVID-19 RELATED KIDNEY DAMAGE: A PROSPECTIVE OBSERVATIONAL STUDY,Recruiting,NA,NA,100,Anticipated,Kocaeli Derince Education and Research Hospital,,NA,3,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T11:40:42Z,2021-02-01T11:40:42Z
