Intervention_type,intervention,Study_count
Diagnostic Test,public health england gold standard,1
Diagnostic Test,questionnaire,1
Diagnostic Test,radiological,1
Diagnostic Test,recombinase,1
Diagnostic Test,salivary,1
Diagnostic Test,samba ii,1
Diagnostic Test,sars-cov2 testing,1
Diagnostic Test,scanning chest x-rays/performing ai algorithms on images,1
Diagnostic Test,schirmer,1
Diagnostic Test,serum test,1
Diagnostic Test,"standard 12-lead ecg, nt-probnp, echocardiography",1
Diagnostic Test,standardized,1
Diagnostic Test,swallowing evaluation with the eat-10,1
Diagnostic Test,swallowing evaluation with the eat-10/the volume-viscosity swallowing test (v-vst),1
Diagnostic Test,tem-tpa,1
Diagnostic Test,testing sensitivity for sars-cov-2 virus in symptomatic individuals,1
Diagnostic Test,titanium blood test,1
Diagnostic Test,tuberculin,1
Diagnostic Test,ultrasonography,1
Diagnostic Test,vitamin c,1
Diagnostic Test,volume rapid test,1
Diagnostic Test,x-ray,1
Dietary Supplement,sivomixx,1
Drug,anakinra,1
Drug,angiotensin-converting enzyme inhibitors (ace-i)/angiotensin ii receptor blockers (arb),1
Drug,any drug used to treat covid-19,1
Drug,arb,1
Drug,arb blocker,1
Drug,azithromycin,1
Drug,baricitinib,1
Drug,baricitinib/anakinra,1
Drug,canakinumab,1
Drug,chemotherapy,1
Drug,chlorine dioxide,1
Drug,dexmedetomidine,1
Drug,fondaparinux,1
Drug,remdesivir,1
Drug,ruxolitinib,1
Drug,tcm,1
Drug,thromboprophylaxis,1
Genetic,next generation sequencing (ngs) analysis,1
Genetic,sequencing,1
Other,- synthetic anti-malarial drugs,1
Other,20 without covid-19),1
Other,40ml blood sample,1
Other,6 weeks after delivery,1
Other,all treatment about covid-2019,1
Other,assessment of postnatal depression using the the edinburgh questionnaire between 4,1
Other,assessment of postnatal depression using the the edinburgh questionnaire between 4/6 weeks after delivery,1
Other,auto-questionnaires,1
Other,bacterial species isolated,1
Other,blood draw,1
Other,cardiac,1
Other,cardiac surgery,1
Other,cardiac/electrodermal recordings,1
Other,comprehensive treatment,1
Other,convalescent plasma,1
Other,covid-19 infection,1
Other,covid-19 pandemic,1
Other,cross-sectional observational study,1
Other,cross-sectional study investigating the association of npis with mental health,1
Other,ct score,1
Other,daily syndromic surveillance,1
Other,data record,1
Other,depression scale,1
Other,"determination of physical activity, quality of life, stress levels of isolated people at home with the danger of coronavirus.",1
Other,echocardiography,1
Other,ehical disputes over patient confidentiality,1
Other,electrodermal recordings,1
Other,equipment with smartwatch throughout hospital stay on the general ward,1
Other,evaluate hacor score effectivity in this patients,1
Other,evaluation of the epidemiological characteristics of coronavirus infection (sars-cov-2),1
Other,fibrin generation markers assays,1
Other,follow up,1
Other,gad-7 (7-item generalized anxiety disorder),1
Other,global survey,1
Other,"gps reports of potential patient safety incidents, non-covid-19 related",1
Other,grandiosity subscales,1
Other,gustatory tests,1
Other,hospital acquired infection,1
Other,hospital anxiety,1
Other,hospital anxiety/depression scale,1
Other,immunological,1
Other,impact event score,1
Other,interview,1
Other,it,1
Other,its,1
Other,liver,1
Other,maslach,1
Other,mobile internet survey on self-test,1
Other,modification,1
Other,monitoring for aggravation,1
Other,na (no intervention),1
Other,nasal,1
Other,ncapp,1
Other,no intervention (survey study for medical doctors).,1
Other,no interventional study,1
Other,non,1
Other,non-interventional,1
Other,none - na,1
Other,nosocomial,1
Other,nutrition,1
Other,observation,1
Other,olfactory,1
Other,olfactory function evaluation,1
Other,olfactory/gustatory tests,1
Other,oxygen,1
Other,patient management suffering of coronavirus infection,1
Other,peep,1
Other,phq,1
Other,phsyiotherapy,1
Other,practice details,1
Other,"primary care professionals reports of potential patient safety incidents, non-covid-19 related",1
Other,prone positioning,1
Other,prospective oberservational registry,1
Other,pss,1
Other,qualitative interviews (in 40 patients : 20 with covid-19,1
Other,qualitative interviews (in 40 patients : 20 with covid-19/20 without covid-19),1
Other,quality of life,1
Other,questionnair about emerging legal/ehical disputes over patient confidentiality,1
Other,rapid molecular test,1
Other,retrospective data collection,1
Other,satisfaction evaluation,1
Other,serology,1
Other,serum test,1
Other,severe covid-19 pneumonia with et,1
Other,simulation of repurposed drugs for covid-19,1
Other,SOP,1
Other,speq (specific psychotic experiences questionnaire) - paranoia,1
Other,speq (specific psychotic experiences questionnaire) - paranoia/grandiosity subscales,1
Other,standard care,1
Other,study a,1
Other,study b,1
Other,study c,1
Other,symptoms,1
Other,taste,1
Other,taste/olfactory function evaluation,1
Other,telehealth,1
Other,there is no intervention in this study,1
Other,this study is non- interventional,1
Other,thrombin,1
Other,zaritt burden interview,1
Procedure,blood draw,1
Procedure,continuous renal replacement therapy,1
Procedure,facial fractures reduction,1
Procedure,facial fractures reduction/osteosynthesis,1
Procedure,follow-up at 14 days,1
Procedure,gloves,1
Procedure,lung ultrasound,1
Procedure,osteosynthesis,1
Procedure,prone positioning,1
Procedure,surgery,1
