Intervention_type,intervention,Study_count
Behavioral,behavioral/cognitive assessment,1
Behavioral,breast feeding adherence,1
Behavioral,burnout,1
Behavioral,change in preference to surgery under covid-19 pandemic.,1
Behavioral,clinical features,1
Behavioral,cognitive assessment,1
Behavioral,collection of odour samples,1
Behavioral,communication,1
Behavioral,covid-19,1
Behavioral,covid-19 infection will be conducted.,1
Behavioral,covid-19 positive pregnant women,1
Behavioral,covid-surgres questionaire,1
Behavioral,current clinical practices of participating physicians,1
Behavioral,decisions of limitations,1
Behavioral,decisions of limitations/stop processing,1
Behavioral,early rehabilitation,1
Behavioral,eating habits,1
Behavioral,edinburgh postnatal depression scale,1
Behavioral,education,1
Behavioral,education sessions,1
Behavioral,educational meetings/visual prompts,1
Behavioral,ei open ended pre-survey,1
Behavioral,ei open ended pre-survey/semi structured interview,1
Behavioral,environmental exposure,1
Behavioral,environmental exposure/clinical features,1
Behavioral,examine the impact of covid-19 during pregnancy,1
Behavioral,experiences of health care professionals working in intensive care units during the covid-19 pandemic,1
Behavioral,fsfi survey,1
Behavioral,generalized anxiety disorder-7 (gad-7),1
Behavioral,geneva emotional competence test (geco),1
Behavioral,hospital anxiety depression measure,1
Behavioral,in-person instruction,1
Behavioral,informational videos,1
Behavioral,informational videos/social media campaigns encouraging cancer screening.,1
Behavioral,interview,1
Behavioral,"knowledge, attitude, practice, awareness, preference",1
Behavioral,lock-down,1
Behavioral,lock-down/social distancing,1
Behavioral,loneliness in the covid-19 environment.,1
Behavioral,maslach burnout inventory (mbi),1
Behavioral,mindfulness training,1
Behavioral,neuropsychometric test,1
Behavioral,news,1
Behavioral,occupational health workers,1
Behavioral,online instruction,1
Behavioral,online survey,1
Behavioral,peer support,1
Behavioral,personalized ambulatory training,1
Behavioral,post-intensive care unit syndrome,1
Behavioral,ptsd,1
Behavioral,quality of life diagnosis,1
Behavioral,quality of life diagnosis/therapy during the completed rct diqol,1
Behavioral,questionnaire : preparedness for caregiving scale,1
Behavioral,rehabilitation,1
Behavioral,remote pulmonary rehabilitation,1
Behavioral,saliva,1
Behavioral,semi-directive interview,1
Behavioral,semi structured interview,1
Behavioral,social distancing,1
Behavioral,social media,1
Behavioral,social media campaigns encouraging cancer screening.,1
Behavioral,social media/news consumption,1
Behavioral,stop processing,1
Behavioral,subacute rehabilitation,1
Behavioral,testing with medical detection dogs,1
Behavioral,therapy during the completed rct diqol,1
Behavioral,tobacco use,1
Behavioral,"training video on anxiety, fear",1
Behavioral,"training video on anxiety, fear/loneliness in the covid-19 environment.",1
Behavioral,trier social stress test,1
Behavioral,turkish physicians,1
Behavioral,use of social media during covid-19,1
Behavioral,views,1
Behavioral,visual prompts,1
Behavioral,web based questionnaire,1
Behavioral,well-being assessment,1
Biological,10 to 14 days later,1
Biological,approved vaccines against sars-cov2,1
Biological,azd1222,1
Biological,bbibp-corv,1
Biological,bbv152,1
Biological,biological assays in particular on the lipid metabolism,1
Biological,biological check-up data collect,1
Biological,bnt162b2 vaccine,1
Biological,bronchial fibroscopy,1
Biological,cellular immune response after anti-sars-cov-2 vaccine administration,1
Biological,chest ct,1
Biological,"copper, vitamin a, d, e plasma concentrations during patient hospitalization",1
Biological,coronavac,1
Biological,coronavac vaccine,1
Biological,"covid-19 inactive vaccine, recombinant human adenovirus serotype number 26, mrna vaccine",1
Biological,covid vaccines,1
Biological,cvncov,1
Biological,exposure,1
Biological,exposure to covid-19,1
Biological,flu shot,1
Biological,gam-covid-vac,1
Biological,immunogenicity after first dose of participants who received first dose of chadox-1 n cov-19 vaccine,1
Biological,inactivated covid-19 vaccine,1
Biological,jnj-78436735,1
Biological,longitudinally,1
Biological,mrna-1273,1
Biological,no intervention,1
Biological,nvx-cov2373,1
Biological,other clinical symptoms,1
Biological,pcr/chest ct,1
Biological,peripheral blood samples,1
Biological,primary exposure status of pfizer-biontech covid-19 vaccine,1
Biological,recently vaccination,1
Biological,"reporting of anosmia, ageusia",1
Biological,"reporting of anosmia, ageusia/other clinical symptoms",1
Biological,sars-cov-2 mrna vaccine,1
Biological,"sars-cov-2 vaccine(vero cell), inactivated",1
Biological,sars-cov-2 virus vaccines,1
Biological,sars - cov 2 vaccine,1
Biological,"selenium, zinc",1
Biological,"selenium, zinc/copper, vitamin a, d, e plasma concentrations during patient hospitalization",1
Biological,serological covid-19 vaccine immunogenicity,1
Biological,serological surveillance,1
Biological,sinopharm,1
Biological,specific anti-sars-cov-2 antibodies,1
Biological,specific antibody,1
Biological,specific antibody/cellular immune response after anti-sars-cov-2 vaccine administration,1
Biological,sputnik v,1
Biological,vaccine anti-covid19,1
Biological,vaccine inoculation against sars-cov-2,1
Combination Product,cardiovascular,1
Combination Product,cardiovascular/respiratory systems monitoring,1
Combination Product,iota carrageenan nasal spray,1
Combination Product,iota carrageenan nasal spray/ivermectin oral drops (used as buccal drops),1
Combination Product,ivermectin,1
Combination Product,respiratory rehabilitation,1
Combination Product,respiratory systems monitoring,1
Combination Product,systemic,1
Device,adam sensor,1
Device,aerosol box,1
Device,alexa amazon,1
Device,anne one,1
Device,apple watch,1
Device,audio-visual triage system (avt),1
Device,auscul-x,1
Device,bva-100,1
Device,c3,1
Device,c3/ holter monitor,1
Device,cardiac,1
Device,cardiac/electrodermal recordings,1
Device,cbc-diff monocyte volume width distribution,1
Device,closed-loop control of oxygen supplementation by o2matic,1
Device,connected devices measurements,1
Device,continuous positive airway pressure (cpap) treatment,1
Device,coronacheck device,1
Device,cov-scan rapid covid-19 antigen test,1
Device,coviage,1
Device,covx,1
Device,current health,1
Device,cytokine hemadsorption,1
Device,device used to record voice for screening,1
Device,doctor spot,1
Device,earsats pulse oximeter probe,1
Device,ecg,1
Device,echocardiography,1
Device,elecsys semi-quantitative anti-sars-cov-2 antibody test,1
Device,electrical impedance tomography,1
Device,electrodermal recordings,1
Device,extracorporeal membrane oxygenation,1
Device,fecal,1
Device,high-flow nasal cannula treatment,1
Device,high flow nasal cannula,1
Device,holter monitor,1
Device,magec spine rod,1
Device,"masimo, lidco",1
Device,mindrhythm harmony,1
Device,multifrequency bioimpedance spectroscopy,1
Device,musclesound ultrasound,1
Device,nasal high flow,1
Device,non-invasive ventilatory support,1
Device,noninvasive ventilation,1
Device,noninvasive ventilation treatment,1
Device,observational measurement of biometric data. no change to health care provided.,1
Device,observational study - no intervention,1
Device,olfactory device,1
Device,oxygen,1
Device,oxygen hood,1
Device,percutaneous coronary revascularization for stemi,1
Device,philips lumify ultrasound system,1
Device,"platelet function analyzer scp1, sienco, usa",1
Device,q-nrg metobolic cart device,1
Device,respiratory monitor,1
Device,sonclot coagulation,1
Device,"sonclot coagulation/platelet function analyzer scp1, sienco, usa",1
Device,t-detect covid t-cell blood test,1
Device,the icp monitoring will be performed in a non-invasive method developed by brain4care,1
Device,tof protocol,1
Device,transparent sheet,1
Device,transpulmonary thermodilution,1
Device,ultrasound,1
Device,"use of the pinpointiq solution (physiq, inc.)",1
Device,vv-ecmo,1
Device,wearable medical device (empatica e4),1
Diagnostic Test,(ppa >95%) fda eua rt-pcr,1
Diagnostic Test,": igg, ig m serologies in the amniotoc fluid, the blood cord",1
Diagnostic Test,[68ga]ga-dota-(rgd)2 pet,1
Diagnostic Test,[68ga]ga-dota-(rgd)2 pet/ct,1
Diagnostic Test,25 post icu-patients,1
Diagnostic Test,40-steps-test,1
Diagnostic Test,6 minute walk test,1
Diagnostic Test,a questionnaire,1
Diagnostic Test,a questionnaire/scales,1
Diagnostic Test,abpm,1
Diagnostic Test,adaptation at work score (psas),1
Diagnostic Test,ai model,1
Diagnostic Test,algorithm,1
Diagnostic Test,amh sampling,1
Diagnostic Test,aminoterminal type iii peptide of procollagen,1
Diagnostic Test,anti-covid test,1
Diagnostic Test,anti-sars-cov2 serological controls,1
Diagnostic Test,anti-sars-cov2 serological controls/serum neutralization,1
Diagnostic Test,anti-spike sars-cov-2 igg,1
Diagnostic Test,anti covid19 igg antibodies,1
Diagnostic Test,antibodies testing,1
Diagnostic Test,"antibody tests,",1
Diagnostic Test,antigen,1
Diagnostic Test,arterial blood gas,1
Diagnostic Test,arterial blood gas (abg),1
Diagnostic Test,assessment of lung mechanics,1
Diagnostic Test,assessment of lung mechanics/heart-lung interactions,1
Diagnostic Test,assessment of mental state,1
Diagnostic Test,assessment of mental state/quality of life,1
Diagnostic Test,assessment of proinflammatory cytokine production,1
Diagnostic Test,assessment of proinflammatory cytokine production/immunophenotypic analysis after stimulation with overlapping s-peptides in peripheral blood mononuclear cells (pbmc),1
Diagnostic Test,assessment of ventilator-associated pneumonia criteria,1
Diagnostic Test,asynchronies detection,1
Diagnostic Test,axillary sweat sample,1
Diagnostic Test,background questionnaire,1
Diagnostic Test,bd lyotubes,1
Diagnostic Test,biomarkers expression,1
Diagnostic Test,biomarkers of inflammation,1
Diagnostic Test,biosensor,1
Diagnostic Test,blood coagulation profile,1
Diagnostic Test,blood sampling (venesection),1
Diagnostic Test,blood test for sars-cov2 serology,1
Diagnostic Test,bloodwork,1
Diagnostic Test,butterfly,1
Diagnostic Test,c-reactive protein,1
Diagnostic Test,cag,1
Diagnostic Test,cambridge validated viral detection,1
Diagnostic Test,capnography,1
Diagnostic Test,cardiac ct,1
Diagnostic Test,cardiac mri,1
Diagnostic Test,cardiopulmonary exercise test,1
Diagnostic Test,cardiopulmonary fitness level,1
Diagnostic Test,cardiopulmonary stress test (cpet),1
Diagnostic Test,carotid artery reactivity testing,1
Diagnostic Test,cellular immunity,1
Diagnostic Test,cellular response,1
Diagnostic Test,chest computed tomography,1
Diagnostic Test,chest ct,1
Diagnostic Test,chest mri,1
Diagnostic Test,chitotriosidase activity,1
Diagnostic Test,clinical,1
Diagnostic Test,clinical features,1
Diagnostic Test,clinical features/laboratory values,1
Diagnostic Test,clinical/functional analysis,1
Diagnostic Test,clinico-biological parameters in routine care,1
Diagnostic Test,clungene rapid test cassette,1
Diagnostic Test,collection of breath sample,1
Diagnostic Test,collection of swabs,1
Diagnostic Test,comet assay,1
Diagnostic Test,communication during the covid-19 pandemic,1
Diagnostic Test,comparison of antigen tests with rt-pcr as reference method,1
Diagnostic Test,confinement,1
Diagnostic Test,confinement/communication during the covid-19 pandemic,1
Diagnostic Test,coronary angiography,1
Diagnostic Test,covid-19 antibody testing,1
Diagnostic Test,"covid-19 antigen/antibody tests,/influenza rapid test",1
Diagnostic Test,covid-19 nasal,1
Diagnostic Test,covid-19 nasal/pharyngeal swab,1
Diagnostic Test,covid-19 pcr swab,1
Diagnostic Test,covid-19 positive,1
Diagnostic Test,covid-19 presto test,1
Diagnostic Test,covid-19 serology igg,1
Diagnostic Test,covid-antibody test,1
Diagnostic Test,covid 19 diagnostic test,1
Diagnostic Test,covid detect,1
Diagnostic Test,covid19 rt-pcr,1
Diagnostic Test,covidseq test,1
Diagnostic Test,cube rapid test,1
Diagnostic Test,cycle threshold,1
Diagnostic Test,cystatin c,1
Diagnostic Test,cytokines measurement,1
Diagnostic Test,cytotoxic t lymphocytes,1
Diagnostic Test,data,1
Diagnostic Test,"depression,",1
Diagnostic Test,determination of sars-cov2 presence in cns,1
Diagnostic Test,"diagnosis of sars-cov2 by rt-pcr/: igg, ig m serologies in the amniotoc fluid, the blood cord/the placenta",1
Diagnostic Test,diagnostic examination for venous thromboembolism,1
Diagnostic Test,diagnostic test,1
Diagnostic Test,diagnostic test for detection of sars-cov-2,1
Diagnostic Test,diagnostic test:blood test,1
Diagnostic Test,diagnostic tests,1
Diagnostic Test,differential leucocyte count (cldc) device,1
Diagnostic Test,differential leucocyte count (cldc) device/algorithm,1
Diagnostic Test,diffusing capacity of carbon monoxide,1
Diagnostic Test,dry blood spot collection (euroimmun),1
Diagnostic Test,duplex ultrasound/computed tomography angiography,1
Diagnostic Test,easycov poc,1
Diagnostic Test,ecg data analysis,1
Diagnostic Test,ecg from handheld device,1
Diagnostic Test,echo-doppler,1
Diagnostic Test,echocardiogram,1
Diagnostic Test,"elecsys anti-sars-cov-2 s (roche diagnostics gmbh, mannheim, germany), 2) access sars-cov-2 igg ii (beckman coulter, inc. usa)",1
Diagnostic Test,electro impedance tomography,1
Diagnostic Test,electrocardiogram (ecg),1
Diagnostic Test,"electrocardiogram, telemetry, echocardiogram, laboratory values",1
Diagnostic Test,"electrocardiogram, transthoracic echocardiography",1
Diagnostic Test,"electrocardiogram, transthoracic echocardiography/clinico-biological parameters in routine care",1
Diagnostic Test,"electrocardiography ,tomographic imaging",1
Diagnostic Test,elispot,1
Diagnostic Test,elispot: detection of the t cells specific to different sars-cov-2 proteins,1
Diagnostic Test,euroimmun assay,1
Diagnostic Test,"evaluation of clinical, instrumental",1
Diagnostic Test,"evaluation of clinical, instrumental/laboratory diagnostics tests",1
Diagnostic Test,evaluation of the degree of steatosis,1
Diagnostic Test,even birth year intervention groups,1
Diagnostic Test,examinations for the research:,1
Diagnostic Test,experiences in close relationship scale questionnaire (ecr-s),1
Diagnostic Test,fibreoptic endoscopic evaluation of swallowing (fees),1
Diagnostic Test,fingertip tests for poc assays,1
Diagnostic Test,flavor test,1
Diagnostic Test,flow cytometry: detection of the sars-cov-2 specific t-helpers,1
Diagnostic Test,flow cytometry: detection of the sars-cov-2 specific t-helpers/cytotoxic t lymphocytes,1
Diagnostic Test,fmd,1
Diagnostic Test,functional analysis,1
Diagnostic Test,functional mri,1
Diagnostic Test,fungal rhinosinusitis,1
Diagnostic Test,gas exchange measurement,1
Diagnostic Test,generalized anxiety disorder-7 (gad 7),1
Diagnostic Test,genetic analysis:,1
Diagnostic Test,global longitudinal strain,1
Diagnostic Test,glycomic analysis,1
Diagnostic Test,health-related quality of life,1
Diagnostic Test,heart-lung interactions,1
Diagnostic Test,home sleep apnea testing,1
Diagnostic Test,home sleep apnea testing/in-hospital polysomnography,1
Diagnostic Test,home spirometry,1
Diagnostic Test,hospital anxiety depression scale,1
Diagnostic Test,hscore,1
Diagnostic Test,humoral,1
Diagnostic Test,humoral/cellular immunity,1
Diagnostic Test,igg antibodies assay,1
Diagnostic Test,igg detection,1
Diagnostic Test,igg neutralising antibody titers to s1,1
Diagnostic Test,igg neutralising antibody titers to s1/s2 proteins of sars-cov-2 virus,1
Diagnostic Test,igg sars cov 2 antibodies,1
Diagnostic Test,igg sars cov2,1
Diagnostic Test,igg test,1
Diagnostic Test,"igg, aaz, boulogne-billancourt, france)",1
Diagnostic Test,igm test,1
Diagnostic Test,igm/igg antibodies assay,1
Diagnostic Test,imaging,1
Diagnostic Test,imaging by thoracic scanner,1
Diagnostic Test,"imaging, blood tests",1
Diagnostic Test,immune response study,1
Diagnostic Test,immunfluorescence,1
Diagnostic Test,immunoglobulin g detection,1
Diagnostic Test,immunological analysis:,1
Diagnostic Test,immunophenotypic analysis after stimulation with overlapping s-peptides in peripheral blood mononuclear cells (pbmc),1
Diagnostic Test,immunoseq,1
Diagnostic Test,impact of covid-19 questionnaire,1
Diagnostic Test,inflammatory markers sampling,1
Diagnostic Test,inflammatory parameters,1
Diagnostic Test,influenza rapid test,1
Diagnostic Test,instrumental examination,1
Diagnostic Test,interleuken 6,1
Diagnostic Test,interleukin,1
Diagnostic Test,ip-10,1
Diagnostic Test,kir phenotype evaluation,1
Diagnostic Test,lab workup (on admission,1
Diagnostic Test,lab workup (on admission/regularly during follow up).,1
Diagnostic Test,laboratory,1
Diagnostic Test,laboratory analyses,1
Diagnostic Test,laboratory diagnostics tests,1
Diagnostic Test,laboratory results,1
Diagnostic Test,laboratory samples,1
Diagnostic Test,laboratory tests,1
Diagnostic Test,laboratory tests/montreal cognitive assessment,1
Diagnostic Test,laboratory values,1
Diagnostic Test,laboratory/instrumental examination,1
Diagnostic Test,lamp,1
Diagnostic Test,liver function tests,1
Diagnostic Test,lung biopsy,1
Diagnostic Test,lung computed tomography,1
Diagnostic Test,lung ct,1
Diagnostic Test,lung function test,1
Diagnostic Test,lung function tests,1
Diagnostic Test,machine learning classification of parenchymal lung change cause,1
Diagnostic Test,machine learning classification of recurrence,1
Diagnostic Test,machine learning classification of recurrence/non-recurrence,1
Diagnostic Test,machine learning model,1
Diagnostic Test,magnetic resonance imaging,1
Diagnostic Test,mailer-based finger-prick,1
Diagnostic Test,mcc ims,1
Diagnostic Test,measurement of concentration on exhaled carbon monoxide,1
Diagnostic Test,membrane-based immunoassay kit,1
Diagnostic Test,mental health questionnaire,1
Diagnostic Test,mental well-being assessment,1
Diagnostic Test,microcirculation recording,1
Diagnostic Test,montreal cognitive assessment,1
Diagnostic Test,mri,1
Diagnostic Test,"mri (heart, brain, lungs, liver)",1
Diagnostic Test,mrna in urine test,1
Diagnostic Test,multicapillary column coupled ion mobility spectrometry,1
Diagnostic Test,multitest 6 color tbnk,1
Diagnostic Test,multitest 6 color tbnk/bd lyotubes,1
Diagnostic Test,muscle,1
Diagnostic Test,n-binding igg immunoassays,1
Diagnostic Test,nasal,1
Diagnostic Test,nasopharyngeal (np) swab,1
Diagnostic Test,nasopharyngeal samples,1
Diagnostic Test,nasopharyngeal sampling,1
Diagnostic Test,nasopharyngeal swab for sars-cov-2,1
Diagnostic Test,neural network diagnosis algorithm,1
Diagnostic Test,neuroimaging findings in patients with covid-19,1
Diagnostic Test,neurological analysis,1
Diagnostic Test,neuropsychological assessment,1
Diagnostic Test,no intervention,1
Diagnostic Test,no intervention planned due to the observational study design only a diagnostic testing,1
Diagnostic Test,non-invasive cardiac imaging,1
Diagnostic Test,non-recurrence,1
Diagnostic Test,"nose swabs, bronchoalveolar lavage ,urine)",1
Diagnostic Test,not required,1
Diagnostic Test,nps test,1
Diagnostic Test,"obtainment of nasopharyngeal, oropharyngeal, buccal, nasal",1
Diagnostic Test,"obtainment of nasopharyngeal, oropharyngeal, buccal, nasal/saliva samples",1
Diagnostic Test,odd,1
Diagnostic Test,odd/even birth year intervention groups,1
Diagnostic Test,optical coherence tomography angiography,1
Diagnostic Test,oropharyngeal swabs,1
Diagnostic Test,oxidative stress elisa kit,1
Diagnostic Test,paraclinical test,1
Diagnostic Test,patient health questionnaire (phq-9),1
Diagnostic Test,pcr value,1
Diagnostic Test,pcr/serology,1
Diagnostic Test,pct,1
Diagnostic Test,performing ai algorithms on images,1
Diagnostic Test,peripheral lymphocytes subsets,1
Diagnostic Test,pet-ct of 18f-fdg,1
Diagnostic Test,pharyngeal swab,1
Diagnostic Test,phlebotomy,1
Diagnostic Test,physical examination,1
Diagnostic Test,pilot a rapid sars-cov-2 testing strategy,1
Diagnostic Test,plasma igg levels,1
Diagnostic Test,"platelet count, platelet, mean platelet volume",1
Diagnostic Test,"platelet count, platelet, mean platelet volume/platelet distribution width in covid-19",1
Diagnostic Test,platelet distribution width in covid-19,1
Diagnostic Test,poc sars-cov-2 igg antibody test,1
Diagnostic Test,point-of-care rapid anti-sars-cov-2 antibody test (orient gene biotech),1
Diagnostic Test,point-of-care rapid anti-sars-cov-2 antibody test (orient gene biotech)/dry blood spot collection (euroimmun),1
Diagnostic Test,point-of-care test for sars-cov-2,1
Diagnostic Test,"point of care ultrasound including echocardiography, lung ultrasound, vascular ultrasound",1
Diagnostic Test,polymerase chain reaction (pcr) test,1
Diagnostic Test,polysomnography,1
Diagnostic Test,pool lamp,1
Diagnostic Test,pool rt-pcr,1
Diagnostic Test,positive for sars-cov-2 infection,1
Diagnostic Test,post-traumatic stress screening,1
Diagnostic Test,post traumatic stress disorder questionnaire (ptsd-8),1
Diagnostic Test,prognostic score,1
Diagnostic Test,psychological stress,1
Diagnostic Test,psychological stress/adaptation at work score (psas),1
Diagnostic Test,public health england gold standard,1
Diagnostic Test,pulmonary function test,1
Diagnostic Test,pulse oximeter,1
Diagnostic Test,pwv,1
Diagnostic Test,qualitative assessments of mental health,1
Diagnostic Test,quality of life,1
Diagnostic Test,quantiferon,1
Diagnostic Test,quantitative,1
Diagnostic Test,quantitative analysis of anti-sars-cov-2-antibodies,1
Diagnostic Test,quantitative analysis of sars-cov-2 antibodies,1
Diagnostic Test,quantitative antibody tests,1
Diagnostic Test,quantitative sensory testing,1
Diagnostic Test,quantitative/qualitative assessments of mental health,1
Diagnostic Test,quantra system,1
Diagnostic Test,quasistatic pressure-volume curve,1
Diagnostic Test,questionnaires/neuropsychological assessment,1
Diagnostic Test,quidel quickvue antigen test for covid-19,1
Diagnostic Test,radiological,1
Diagnostic Test,rapid antigen test (panbio ag test),1
Diagnostic Test,rapid antigen test for sars cov2,1
Diagnostic Test,rapid antigen testing versus rt-pcr,1
Diagnostic Test,rarefaction,1
Diagnostic Test,recombinase,1
Diagnostic Test,recordings of cough sounds from adults,1
Diagnostic Test,regularly during follow up).,1
Diagnostic Test,repeat sars-cov-2 igg antibodies at 45-65 days,1
Diagnostic Test,respiratory mechanics measurement,1
Diagnostic Test,respiratory monitoring,1
Diagnostic Test,respiratory muscles ultrasound,1
Diagnostic Test,respiratory swabs,1
Diagnostic Test,"respiratory symptoms, symptoms of anxiety",1
Diagnostic Test,"respiratory symptoms, symptoms of anxiety/depression,/post-traumatic stress screening",1
Diagnostic Test,reverse transcription polymerase chain reaction,1
Diagnostic Test,reviewed clinical records,1
Diagnostic Test,reviewed clinical records/laboratory results,1
Diagnostic Test,rt-pcr for sars-cov-2,1
Diagnostic Test,"s-binding igg, rbd-binding igg",1
Diagnostic Test,"s-binding igg, rbd-binding igg/n-binding igg immunoassays/sars-cov-2 serum neutralization assay, quantitative serum immunoglobulin tests",1
Diagnostic Test,s2 proteins of sars-cov-2 virus,1
Diagnostic Test,saint george respiratory questionnaire,1
Diagnostic Test,saliva/nps test,1
Diagnostic Test,salivary,1
Diagnostic Test,samba ii,1
Diagnostic Test,sars-cov-2 ab,1
Diagnostic Test,sars-cov-2 antibody analysis,1
Diagnostic Test,sars-cov-2 antibody immunoassays,1
Diagnostic Test,sars-cov-2 antibody testing,1
Diagnostic Test,sars-cov-2 igg,1
Diagnostic Test,sars-cov-2 pcr/serology tests,1
Diagnostic Test,sars-cov-2 rapid diagnostic test (covid-prestoâ® igm,1
Diagnostic Test,"sars-cov-2 rapid diagnostic test (covid-prestoâ® igm/igg, aaz, boulogne-billancourt, france)",1
Diagnostic Test,sars-cov-2 s1,1
Diagnostic Test,sars-cov-2 s1/s2 igg,1
Diagnostic Test,sars-cov-2 serology,1
Diagnostic Test,"sars-cov-2 serum neutralization assay, quantitative serum immunoglobulin tests",1
Diagnostic Test,sars-cov-2 specific igm,1
Diagnostic Test,sars-cov-2 specific igm/igg detection,1
Diagnostic Test,sars-cov2 antibody measurement,1
Diagnostic Test,scales,1
Diagnostic Test,scanning chest x-rays/performing ai algorithms on images,1
Diagnostic Test,screening for the components of metabolic syndrome,1
Diagnostic Test,self-administered questionnaire,1
Diagnostic Test,semen qualitative analysis,1
Diagnostic Test,serodiagnosis of igg,1
Diagnostic Test,serodiagnosis of igg/igm,1
Diagnostic Test,serologic assays for antibodies to sars-cov-2,1
Diagnostic Test,serologic immune response evaluation,1
Diagnostic Test,serologic immunoassays to sars-cov-2 antibodies,1
Diagnostic Test,serologic test,1
Diagnostic Test,serological assay for sars-cov-2,1
Diagnostic Test,serology test for covid-19,1
Diagnostic Test,"serology testing, rt pcr",1
Diagnostic Test,serology tests,1
Diagnostic Test,"serum collection, adverse events collection",1
Diagnostic Test,serum neutralization,1
Diagnostic Test,serum ngal,1
Diagnostic Test,serum ngal/cystatin c,1
Diagnostic Test,sex hormones,1
Diagnostic Test,sg diagnostics covid-19 antigen rapid test kit,1
Diagnostic Test,simple chest tomography,1
Diagnostic Test,soluble urokinase plasminogen activator receptor,1
Diagnostic Test,soton hyperinflammation score,1
Diagnostic Test,spartan covid-19 test,1
Diagnostic Test,spartan covid-19 v2 system,1
Diagnostic Test,specimen collection,1
Diagnostic Test,"spirometry, thoracic ct, cpet, 6 minute walking test, sf-36 questionnaire",1
Diagnostic Test,stc-19,1
