nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at
NCT04720404,"ClinicalTrials.gov processed this data on January 29, 2021",1/12/2021,NA,NA,1/21/2021,1/21/2021,1/22/2021,Actual,NA,NA,NA,NA,NA,NA,1/21/2021,1/22/2021,Actual,23-Jun-20,Actual,6/23/2020,Jan-21,1/31/2021,Feb-22,Anticipated,2/28/2022,Feb-22,Anticipated,2/28/2022,NA,Interventional,NA,,Mindful Prevention of Psychopathology in Healthcare Workers During the COVID-19 Crisis (COVID-19 MindPreP),Mindful Prevention of Psychopathology in Healthcare Workers During the COVID-19 Crisis (COVID-19 MindPreP),Recruiting,NA,N/A,220,Anticipated,Radboud University,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2021-02-01T11:39:03Z,2021-02-01T11:39:03Z
NCT04720794,"ClinicalTrials.gov processed this data on January 29, 2021",10/13/2020,NA,NA,1/22/2021,1/20/2021,1/22/2021,Actual,NA,NA,NA,NA,NA,NA,1/22/2021,1/26/2021,Actual,25-Sep-20,Actual,9/25/2020,Jan-21,1/31/2021,20-Oct-20,Actual,10/20/2020,20-Oct-20,Actual,10/20/2020,NA,Interventional,NA,,A Study To Evaluate The Performance of the Lucira Health All-In-One COVID-19 Test Kit vs Hologic Panther Fusion,A Study To Evaluate The Performance of the Lucira Health All-In-One COVID-19 Test Kit As Compared To The Hologic Panther Fusion SARS-CoV-2 RT-PCR Assay,Completed,NA,N/A,101,Actual,Lucira Health Inc,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,NA,TRUE,NA,,NA,NA,NA,No,NA,2021-02-01T11:39:01Z,2021-02-01T11:39:01Z
NCT04721457,"ClinicalTrials.gov processed this data on January 29, 2021",1/19/2021,NA,NA,1/23/2021,1/19/2021,1/22/2021,Actual,NA,NA,NA,NA,NA,NA,1/23/2021,1/26/2021,Actual,3-Jan-21,Actual,1/3/2021,Jan-21,1/31/2021,30-Jun-21,Anticipated,6/30/2021,28-Feb-21,Anticipated,2/28/2021,NA,Interventional,NA,,The Efficacy of Pre-procedural Mouth Rinses on COVID-19 Saliva Viral Load,The Efficacy of Pre-procedural Mouth Rinses on SARS-CoV-2 Saliva Viral Load: A Randomized Control Clinical Trial,Recruiting,NA,Phase 4,120,Anticipated,King Abdulaziz University,,5,NA,NA,FALSE,NA,NA,NA,NA,TRUE,FALSE,NA,NA,TRUE,NA,,NA,NA,NA,No,NA,2021-02-01T11:38:56Z,2021-02-01T11:38:56Z
NCT04718506,"ClinicalTrials.gov processed this data on January 29, 2021",1/16/2021,NA,NA,1/20/2021,1/20/2021,1/22/2021,Actual,NA,NA,NA,NA,NA,NA,1/20/2021,1/22/2021,Actual,12-Jan-21,Actual,1/12/2021,Jan-21,1/31/2021,12-Dec-21,Anticipated,12/12/2021,12-Jun-21,Anticipated,6/12/2021,NA,Interventional,RECOVE,,Rehabilitation for Post-COVID-19 Syndrome Through a Supervised Exercise Intervention,"Rehabilitation for Post-COVID-19 Syndrome Through a Multicomponent, Educational and Supervised Exercise Intervention [RECOVE]",Recruiting,NA,N/A,56,Anticipated,Universidad de Murcia,,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-02-01T11:39:16Z,2021-02-01T11:39:16Z
NCT04718480,"ClinicalTrials.gov processed this data on January 29, 2021",1/18/2021,NA,NA,1/20/2021,1/20/2021,1/22/2021,Actual,NA,NA,NA,NA,NA,NA,1/20/2021,1/22/2021,Actual,27-Nov-20,Actual,11/27/2020,Jan-21,1/31/2021,Dec-21,Anticipated,12/31/2021,Aug-21,Anticipated,8/31/2021,NA,Interventional,NA,,Fluvoxamine Administration in Moderate SARS-CoV-2 (COVID-19) Infected Patients,"A Randomized, Double-blind, Placebo-controlled, Adaptive-design Study to Assess the Safety and Efficacy of Daily 200 mg Fluvoxamine as add-on Therapy to Standard of Care in Moderate Severity COVID-19 Patients",Recruiting,NA,Phase 2,100,Anticipated,SigmaDrugs Research Ltd.,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,Study results will be published at the end of the study.,2021-02-01T11:39:16Z,2021-02-01T11:39:16Z
NCT04719234,"ClinicalTrials.gov processed this data on January 29, 2021",1/20/2021,NA,NA,1/21/2021,1/21/2021,1/22/2021,Actual,NA,NA,NA,NA,NA,NA,1/21/2021,1/22/2021,Actual,15-Jun-20,Actual,6/15/2020,Jan-21,1/31/2021,1-Dec-20,Actual,12/1/2020,1-Dec-20,Actual,12/1/2020,NA,Interventional,NA,,Lung Ultrasonography in COVID-19 Pneumonia,Comparison of Lung Ultrasonography Findings With Chest Computerized Tomography Results in Corona virÃ¼s (COVID-19) Pneumonia,Completed,NA,N/A,60,Actual,Bursa YÃ¼ksek Ä°htisas Education and Research Hospital,,1,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T11:39:12Z,2021-02-01T11:39:12Z
NCT04719208,"ClinicalTrials.gov processed this data on January 29, 2021",10/21/2020,NA,NA,1/20/2021,1/20/2021,1/22/2021,Actual,NA,NA,NA,NA,NA,NA,1/20/2021,1/22/2021,Actual,6-Oct-20,Actual,10/6/2020,Jan-21,1/31/2021,Jun-21,Anticipated,6/30/2021,May-21,Anticipated,5/31/2021,NA,Interventional,NA,,[COVID-19] Reduction of Sars-CoV-2 Oral Viral Load With Prophylactic Mouth Rinse,Reduction of Sars-CoV-2 Oral Viral Load With Prophylactic Mouth Rinse,Recruiting,NA,N/A,60,Anticipated,Augusta University,,5,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T11:39:12Z,2021-02-01T11:39:12Z
NCT04716647,"ClinicalTrials.gov processed this data on January 29, 2021",1/18/2021,NA,NA,1/19/2021,1/19/2021,1/20/2021,Actual,NA,NA,NA,NA,NA,NA,1/19/2021,1/20/2021,Actual,9-Oct-20,Actual,10/9/2020,Jan-21,1/31/2021,18-Dec-20,Actual,12/18/2020,12-Dec-20,Actual,12/12/2020,NA,Interventional,NA,,Feasibility of Ayurveda in Patients With Mild-to-Moderate COVID-19: A Community-Based Participatory Research,A Community-Based Participatory Research to Assess the Feasibility of Ayurveda Intervention in Patients With Mild-to-Moderate COVID-19,Completed,NA,N/A,28,Actual,Aarogyam UK,,1,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-02-01T11:39:30Z,2021-02-01T11:39:30Z
NCT04715997,"ClinicalTrials.gov processed this data on January 29, 2021",1/18/2021,NA,NA,1/18/2021,1/18/2021,1/20/2021,Actual,NA,NA,NA,NA,NA,NA,1/18/2021,1/20/2021,Actual,30-Dec-20,Actual,12/30/2020,Jan-21,1/31/2021,30-Mar-22,Anticipated,3/30/2022,30-May-21,Anticipated,5/30/2021,NA,Interventional,NA,,"Safety and Immunogenicity Study of GX-19N, a COVID-19 Preventive DNA Vaccine in Healthy Adults","A Phase 1/2a, Multicenter, Randomized, Double-blind, Placebo-controlled Study to Investigate the Safety, Tolerability, and Immunogenicity of GX-19N, a COVID-19 Preventive DNA Vaccine in Healthy Subjects",Recruiting,NA,Phase 1/Phase 2,170,Anticipated,"Genexine, Inc.",,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T11:39:34Z,2021-02-01T11:39:34Z
NCT04716179,"ClinicalTrials.gov processed this data on January 29, 2021",1/17/2021,NA,NA,1/19/2021,1/19/2021,1/20/2021,Actual,NA,NA,NA,NA,NA,NA,1/19/2021,1/20/2021,Actual,18-Jan-21,Actual,1/18/2021,Jan-21,1/31/2021,18-May-21,Anticipated,5/18/2021,18-May-21,Anticipated,5/18/2021,NA,Interventional,NA,,Prospective Two-arm Study of Fertility in Men With COVID-19,Prospective Two-arm Study of Fertility in Men With COVID-19,Recruiting,NA,N/A,88,Anticipated,I.M. Sechenov First Moscow State Medical University,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T11:39:33Z,2021-02-01T11:39:33Z
NCT04715295,"ClinicalTrials.gov processed this data on January 29, 2021",10/2/2020,NA,NA,1/19/2021,1/19/2021,1/20/2021,Actual,NA,NA,NA,NA,NA,NA,1/19/2021,1/20/2021,Actual,5-Oct-20,Actual,10/5/2020,Jan-21,1/31/2021,5-Sep-21,Anticipated,9/5/2021,30-May-21,Anticipated,5/30/2021,NA,Interventional,DOXYCOV,,Safety and Efficacy of Doxycycline and Rivaroxaban in COVID-19,"Open-label, Randomized Trial of the Safety and Efficacy of Doxycycline and Rivaroxaban Therapy Versus National Standard Therapy in Ambulatory Patients With Mild Symptomatic COVID-19",Recruiting,NA,Phase 4,200,Anticipated,Yaounde Central Hospital,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,,one year after completion,Data will be shared upon request and approval by the National COVID19 Scientific Board,NA,Yes,Data will be shared upon request and approval by the National COVID19 Scientific Board,2021-02-01T11:39:38Z,2021-02-01T11:39:38Z
NCT04715360,"ClinicalTrials.gov processed this data on January 29, 2021",1/15/2021,NA,NA,1/17/2021,1/17/2021,1/20/2021,Actual,NA,NA,NA,NA,NA,NA,1/17/2021,1/20/2021,Actual,29-Dec-20,Actual,12/29/2020,Jan-21,1/31/2021,27-Dec-21,Anticipated,12/27/2021,29-Nov-21,Anticipated,11/29/2021,NA,Interventional,NA,,Management of Cytokine Storms in Severe COVID-19 Patients With Autologous Activated Platelet-rich Plasma Therapy,Management of Cytokine Storms in Severe COVID-19 Patients With Autologous Activated Platelet-rich Plasma Therapy,Recruiting,NA,Phase 1/Phase 2,30,Anticipated,Hayandra Peduli Foundation,,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-02-01T11:39:38Z,2021-02-01T11:39:38Z
NCT04713878,"ClinicalTrials.gov processed this data on January 29, 2021",1/9/2021,NA,NA,1/16/2021,1/15/2021,1/19/2021,Actual,NA,NA,NA,NA,NA,NA,1/16/2021,1/20/2021,Actual,8-May-20,Actual,5/8/2020,Jan-21,1/31/2021,15-Jul-20,Actual,7/15/2020,30-Jun-20,Actual,6/30/2020,NA,Interventional,NA,,Mesenchymal Stem Cells Therapy in Patients With COVID-19 Pneumonia,A 8-Week Trial of Mesenchymal Stem Cells Therapy in Patients With COVID-19 Pneumonia,Completed,NA,N/A,21,Actual,Kanuni Sultan Suleyman Training and Research Hospital,,3,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T11:39:49Z,2021-02-01T11:39:49Z
NCT04712045,"ClinicalTrials.gov processed this data on January 29, 2021",1/11/2021,NA,NA,1/13/2021,1/13/2021,1/15/2021,Actual,NA,NA,NA,NA,NA,NA,1/13/2021,1/15/2021,Actual,1-Aug-20,Actual,8/1/2020,Jan-21,1/31/2021,12-Dec-20,Actual,12/12/2020,12-Dec-20,Actual,12/12/2020,NA,Interventional,RUPERT,,Rational Use of Personal Protective Equipment During COVID-19 Pandemic,Rational Use of Personal Protective Equipment: a Randomised Trial and Quality Improvement Intervention During COVID-19 Pandemic,Completed,NA,N/A,67,Actual,University of Oxford,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T11:40:02Z,2021-02-01T11:40:02Z
NCT04712357,"ClinicalTrials.gov processed this data on January 29, 2021",1/7/2021,NA,NA,1/14/2021,1/14/2021,1/15/2021,Actual,NA,NA,NA,NA,NA,NA,1/14/2021,1/15/2021,Actual,9-Nov-20,Actual,11/9/2020,Jan-21,1/31/2021,Jan-23,Anticipated,1/31/2023,Jan-22,Anticipated,1/31/2022,NA,Interventional,ARTAN-C19,,Clinical Experimentation With Tenofovir Disoproxyl Fumarate and Emtricitabine for COVID-19,"Clinical, Control, Double-blind, Randomized Experimentation With Tenofovir Disoproxyl Fumarate and Emtricitabine for COVID-19",Recruiting,NA,N/A,219,Anticipated,Universidade Federal do Ceara,,3,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T11:39:59Z,2021-02-01T11:39:59Z
NCT04712344,"ClinicalTrials.gov processed this data on January 29, 2021",12/30/2020,NA,NA,1/19/2021,1/14/2021,1/15/2021,Actual,NA,NA,NA,NA,NA,NA,1/19/2021,1/20/2021,Actual,18-Jan-21,Actual,1/18/2021,Jan-21,1/31/2021,Sep-21,Anticipated,9/30/2021,Sep-21,Anticipated,9/30/2021,NA,Interventional,IPCO,,Assessment of Efficacy and Safety of Therapy With COVID-19 Convalescent Plasma in Subjects With Severe COVID-19 (IPCO),Randomized Controlled Phase 2b Clinical Study in Parallel Groups for the Assessment of Efficacy and Safety of Therapy With COVID-19 Convalescent Plasma Plus Standard Treatment vs. Standard Treatment Alone of Subjects With Severe COVID-19,Recruiting,NA,Phase 2,58,Anticipated,University of Erlangen-NÃ¼rnberg Medical School,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T11:39:59Z,2021-02-01T11:39:59Z
NCT04707833,"ClinicalTrials.gov processed this data on January 29, 2021",12/29/2020,NA,NA,1/12/2021,1/12/2021,1/13/2021,Actual,NA,NA,NA,NA,NA,NA,1/12/2021,1/13/2021,Actual,26-Nov-20,Actual,11/26/2020,Jan-21,1/31/2021,1-Dec-23,Anticipated,12/1/2023,1-Dec-23,Anticipated,12/1/2023,NA,Interventional,SeroCOV,,Evaluation of Serological Techniques for Screening for COVID-19 Infection at the University Hospital of Rouen,Protocol for the Collection of Clinical Samples for Evaluation and Implementation of Serological Techniques for Screening for COVID-19 Infection at the University Hospital of Rouen,Recruiting,NA,N/A,385,Anticipated,"University Hospital, Rouen",,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-02-01T11:40:30Z,2021-02-01T11:40:30Z
NCT04709172,"ClinicalTrials.gov processed this data on January 29, 2021",1/12/2021,NA,NA,1/14/2021,1/13/2021,1/14/2021,Actual,NA,NA,NA,NA,NA,NA,1/14/2021,1/20/2021,Actual,5-Jan-21,Actual,1/5/2021,Jan-21,1/31/2021,30-Sep-21,Anticipated,9/30/2021,5-Apr-21,Anticipated,4/5/2021,NA,Interventional,NA,,Pilot Study of Cefditoren Pivoxil in COVID-19 Patients With Mild to Moderate Pneumonia,"Prospective, Non-controlled Pilot Study to Evaluate the Efficacy and Safety of Cefditoren Pivoxil in COVID-19 Patients With Mild to Moderate Pneumonia",Recruiting,NA,Phase 4,30,Anticipated,Meiji Pharma Spain S.A.,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-02-01T11:40:22Z,2021-02-01T11:40:22Z
NCT04707820,"ClinicalTrials.gov processed this data on January 29, 2021",12/29/2020,NA,NA,1/12/2021,1/12/2021,1/13/2021,Actual,NA,NA,NA,NA,NA,NA,1/12/2021,1/13/2021,Actual,16-Apr-20,Actual,4/16/2020,Dec-20,12/31/2020,10-Jun-21,Anticipated,6/10/2021,10-Jun-21,Anticipated,6/10/2021,NA,Interventional,ImmuCoV,,Antiviral T Lymphocyte Immunity During Acute COVID-19 Infection,Antiviral T Lymphocyte Immunity During Acute COVID-19 Infection,Recruiting,NA,N/A,80,Anticipated,"University Hospital, Rouen",,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-02-01T11:40:30Z,2021-02-01T11:40:30Z
NCT04707742,"ClinicalTrials.gov processed this data on January 29, 2021",1/7/2021,NA,NA,1/12/2021,1/12/2021,1/13/2021,Actual,NA,NA,NA,NA,NA,NA,1/12/2021,1/13/2021,Actual,15-Jun-20,Actual,6/15/2020,Jan-21,1/31/2021,18-Nov-20,Actual,11/18/2020,18-Nov-20,Actual,11/18/2020,NA,Interventional,BUCOSARS,,Antiseptic Mouth Rinses to Reduce Salivary Viral Load in COVID-19 Patients,Clinical Evaluation of Antiseptic Mouth Rinses to Reduce Salivary Viral Load of SARS-CoV-2 in COVID-19 Patients,Completed,NA,N/A,84,Actual,FundaciÃ³n para el Fomento de la InvestigaciÃ³n Sanitaria y BiomÃ©dica de la Comunitat Valenciana,,5,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T11:40:31Z,2021-02-01T11:40:31Z
