nct_id,version,Date,Changes
NCT04320472,3,"March 27, 2020",Eligibility
NCT04320472,3,"March 27, 2020",Study Status
NCT04320472,4,"March 30, 2020",Contacts/Locations
NCT04320472,4,"March 30, 2020", Outcome Measures
NCT04320472,4,"March 30, 2020", Study Description
NCT04320472,4,"March 30, 2020",Study Status
NCT04320472,5,"April 9, 2020",Study Status
NCT04320472,5,"April 9, 2020",Study Identification
NCT04320472,6,"April 13, 2020",Contacts/Locations
NCT04320472,6,"April 13, 2020",Study Status
NCT04320472,7,"April 16, 2020",Contacts/Locations
NCT04320472,7,"April 16, 2020",Study Status
NCT04320472,8,"April 20, 2020",Contacts/Locations
NCT04320472,8,"April 20, 2020",Study Status
NCT04320472,9,"April 22, 2020",Contacts/Locations
NCT04320472,9,"April 22, 2020",Study Status
NCT04320472,10,"May 9, 2020",Outcome Measures
NCT04320472,10,"May 9, 2020", Study Status
NCT04320472,10,"May 9, 2020", Contacts/Locations
NCT04320472,10,"May 9, 2020",Groups
NCT04320472,10,"May 9, 2020",Interventions
NCT04320472,11,"May 17, 2020",Contacts/Locations
NCT04320472,11,"May 17, 2020",Study Status
NCT04320472,12,"June 21, 2020",Study Status
NCT04320472,12,"June 21, 2020",Contacts/Locations
NCT04321811,1,"March 24, 2020",None (earliest Version on record)
NCT04321811,2,"March 27, 2020",Contacts/Locations
NCT04321811,2,"March 27, 2020", Documents
NCT04321811,2,"March 27, 2020",Study Status
NCT04321811,3,"March 30, 2020",Contacts/Locations
NCT04321811,3,"March 30, 2020", Sponsor/Collaborators
NCT04321811,3,"March 30, 2020",Study Status
NCT04323839,1,"March 24, 2020",None (earliest Version on record)
NCT04323839,2,"April 3, 2020",Study Status
NCT04323839,2,"April 3, 2020",Study Identification
NCT04323839,3,"April 17, 2020",Contacts/Locations
NCT04323839,3,"April 17, 2020",Study Status
NCT04323839,4,"April 22, 2020",Eligibility
NCT04323839,4,"April 22, 2020", Study Design
NCT04323839,4,"April 22, 2020", Study Description
NCT04323839,4,"April 22, 2020",Study Status
NCT04325412,1,"March 25, 2020",None (earliest Version on record)
NCT04327479,1,"March 26, 2020",None (earliest Version on record)
NCT04327479,2,"April 14, 2020",Study Status
NCT04327479,2,"April 14, 2020",Study Design
NCT04327479,3,"April 24, 2020",Study Design
NCT04327479,3,"April 24, 2020",Study Status
NCT04327570,1,"March 26, 2020",None (earliest Version on record)
NCT04327570,2,"May 27, 2020",Recruitment Status
NCT04327570,2,"May 27, 2020", Study Status
NCT04327570,2,"May 27, 2020", Contacts/Locations
NCT04327570,2,"May 27, 2020",Oversight
NCT04327674,1,"March 30, 2020",None (earliest Version on record)
NCT04329559,1,"March 29, 2020",None (earliest Version on record)
NCT04336956,1,"April 6, 2020",None (earliest Version on record)
NCT04336956,2,"April 9, 2020",Recruitment Status
NCT04336956,2,"April 9, 2020", Study Status
NCT04336956,2,"April 9, 2020",Contacts/Locations
NCT04336956,3,"April 17, 2020",Contacts/Locations
NCT04336956,3,"April 17, 2020",Study Status
NCT04336956,4,"April 19, 2020",Contacts/Locations
NCT04336956,4,"April 19, 2020",Study Status
NCT04336956,5,"May 22, 2020",Study Status
NCT04336956,5,"May 22, 2020",Contacts/Locations
NCT04331171,1,"March 30, 2020",None (earliest Version on record)
NCT04331171,2,"April 2, 2020",Outcome Measures
NCT04331171,2,"April 2, 2020", Study Status
NCT04331171,2,"April 2, 2020", Study Design
NCT04331171,2,"April 2, 2020",Study Description
NCT04331171,3,"April 16, 2020",Study Status
NCT04331574,1,"April 1, 2020",None (earliest Version on record)
NCT04333953,1,"April 1, 2020",None (earliest Version on record)
NCT04333953,2,"April 4, 2020",References
NCT04333953,2,"April 4, 2020",Study Status
NCT04341766,1,"April 9, 2020",None (earliest Version on record)
NCT04341766,2,"May 22, 2020",Contacts/Locations
NCT04341766,2,"May 22, 2020",Study Status
NCT04334291,1,"April 3, 2020",None (earliest Version on record)
NCT04334291,2,"April 25, 2020",Study Design
NCT04334291,2,"April 25, 2020",Study Status
NCT04333875,1,"April 1, 2020",None (earliest Version on record)
NCT04333875,2,"April 3, 2020",References
NCT04333875,2,"April 3, 2020", Study Description
NCT04333875,2,"April 3, 2020",Study Status
NCT04333875,3,"May 1, 2020",Recruitment Status
NCT04333875,3,"May 1, 2020", Study Status
NCT04333875,3,"May 1, 2020", Contacts/Locations
NCT04333875,3,"May 1, 2020",Study Design
NCT04336345,1,"April 3, 2020",None (earliest Version on record)
NCT04336345,2,"April 20, 2020",Recruitment Status
NCT04336345,2,"April 20, 2020", Study Status
NCT04336345,2,"April 20, 2020", Contacts/Locations
NCT04336345,2,"April 20, 2020", Oversight
NCT04336345,2,"April 20, 2020",Study Identification
NCT04336345,3,"April 22, 2020",Contacts/Locations
NCT04336345,3,"April 22, 2020",Study Status
NCT04336345,4,"May 31, 2020",Recruitment Status
NCT04336345,4,"May 31, 2020", Study Status
NCT04336345,4,"May 31, 2020",Contacts/Locations
NCT04335773,1,"April 3, 2020",None (earliest Version on record)
NCT04335773,2,"April 16, 2020",Recruitment Status
NCT04335773,2,"April 16, 2020", Study Status
NCT04335773,2,"April 16, 2020", Outcome Measures
NCT04335773,2,"April 16, 2020", Contacts/Locations
NCT04335773,2,"April 16, 2020", Study Description
NCT04335773,2,"April 16, 2020",Sponsor/Collaborators
NCT04347278,1,"April 11, 2020",None (earliest Version on record)
NCT04347278,2,"May 29, 2020",Recruitment Status
NCT04347278,2,"May 29, 2020", Study Status
NCT04347278,2,"May 29, 2020", Contacts/Locations
NCT04347278,2,"May 29, 2020", Study Design
NCT04347278,2,"May 29, 2020", Oversight
NCT04347278,2,"May 29, 2020",Sponsor/Collaborators
NCT04345536,1,"April 12, 2020",None (earliest Version on record)
NCT04337346,1,"April 6, 2020",None (earliest Version on record)
NCT04337346,2,"May 7, 2020",Recruitment Status
NCT04337346,2,"May 7, 2020", Study Status
NCT04337346,2,"May 7, 2020",Study Design
NCT04337346,3,"May 18, 2020",Oversight
NCT04337346,3,"May 18, 2020",Study Status
NCT04353583,1,"April 17, 2020",None (earliest Version on record)
NCT04353583,2,"April 21, 2020",Outcome Measures
NCT04353583,2,"April 21, 2020",Study Status
NCT04353583,3,"May 4, 2020",Recruitment Status
NCT04353583,3,"May 4, 2020", Study Status
NCT04353583,3,"May 4, 2020", Contacts/Locations
NCT04353583,3,"May 4, 2020",Study Design
NCT04354519,1,"April 20, 2020",None (earliest Version on record)
NCT04354519,2,"June 19, 2020",Contacts/Locations
NCT04354519,2,"June 19, 2020",Study Status
NCT04340466,1,"April 7, 2020",None (earliest Version on record)
NCT04340466,2,"April 10, 2020",Outcome Measures
NCT04340466,2,"April 10, 2020",Study Status
NCT04344249,1,"April 10, 2020",None (earliest Version on record)
NCT04344249,2,"April 28, 2020",Recruitment Status
NCT04344249,2,"April 28, 2020", Study Status
NCT04344249,2,"April 28, 2020", Contacts/Locations
NCT04344249,2,"April 28, 2020",Oversight
NCT04344002,1,"April 9, 2020",None (earliest Version on record)
NCT04344002,2,"April 14, 2020",Outcome Measures
NCT04344002,2,"April 14, 2020",Study Status
NCT04344002,3,"May 12, 2020",Recruitment Status
NCT04344002,3,"May 12, 2020", Contacts/Locations
NCT04344002,3,"May 12, 2020",Study Status
NCT04349982,1,"April 14, 2020",None (earliest Version on record)
NCT04348227,1,"April 14, 2020",None (earliest Version on record)
NCT04348227,2,"April 16, 2020",Recruitment Status
NCT04348227,2,"April 16, 2020", Study Status
NCT04348227,2,"April 16, 2020", Contacts/Locations
NCT04348227,2,"April 16, 2020", Outcome Measures
NCT04348227,2,"April 16, 2020", Study Design
NCT04348227,2,"April 16, 2020", Groups
NCT04348227,2,"April 16, 2020",Interventions
NCT04348227,2,"April 16, 2020",Study Identification
NCT04344912,1,"April 10, 2020",None (earliest Version on record)
NCT04344912,2,"April 26, 2020",Study Identification
NCT04344912,2,"April 26, 2020", Oversight
NCT04344912,2,"April 26, 2020",Study Status
NCT04347993,1,"April 14, 2020",None (earliest Version on record)
NCT04347993,2,"April 21, 2020",Sponsor/Collaborators
NCT04347993,2,"April 21, 2020",Study Status
NCT04347798,1,"April 13, 2020",None (earliest Version on record)
NCT04347798,2,"April 16, 2020",Study Status
NCT04347798,2,"April 16, 2020",Study Identification
NCT04347798,3,"June 2, 2020",Study Status
NCT04347798,3,"June 2, 2020",Oversight
NCT04348942,1,"April 13, 2020",None (earliest Version on record)
NCT04348942,2,"April 15, 2020",Conditions
NCT04348942,2,"April 15, 2020",Study Status
NCT04348942,3,"April 22, 2020",Contacts/Locations
NCT04348942,3,"April 22, 2020",Study Status
NCT04348942,4,"June 4, 2020",Recruitment Status
NCT04348942,4,"June 4, 2020", Study Status
NCT04348942,4,"June 4, 2020",Contacts/Locations
NCT04378452,1,"May 5, 2020",None (earliest Version on record)
NCT04357275,1,"April 18, 2020",None (earliest Version on record)
NCT04354701,1,"April 16, 2020",None (earliest Version on record)
NCT04354701,2,"April 30, 2020",Contacts/Locations
NCT04354701,2,"April 30, 2020",Study Status
NCT04352764,1,"April 16, 2020",None (earliest Version on record)
NCT04352764,2,"April 20, 2020",Study Status
NCT04352764,2,"April 20, 2020",Study Identification
NCT04352764,3,"April 23, 2020",Eligibility
NCT04352764,3,"April 23, 2020", Outcome Measures
NCT04352764,3,"April 23, 2020", Study Design
NCT04352764,3,"April 23, 2020", Study Description
NCT04352764,3,"April 23, 2020",Study Status
NCT04351529,1,"April 16, 2020",None (earliest Version on record)
NCT04351529,2,"April 17, 2020",Outcome Measures
NCT04351529,2,"April 17, 2020", Conditions
NCT04351529,2,"April 17, 2020",Study Status
NCT04354818,1,"April 20, 2020",None (earliest Version on record)
NCT04354818,2,"April 20, 2020",Study Identification
NCT04354818,2,"April 20, 2020",Study Status
NCT04354818,3,"June 12, 2020",Recruitment Status
NCT04354818,3,"June 12, 2020", Study Status
NCT04354818,3,"June 12, 2020", Contacts/Locations
NCT04354818,3,"June 12, 2020",Sponsor/Collaborators
NCT04356586,1,"April 21, 2020",None (earliest Version on record)
NCT04366206,1,"April 27, 2020",None (earliest Version on record)
NCT04357639,1,"April 20, 2020",None (earliest Version on record)
NCT04357639,2,"April 22, 2020",Groups
NCT04357639,2,"April 22, 2020",Interventions
NCT04357639,2,"April 22, 2020", Eligibility
NCT04357639,2,"April 22, 2020",Study Status
NCT04357639,3,"May 18, 2020",Study Status
NCT04357639,4,"June 15, 2020",Recruitment Status
NCT04357639,4,"June 15, 2020", Study Status
NCT04357639,4,"June 15, 2020",Contacts/Locations
NCT04357639,5,"June 22, 2020",Contacts/Locations
NCT04357639,5,"June 22, 2020", Study Design
NCT04357639,5,"June 22, 2020",Study Status
NCT04380766,1,"May 7, 2020",None (earliest Version on record)
NCT04359927,1,"April 22, 2020",None (earliest Version on record)
NCT04359927,2,"April 23, 2020",Study Description
NCT04359927,2,"April 23, 2020",Study Status
NCT04359927,3,"May 5, 2020",Study Status
NCT04359927,3,"May 5, 2020",Outcome Measures
NCT04359602,1,"April 22, 2020",None (earliest Version on record)
NCT04359602,2,"April 23, 2020",Contacts/Locations
NCT04359602,2,"April 23, 2020",Study Status
NCT04359602,3,"April 30, 2020",Contacts/Locations
NCT04359602,3,"April 30, 2020",Study Status
NCT04374110,1,"May 2, 2020",None (earliest Version on record)
NCT04374110,2,"May 5, 2020",Recruitment Status
NCT04374110,2,"May 5, 2020", Study Status
NCT04374110,2,"May 5, 2020",Contacts/Locations
NCT04361591,1,"April 22, 2020",None (earliest Version on record)
NCT04361500,1,"April 22, 2020",None (earliest Version on record)
NCT04364984,1,"April 25, 2020",None (earliest Version on record)
NCT04363632,1,"April 23, 2020",None (earliest Version on record)
NCT04363632,2,"April 27, 2020",Outcome Measures
NCT04363632,2,"April 27, 2020", Eligibility
NCT04363632,2,"April 27, 2020", Conditions
NCT04363632,2,"April 27, 2020", Contacts/Locations
NCT04363632,2,"April 27, 2020",Study Status
NCT04363632,3,"May 7, 2020",Outcome Measures
NCT04363632,3,"May 7, 2020",Study Status
NCT04366986,1,"April 27, 2020",None (earliest Version on record)
NCT04366986,2,"June 23, 2020",Recruitment Status
NCT04366986,2,"June 23, 2020", Study Status
NCT04366986,2,"June 23, 2020", References
NCT04366986,2,"June 23, 2020", Contacts/Locations
NCT04366986,2,"June 23, 2020",Oversight
NCT04433871,1,"June 15, 2020",None (earliest Version on record)
NCT04365322,1,"April 25, 2020",None (earliest Version on record)
NCT04365322,2,"April 27, 2020",Study Status
NCT04365322,2,"April 27, 2020",Study Identification
NCT04365322,3,"May 28, 2020",Groups
NCT04365322,3,"May 28, 2020",Interventions
NCT04365322,3,"May 28, 2020", Study Status
NCT04365322,3,"May 28, 2020", Eligibility
NCT04365322,3,"May 28, 2020", Study Design
NCT04365322,3,"May 28, 2020",Conditions
NCT04393142,1,"May 15, 2020",None (earliest Version on record)
NCT04393142,2,"June 10, 2020",Study Status
NCT04393142,2,"June 10, 2020", Study Description
NCT04393142,2,"June 10, 2020", References
NCT04393142,2,"June 10, 2020", Outcome Measures
NCT04393142,2,"June 10, 2020",Study Design
NCT04370821,1,"April 29, 2020",None (earliest Version on record)
NCT04370821,2,"May 5, 2020",Recruitment Status
NCT04370821,2,"May 5, 2020", Study Status
NCT04370821,2,"May 5, 2020",Contacts/Locations
NCT04370821,3,"May 8, 2020",Contacts/Locations
NCT04370821,3,"May 8, 2020",Study Status
NCT04368975,1,"April 29, 2020",None (earliest Version on record)
NCT04368234,1,"April 27, 2020",None (earliest Version on record)
NCT04368143,1,"April 27, 2020",None (earliest Version on record)
NCT04367714,1,"April 27, 2020",None (earliest Version on record)
NCT04380727,1,"May 7, 2020",None (earliest Version on record)
NCT04368065,1,"April 28, 2020",None (earliest Version on record)
NCT04367857,1,"April 28, 2020",None (earliest Version on record)
NCT04367857,2,"April 28, 2020",Study Design
NCT04367857,2,"April 28, 2020", Groups
NCT04367857,2,"April 28, 2020",Interventions
NCT04367857,2,"April 28, 2020", Eligibility
NCT04367857,2,"April 28, 2020", Outcome Measures
NCT04367857,2,"April 28, 2020", Study Identification
NCT04367857,2,"April 28, 2020",Study Status
NCT04367350,1,"April 28, 2020",None (earliest Version on record)
NCT04370067,1,"April 28, 2020",None (earliest Version on record)
NCT04370067,2,"May 10, 2020",Recruitment Status
NCT04370067,2,"May 10, 2020", Study Status
NCT04370067,2,"May 10, 2020", Contacts/Locations
NCT04370067,2,"May 10, 2020",Study Identification
NCT04370067,3,"June 11, 2020",Study Status
NCT04370067,3,"June 11, 2020", Oversight
NCT04370067,3,"June 11, 2020",Study Identification
NCT04372199,1,"April 29, 2020",None (earliest Version on record)
NCT04371328,1,"April 29, 2020",None (earliest Version on record)
NCT04371328,2,"June 5, 2020",Recruitment Status
NCT04371328,2,"June 5, 2020", Study Status
NCT04371328,2,"June 5, 2020", Contacts/Locations
NCT04371328,2,"June 5, 2020", Study Design
NCT04371328,2,"June 5, 2020", Study Identification
NCT04371328,2,"June 5, 2020", Groups
NCT04371328,2,"June 5, 2020",Interventions
NCT04371328,2,"June 5, 2020",Study Description
NCT04374045,1,"May 2, 2020",None (earliest Version on record)
NCT04374045,2,"May 5, 2020",Recruitment Status
NCT04374045,2,"May 5, 2020", Study Status
NCT04374045,2,"May 5, 2020",Contacts/Locations
NCT04373759,1,"May 1, 2020",None (earliest Version on record)
NCT04373759,2,"May 4, 2020",Contacts/Locations
NCT04373759,2,"May 4, 2020",Study Status
NCT04373759,3,"May 11, 2020",Contacts/Locations
NCT04373759,3,"May 11, 2020",Study Status
NCT04373759,4,"May 20, 2020",Recruitment Status
NCT04373759,4,"May 20, 2020", Study Status
NCT04373759,4,"May 20, 2020",Contacts/Locations
NCT04373759,5,"June 8, 2020",Study Status
NCT04373759,5,"June 8, 2020",Contacts/Locations
NCT04373759,6,"June 23, 2020",Contacts/Locations
NCT04373759,6,"June 23, 2020",Study Status
NCT04371744,1,"April 30, 2020",None (earliest Version on record)
NCT04371744,2,"June 5, 2020",Recruitment Status
NCT04371744,2,"June 5, 2020", Study Status
NCT04371744,2,"June 5, 2020", Contacts/Locations
NCT04371744,2,"June 5, 2020",Study Design
NCT04379440,1,"May 6, 2020",None (earliest Version on record)
NCT04379544,1,"May 6, 2020",None (earliest Version on record)
NCT04379544,2,"May 8, 2020",Recruitment Status
NCT04379544,2,"May 8, 2020", Contacts/Locations
NCT04379544,2,"May 8, 2020",Study Status
NCT04376398,1,"May 4, 2020",None (earliest Version on record)
NCT04383457,1,"May 11, 2020",None (earliest Version on record)
NCT04383457,2,"June 16, 2020",Recruitment Status
NCT04383457,2,"June 16, 2020", Study Status
NCT04383457,2,"June 16, 2020",Contacts/Locations
NCT04390555,1,"May 14, 2020",None (earliest Version on record)
NCT04388605,1,"May 12, 2020",None (earliest Version on record)
NCT04388605,2,"May 13, 2020",IPDSharing
NCT04388605,2,"May 13, 2020",Study Status
NCT04388436,1,"May 13, 2020",None (earliest Version on record)
NCT04388436,2,"May 15, 2020",Outcome Measures
NCT04388436,2,"May 15, 2020",Study Status
NCT04386265,1,"May 11, 2020",None (earliest Version on record)
NCT04386265,2,"May 18, 2020",Contacts/Locations
NCT04386265,2,"May 18, 2020",Study Status
NCT04389996,1,"May 14, 2020",None (earliest Version on record)
NCT04389996,2,"May 18, 2020",Recruitment Status
NCT04389996,2,"May 18, 2020", Study Status
NCT04389996,2,"May 18, 2020",Contacts/Locations
NCT04389996,3,"May 23, 2020",Contacts/Locations
NCT04389996,3,"May 23, 2020",Study Status
NCT04388631,1,"May 12, 2020",None (earliest Version on record)
NCT04388631,2,"May 14, 2020",Recruitment Status
NCT04388631,2,"May 14, 2020", Contacts/Locations
NCT04388631,2,"May 14, 2020", Outcome Measures
NCT04388631,2,"May 14, 2020", Study Status
NCT04388631,2,"May 14, 2020", IPDSharing
NCT04388631,2,"May 14, 2020", Conditions
NCT04388631,2,"May 14, 2020", Study Description
NCT04388631,2,"May 14, 2020",Study Identification
NCT04397575,1,"May 19, 2020",None (earliest Version on record)
NCT04397575,2,"May 21, 2020",Study Description
NCT04397575,2,"May 21, 2020",Study Status
NCT04387929,1,"May 13, 2020",None (earliest Version on record)
NCT04387929,2,"May 13, 2020",Groups
NCT04387929,2,"May 13, 2020",Interventions
NCT04387929,2,"May 13, 2020", Conditions
NCT04387929,2,"May 13, 2020", Study Identification
NCT04387929,2,"May 13, 2020", Study Description
NCT04387929,2,"May 13, 2020",Study Status
NCT04389554,1,"May 14, 2020",None (earliest Version on record)
NCT04389554,2,"May 14, 2020",Study Design
NCT04389554,2,"May 14, 2020", Sponsor/Collaborators
NCT04389554,2,"May 14, 2020",Study Status
NCT04389554,3,"May 28, 2020",Recruitment Status
NCT04389554,3,"May 28, 2020", Study Status
NCT04389554,3,"May 28, 2020",Study Design
NCT04394000,1,"May 16, 2020",None (earliest Version on record)
NCT04393324,1,"May 17, 2020",None (earliest Version on record)
NCT04393324,2,"May 19, 2020",Study Description
NCT04393324,2,"May 19, 2020",Study Status
NCT04393324,3,"May 26, 2020",Study Design
NCT04393324,3,"May 26, 2020", Study Description
NCT04393324,3,"May 26, 2020",Study Status
NCT04394390,1,"May 18, 2020",None (earliest Version on record)
NCT04395794,1,"May 19, 2020",None (earliest Version on record)
NCT04408339,1,"May 28, 2020",None (earliest Version on record)
NCT04408339,2,"June 14, 2020",Study Status
NCT04408339,2,"June 14, 2020",Outcome Measures
NCT04401033,1,"May 21, 2020",None (earliest Version on record)
NCT04401033,2,"May 22, 2020",Study Description
NCT04401033,2,"May 22, 2020", Study Identification
NCT04401033,2,"May 22, 2020", Eligibility
NCT04401033,2,"May 22, 2020", Groups
NCT04401033,2,"May 22, 2020",Interventions
NCT04401033,2,"May 22, 2020",Study Status
NCT04401540,1,"May 22, 2020",None (earliest Version on record)
NCT04401540,2,"May 22, 2020",Eligibility
NCT04401540,2,"May 22, 2020", Study Description
NCT04401540,2,"May 22, 2020",Study Status
NCT04403672,1,"May 24, 2020",None (earliest Version on record)
NCT04403672,2,"May 27, 2020",Study Description
NCT04403672,2,"May 27, 2020",Study Status
NCT04411563,1,"May 29, 2020",None (earliest Version on record)
NCT04410471,1,"May 29, 2020",None (earliest Version on record)
NCT04410471,2,"May 30, 2020",Study Status
NCT04410471,2,"May 30, 2020",Study Identification
NCT04412317,1,"May 30, 2020",None (earliest Version on record)
NCT04412317,2,"June 12, 2020",Recruitment Status
NCT04412317,2,"June 12, 2020", Study Status
NCT04412317,2,"June 12, 2020",Contacts/Locations
NCT04412551,1,"June 1, 2020",None (earliest Version on record)
NCT04416009,1,"June 3, 2020",None (earliest Version on record)
NCT04418557,1,"June 3, 2020",None (earliest Version on record)
NCT04418557,2,"June 4, 2020",Study Description
NCT04418557,2,"June 4, 2020",Study Status
NCT04422444,1,"June 8, 2020",None (earliest Version on record)
NCT04422444,2,"June 10, 2020",Outcome Measures
NCT04422444,2,"June 10, 2020",Study Status
NCT04422587,1,"June 8, 2020",None (earliest Version on record)
NCT04422470,1,"June 8, 2020",None (earliest Version on record)
NCT04422470,2,"June 22, 2020",Recruitment Status
NCT04422470,2,"June 22, 2020", Study Status
NCT04422470,2,"June 22, 2020", Contacts/Locations
NCT04422470,2,"June 22, 2020", Study Identification
NCT04422470,2,"June 22, 2020", Eligibility
NCT04422470,2,"June 22, 2020", Oversight
NCT04422470,2,"June 22, 2020",Sponsor/Collaborators
NCT04423003,1,"June 8, 2020",None (earliest Version on record)
NCT04425759,1,"June 8, 2020",None (earliest Version on record)
NCT04425759,2,"June 12, 2020",Outcome Measures
NCT04425759,2,"June 12, 2020", Study Status
NCT04425759,2,"June 12, 2020",Study Identification
NCT04426084,1,"June 9, 2020",None (earliest Version on record)
NCT04429477,1,"June 10, 2020",None (earliest Version on record)
NCT04434144,1,"June 14, 2020",None (earliest Version on record)
NCT04430374,1,"June 11, 2020",None (earliest Version on record)
NCT04430374,2,"June 24, 2020",Study Description
NCT04430374,2,"June 24, 2020", Eligibility
NCT04430374,2,"June 24, 2020", Outcome Measures
NCT04430374,2,"June 24, 2020", Study Status
NCT04430374,2,"June 24, 2020",Study Identification
NCT04433364,1,"June 15, 2020",None (earliest Version on record)
NCT04435041,1,"June 16, 2020",None (earliest Version on record)
NCT04444310,1,"June 21, 2020",None (earliest Version on record)
NCT04443140,1,"June 22, 2020",None (earliest Version on record)
NCT04449042,1,"June 24, 2020",None (earliest Version on record)
NCT04445402,1,"June 22, 2020",None (earliest Version on record)
