Intervention_type,intervention,Study_count
Other,simulation of repurposed drugs for covid-19,1
Other,speq (specific psychotic experiences questionnaire) - paranoia and grandiosity subscales,1
Other,standard of care,1
Other,standard operating procedures,1
Other,study a,1
Other,study b,1
Other,study c,1
Other,survey administration,1
Other,survey group,1
Other,symptoms questionnare,1
Other,taste and olfactory function evaluation,1
Other,telehealth,1
Other,telephone survey,1
Other,there is no intervention in this study,1
Other,this study is non- interventional,1
Other,thrombin generation test assay,1
Other,venous ultrasound,1
Other,zaritt burden interview,1
Procedure,blood draw,1
Procedure,continuous renal replacement therapy,1
Procedure,double gloves,1
Procedure,facial fractures reduction or osteosynthesis,1
Procedure,follow-up at 14 days,1
Procedure,lung ultrasound,1
Procedure,prone position,1
Procedure,surgery,1
