Intervention_type,intervention,Study_count
Biological,serological surveillance,1
Biological,serology test,1
Biological,specific anti-sars-cov-2 antibodies,1
Combination Product,iota carrageenan nasal spray,1
Combination Product,iota carrageenan nasal spray/ivermectin oral drops (used as buccal drops),1
Combination Product,ivermectin,1
Combination Product,respiratory rehabilitation,1
Combination Product,systemic,1
Device,adam sensor,1
Device,aerosol box,1
Device,alexa amazon,1
Device,anne one,1
Device,apple watch,1
Device,audio-visual triage system (avt),1
Device,auscul-x,1
Device,breath biopsy face masks with removable filters,1
Device,breath biopsy face masks with removable filters/fitted pva strip,1
Device,bva-100,1
Device,c3,1
Device,c3/ holter monitor,1
Device,cardiac,1
Device,cardiac/electrodermal recordings,1
Device,closed-loop control of oxygen supplementation by o2matic,1
Device,connected devices measurements,1
Device,continuous positive airway pressure (cpap) treatment,1
Device,coviage,1
Device,covx,1
Device,device used to record voice for screening,1
Device,doctor spot,1
Device,earsats pulse oximeter probe,1
Device,ecg,1
Device,echocardiography,1
Device,electrical impedance tomography,1
Device,electrodermal recordings,1
Device,extracorporeal membrane oxygenation,1
Device,fecal,1
Device,fitted pva strip,1
Device,high-flow nasal cannula treatment,1
Device,high flow nasal cannula,1
Device,holter monitor,1
Device,impulseâ„¢ una e-stethoscope,1
Device,magec spine rod,1
Device,"masimo, lidco",1
Device,multifrequency bioimpedance spectroscopy,1
Device,musclesound ultrasound,1
Device,nasal high flow,1
Device,non-invasive ventilatory support,1
Device,noninvasive ventilation,1
Device,noninvasive ventilation treatment,1
Device,observational measurement of biometric data. no change to health care provided.,1
Device,olfactory device,1
Device,oxygen,1
Device,oxygen hood,1
Device,percutaneous coronary revascularization for stemi,1
Device,philips lumify ultrasound system,1
Device,"platelet function analyzer scp1, sienco, usa",1
Device,q-nrg metobolic cart device,1
Device,respiratory monitor,1
Device,sonclot coagulation,1
Device,"sonclot coagulation/platelet function analyzer scp1, sienco, usa",1
Device,tof protocol,1
Device,transparent sheet,1
Device,transpulmonary thermodilution,1
Device,"use of the pinpointiq solution (physiq, inc.)",1
Device,vv-ecmo,1
Diagnostic Test,": igg, ig m serologies in the amniotoc fluid, the blood cord",1
Diagnostic Test,[68ga]ga-dota-(rgd)2 pet,1
Diagnostic Test,[68ga]ga-dota-(rgd)2 pet/ct,1
Diagnostic Test,25 post icu-patients,1
Diagnostic Test,40-steps-test,1
Diagnostic Test,abpm,1
Diagnostic Test,adaptation at work score (psas),1
Diagnostic Test,ai model,1
Diagnostic Test,anti-covid test,1
Diagnostic Test,anti-sars-cov2 serological controls,1
Diagnostic Test,anti-sars-cov2 serological controls/serum neutralization,1
Diagnostic Test,antibody test,1
Diagnostic Test,"antibody tests,",1
Diagnostic Test,arterial blood gas,1
Diagnostic Test,assessment of ventilator-associated pneumonia criteria,1
Diagnostic Test,asynchronies detection,1
Diagnostic Test,axillary sweat sample,1
Diagnostic Test,biomarkers expression,1
Diagnostic Test,biomarkers of inflammation,1
Diagnostic Test,blood sampling (venesection),1
Diagnostic Test,blood test,1
Diagnostic Test,bloodwork,1
Diagnostic Test,breath test,1
Diagnostic Test,butterfly,1
Diagnostic Test,c-reactive protein,1
Diagnostic Test,cag,1
Diagnostic Test,cambridge validated viral detection,1
Diagnostic Test,capnography,1
Diagnostic Test,cardiac ct,1
Diagnostic Test,cardiac mri,1
Diagnostic Test,cardiopulmonary exercise test,1
Diagnostic Test,carotid artery reactivity testing,1
Diagnostic Test,cellular immunity,1
Diagnostic Test,cellular response,1
Diagnostic Test,chest ct,1
Diagnostic Test,chest mri,1
Diagnostic Test,clinical features,1
Diagnostic Test,clinical features/laboratory values,1
Diagnostic Test,clinico-biological parameters in routine care,1
Diagnostic Test,clungene rapid test cassette,1
Diagnostic Test,collection of breath sample,1
Diagnostic Test,collection of swabs,1
Diagnostic Test,covid-19 antibody testing,1
Diagnostic Test,covid-19 antigen,1
Diagnostic Test,"covid-19 antigen/antibody tests,/influenza rapid test",1
Diagnostic Test,covid-19 nasal,1
Diagnostic Test,covid-19 nasal/pharyngeal swab,1
Diagnostic Test,covid-19 positive,1
Diagnostic Test,covid-19 presto test,1
Diagnostic Test,covid-antibody test,1
Diagnostic Test,covid 19 diagnostic test,1
Diagnostic Test,covid19 rt-pcr,1
Diagnostic Test,covidseq test,1
Diagnostic Test,cystatin c,1
Diagnostic Test,cytokines measurement,1
Diagnostic Test,data,1
Diagnostic Test,"depression,",1
Diagnostic Test,"diagnosis of sars-cov2 by rt-pcr/: igg, ig m serologies in the amniotoc fluid, the blood cord/the placenta",1
Diagnostic Test,diagnostic examination for venous thromboembolism,1
Diagnostic Test,diagnostic test,1
Diagnostic Test,diagnostic test for detection of sars-cov-2,1
Diagnostic Test,duplex ultrasound/computed tomography angiography,1
Diagnostic Test,easycov poc,1
Diagnostic Test,echo-doppler,1
Diagnostic Test,echocardiogram,1
Diagnostic Test,echocardiography,1
Diagnostic Test,electro impedance tomography,1
Diagnostic Test,electrocardiogram (ecg),1
Diagnostic Test,"electrocardiogram, telemetry, echocardiogram, laboratory values",1
Diagnostic Test,"electrocardiogram, transthoracic echocardiography",1
Diagnostic Test,"electrocardiogram, transthoracic echocardiography/clinico-biological parameters in routine care",1
Diagnostic Test,"electrocardiography ,tomographic imaging",1
Diagnostic Test,euroimmun assay,1
Diagnostic Test,"evaluation of clinical, instrumental",1
Diagnostic Test,"evaluation of clinical, instrumental/laboratory diagnostics tests",1
Diagnostic Test,even birth year intervention groups,1
Diagnostic Test,examinations for the research:,1
Diagnostic Test,exercise,1
Diagnostic Test,fibreoptic endoscopic evaluation of swallowing (fees),1
Diagnostic Test,fingertip tests for poc assays,1
Diagnostic Test,fmd,1
Diagnostic Test,functional mri,1
Diagnostic Test,gas exchange measurement,1
Diagnostic Test,global longitudinal strain,1
Diagnostic Test,health-related quality of life,1
Diagnostic Test,home sleep apnea testing,1
Diagnostic Test,home sleep apnea testing/in-hospital polysomnography,1
Diagnostic Test,home spirometry,1
Diagnostic Test,hospital anxiety depression scale,1
Diagnostic Test,humoral,1
Diagnostic Test,humoral/cellular immunity,1
Diagnostic Test,id now vs. accula,1
Diagnostic Test,igg antibodies assay,1
Diagnostic Test,igg sars cov 2 antibodies,1
Diagnostic Test,igg sars cov2,1
Diagnostic Test,igg test,1
Diagnostic Test,"igg, aaz, boulogne-billancourt, france)",1
Diagnostic Test,igm test,1
Diagnostic Test,igm/igg antibodies assay,1
Diagnostic Test,imaging,1
Diagnostic Test,imaging by thoracic scanner,1
Diagnostic Test,"imaging, blood tests",1
Diagnostic Test,immune response study,1
Diagnostic Test,immunfluorescence,1
Diagnostic Test,influenza rapid test,1
Diagnostic Test,interleuken 6,1
Diagnostic Test,interleukin,1
Diagnostic Test,ip-10,1
Diagnostic Test,kir phenotype evaluation,1
Diagnostic Test,lab workup (on admission,1
Diagnostic Test,lab workup (on admission/regularly during follow up).,1
Diagnostic Test,laboratory analyses,1
Diagnostic Test,laboratory diagnostics tests,1
Diagnostic Test,laboratory values,1
Diagnostic Test,lamp,1
Diagnostic Test,liver function tests,1
Diagnostic Test,lung function test,1
Diagnostic Test,lung function tests,1
Diagnostic Test,machine learning model,1
Diagnostic Test,magnetic resonance imaging,1
Diagnostic Test,mcc ims,1
Diagnostic Test,microcirculation recording,1
Diagnostic Test,mri,1
Diagnostic Test,"mri (heart, brain, lungs, liver)",1
Diagnostic Test,mrna in urine test,1
Diagnostic Test,multicapillary column coupled ion mobility spectrometry,1
Diagnostic Test,muscle,1
Diagnostic Test,nanomix elabâ® covid-19 rapid antigen panel (non-interventional),1
Diagnostic Test,nasal,1
Diagnostic Test,nasopharyngeal (np) swab,1
Diagnostic Test,neural network diagnosis algorithm,1
Diagnostic Test,no intervention,1
Diagnostic Test,no intervention planned due to the observational study design only a diagnostic testing,1
Diagnostic Test,"nose swabs, bronchoalveolar lavage ,urine)",1
Diagnostic Test,not required,1
Diagnostic Test,nps test,1
Diagnostic Test,"obtainment of nasopharyngeal, oropharyngeal, buccal, nasal",1
Diagnostic Test,"obtainment of nasopharyngeal, oropharyngeal, buccal, nasal/saliva samples",1
Diagnostic Test,odd,1
Diagnostic Test,odd/even birth year intervention groups,1
Diagnostic Test,optical coherence tomography angiography,1
Diagnostic Test,oxidative stress elisa kit,1
Diagnostic Test,paraclinical test,1
Diagnostic Test,pcr value,1
Diagnostic Test,pcr/serology,1
Diagnostic Test,pct,1
Diagnostic Test,performing ai algorithms on images,1
Diagnostic Test,pet-ct of 18f-fdg,1
Diagnostic Test,pharyngeal swab,1
Diagnostic Test,phlebotomy,1
Diagnostic Test,physical examination,1
Diagnostic Test,pilot a rapid sars-cov-2 testing strategy,1
Diagnostic Test,plasma igg levels,1
Diagnostic Test,"platelet count, platelet, mean platelet volume",1
Diagnostic Test,"platelet count, platelet, mean platelet volume/platelet distribution width in covid-19",1
Diagnostic Test,platelet distribution width in covid-19,1
Diagnostic Test,point-of-care test for sars-cov-2,1
Diagnostic Test,polysomnography,1
Diagnostic Test,pool lamp,1
Diagnostic Test,pool rt-pcr,1
Diagnostic Test,post-traumatic stress screening,1
Diagnostic Test,prognostic score,1
Diagnostic Test,psychological stress,1
Diagnostic Test,psychological stress/adaptation at work score (psas),1
Diagnostic Test,public health england gold standard,1
Diagnostic Test,pulmonary function tests,1
Diagnostic Test,pwv,1
Diagnostic Test,qualitative assessments of mental health,1
Diagnostic Test,quantitative,1
Diagnostic Test,quantitative analysis of anti-sars-cov-2-antibodies,1
Diagnostic Test,quantitative analysis of sars-cov-2 antibodies,1
Diagnostic Test,quantitative igg test,1
Diagnostic Test,quantitative/qualitative assessments of mental health,1
Diagnostic Test,quantra system,1
Diagnostic Test,quasistatic pressure-volume curve,1
Diagnostic Test,radiological,1
Diagnostic Test,rarefaction,1
Diagnostic Test,recombinase,1
Diagnostic Test,regularly during follow up).,1
Diagnostic Test,repeat sars-cov-2 igg antibodies at 45-65 days,1
Diagnostic Test,respiratory mechanics measurement,1
Diagnostic Test,respiratory monitoring,1
Diagnostic Test,respiratory muscles ultrasound,1
Diagnostic Test,respiratory swabs,1
Diagnostic Test,"respiratory symptoms, symptoms of anxiety",1
Diagnostic Test,"respiratory symptoms, symptoms of anxiety/depression,/post-traumatic stress screening",1
Diagnostic Test,reverse transcription polymerase chain reaction,1
Diagnostic Test,saliva/nps test,1
Diagnostic Test,salivary,1
Diagnostic Test,samba ii,1
Diagnostic Test,sars-cov-2 ab,1
Diagnostic Test,sars-cov-2 antibody analysis,1
Diagnostic Test,sars-cov-2 antibody immunoassays,1
Diagnostic Test,sars-cov-2 antibody testing,1
Diagnostic Test,sars-cov-2 igg,1
Diagnostic Test,sars-cov-2 rapid diagnostic test (covid-prestoâ® igm,1
Diagnostic Test,"sars-cov-2 rapid diagnostic test (covid-prestoâ® igm/igg, aaz, boulogne-billancourt, france)",1
Diagnostic Test,sars-cov-2 s1,1
Diagnostic Test,sars-cov-2 s1/s2 igg,1
Diagnostic Test,sars-cov-2 serology,1
Diagnostic Test,sars-cov2 testing,1
Diagnostic Test,scanning chest x-rays/performing ai algorithms on images,1
Diagnostic Test,self-administered questionnaire,1
Diagnostic Test,semen analysis,1
Diagnostic Test,semen qualitative analysis,1
Diagnostic Test,serologic assays for antibodies to sars-cov-2,1
Diagnostic Test,serologic immunoassays to sars-cov-2 antibodies,1
Diagnostic Test,serologic test,1
Diagnostic Test,serology test for covid-19,1
Diagnostic Test,serum neutralization,1
Diagnostic Test,serum ngal,1
Diagnostic Test,serum ngal/cystatin c,1
Diagnostic Test,simple chest tomography,1
Diagnostic Test,soluble urokinase plasminogen activator receptor,1
Diagnostic Test,spartan covid-19 test,1
Diagnostic Test,spartan covid-19 v2 system,1
Diagnostic Test,specimen collection,1
Diagnostic Test,spirometry,1
Diagnostic Test,"spirometry, thoracic ct, cpet, 6 minute walking test, sf-36 questionnaire",1
Diagnostic Test,stc-19,1
Diagnostic Test,study of immune-mediated mechanisms in patients tested positive for sars-cov-2,1
Diagnostic Test,survey,1
Diagnostic Test,susceptibility to infection,1
Diagnostic Test,swallowing evaluation with the eat-10,1
Diagnostic Test,swallowing evaluation with the eat-10/the volume-viscosity swallowing test (v-vst),1
Diagnostic Test,tears swab,1
Diagnostic Test,tem-tpa,1
Diagnostic Test,test,1
Diagnostic Test,testing for sars-cov-2,1
Diagnostic Test,testing sensitivity for sars-cov-2 virus in symptomatic individuals,1
Diagnostic Test,"the demographic, clinical, laboratory,",1
Diagnostic Test,"the demographic, clinical, laboratory,/instrumental data",1
Diagnostic Test,the placenta,1
Diagnostic Test,thoracic ct,1
Diagnostic Test,thoraxic computed tomography,1
Diagnostic Test,throat swab sample for measuring current infection with sars-cov-2,1
Diagnostic Test,titanium blood test,1
Diagnostic Test,tlrs activation measurement,1
Diagnostic Test,tomography angiography,1
Diagnostic Test,tuberculin,1
Diagnostic Test,ultrasonography,1
Diagnostic Test,ultrasound,1
Diagnostic Test,venous blood was collected for biochemistry testing,1
Diagnostic Test,venous blood was collected for biochemistry testing.,1
Diagnostic Test,videofluoroscopy,1
Diagnostic Test,visual analogue scale,1
Diagnostic Test,volume rapid test,1
Diagnostic Test,weck-cel swab collection,1
Diagnostic Test,whole exome sequencing,1
Diagnostic Test,x-ray,1
Dietary Supplement,ayurvedic kadha,1
Dietary Supplement,immunoformulation,1
Dietary Supplement,nricm101,1
Dietary Supplement,proper diet,1
Dietary Supplement,sivomixx,1
Dietary Supplement,traditional chinese medicine,1
Drug,ace inhibitor/arb,1
Drug,ace inhibitors/calcium channel blockers,1
Drug,anakinra,1
Drug,angiotensin-converting enzyme inhibitors (ace-i)/angiotensin ii receptor blockers (arb),1
Drug,angiotensin ii,1
Drug,antibiotic,1
Drug,antirheumatic drugs,1
Drug,antithrombin iii,1
Drug,any drug used to treat covid-19,1
Drug,arb blocker,1
Drug,baricitinib,1
Drug,baricitinib/anakinra,1
Drug,beta interferon,1
Drug,bovhyaluronidase azoxymer,1
Drug,calcium channel blockers,1
Drug,chemotherapy,1
Drug,chlorine dioxide,1
Drug,cobicistat,1
Drug,corticosteroid with,1
Drug,corticosteroid with/without colchicine,1
Drug,corticosteroids/derivatives,1
Drug,covid-19 treatment,1
Drug,darunavir,1
Drug,darunavir/cobicistat,1
Drug,derivatives,1
Drug,dexamethasone,1
Drug,dornase alfa,1
Drug,famotidine,1
Drug,favipiravir,1
Drug,favorable outcome,1
Drug,fondaparinux,1
Drug,guduchi ghan vati,1
Drug,heparin,1
Drug,immunoglubulins,1
Drug,immunosuppressive,1
Drug,ivermectin,1
Drug,"ivermectin 5 mg/ml oral solution, aspirin 250 mg tablets",1
Drug,kaletra,1
Drug,kaletra/beta interferon,1
Drug,ketotifen,1
Drug,lmwh,1
Drug,lopinavir,1
Drug,lopinavir/ritonavir,1
Drug,management of covid-19,1
Drug,"ml oral solution, aspirin 250 mg tablets",1
Drug,no-immunosuppressive,1
Drug,non-acei,1
Drug,non-acei/arb,1
Drug,observational,1
Drug,opaganib,1
Drug,polyoxidonium,1
Drug,retrospective case-control analysis,1
Drug,ritonavir,1
Drug,sedation,1
Drug,standard care,1
Drug,surfactant,1
Drug,tcm,1
Drug,thromboprophylaxis,1
Drug,vitamin d,1
Drug,without colchicine,1
Genetic,complete thrombophilic profile testing by multiplex pcr,1
Genetic,covid-19 androgen sensitivity test (covast),1
Genetic,genetic,1
Genetic,massive parallel sequencing of host genome,1
Genetic,next generation sequencing (ngs) analysis,1
Genetic,sequencing,1
Genetic,whole exome sequencing,1
Other,[timp-2]*[igfbp-7],1
Other,2 post-mortem transcutaneous lung biopsies (1 anterior ; 1 posterior) using anatomical landmarks,1
Other,25 post non-icu patients,1
Other,40ml blood sample,1
Other,6 weeks after delivery,1
Other,"ä±t will be compared pain, sleep, fatigue, physical activity level",1
Other,"ä±t will be compared pain, sleep, fatigue, physical activity level/quality of life/questioning exercise habits before/after the covid-19 outbreak in patients with behã§et/fmf.",1
Other,ace inhibitor,1
Other,ace/arb,1
Other,active covid-19 disease,1
Other,activity,1
Other,"adaptive immune response, complement activation,",1
Other,admission to icu for covid-19,1
Other,after covid-19 pandemic,1
Other,after the covid-19 outbreak in patients with behã§et,1
Other,airwave oscillometry,1
Other,airway pressure release ventilation,1
Other,all treatment about covid-2019,1
Other,alternate nostril breathing,1
Other,"analysis of cytokine response, innate",1
Other,"analysis of cytokine response, innate/adaptive immune response, complement activation,/serum neurofilaments as a marker of neurological damage.",1
Other,antidiabetic treatment,1
Other,antithrombotic therapy (anticoagulant and,1
Other,antithrombotic therapy (anticoagulant and/or antiplatelet) before admission for covid19,1
Other,anxiety questionnaire,1
Other,anxiety),1
Other,appendectomy,1
Other,arb,1
Other,assessing impact of covid19,1
Other,assessment of postnatal depression using the the edinburgh questionnaire between 4,1
Other,assessment of postnatal depression using the the edinburgh questionnaire between 4/6 weeks after delivery,1
Other,assessment of the sequelae after hospitalization for sars-cov-2,1
Other,attendance by ambulance crew,1
Other,beck depression inventory (bdi),1
Other,biochemical analysis,1
Other,biological sample/clinical data collection,1
Other,biospeciman collection,1
Other,biospecimen collection,1
Other,blood test,1
Other,"blood tests sputum, nasal lavage",1
Other,"blood tests sputum, nasal lavage/brushing",1
Other,brushing,1
Other,by computer consultation,1
Other,cardiac,1
Other,cardiac surgery,1
Other,cardiac/electrodermal recordings,1
Other,cardiology clinical consultations,1
Other,care modalities,1
Other,case fatality rate,1
Other,chart review,1
Other,clinical data collection,1
Other,clinical examination,1
Other,clinical interview,1
Other,clinical observation,1
Other,clinical outcomes in elderly patients with covid-19.,1
Other,clinical testing of subjects,1
Other,"clinical, functional",1
Other,"clinical, functional/radiological lung involvement evolution",1
Other,"clinical, laboratory",1
Other,"clinical, laboratory/imaging characteristics of pneumonia",1
Other,cns magnetic resonance imaging (mri) imaging,1
Other,cognitive testing,1
Other,community-driven messages to promote covid-19 testing,1
Other,compare the difference in respiratory rate between h0,1
Other,completion of post telemedicine encounter survey,1
Other,completion of pre-pandemic survey,1
Other,completion of survey after peak of pandemic,1
Other,comprehensive treatment,1
Other,convalescent plasma,1
Other,covicu,1
Other,covid-19 / patients,1
Other,covid-19 experience surveys,1
Other,covid-19 facility,1
Other,covid-19 infection,1
Other,covid-19 infection status,1
Other,covid-19 survey,1
Other,covid-19 treatments,1
Other,covid-19/ observational,1
Other,covid-19/intensive care,1
Other,covid 19 impact,1
Other,cries 13 questionnaire,1
Other,cross-sectional observational study,1
Other,cross-sectional study investigating the association of npis with mental health,1
Other,cross sectional study using scientifically validated psychometric scales,1
Other,daily syndromic surveillance,1
Other,dass-21 instrument (depression,1
Other,dass-21 instrument (depression/anxiety),1
Other,dass questionnaire,1
Other,data collecting,1
Other,data collection from blood draw,1
Other,data collection from lumbar puncture,1
Other,data collection from medical files,1
Other,data collection up to 1 year,1
Other,data collection/clinical testing of subjects,1
Other,data extraction from medical files,1
Other,data monitoring for 48h within the first 12 hours of admission for covid-19,1
Other,"data research, database analysis",1
Other,death with routine,1
Other,demographic characteristics,1
Other,depression scale,1
Other,description of groups caracteristics,1
Other,diagnostic test,1
Other,diet tracking,1
Other,"dietary counselling on food groups according to iyc feeding practices, who",1
Other,differences in triage,1
Other,dlco,1
Other,during covid-19 pandemic,1
Other,dysphagia handicap index (dhi),1
Other,eat-26 questionnaire,1
Other,echocardiography,1
Other,edinburgh postnatal depression scale (edps),1
Other,electrodermal recordings,1
Other,electrolytes,1
Other,emergency general surgical admissions,1
Other,endoscopic management according to standard of care,1
Other,epds (edinburgh postnatal depression scale),1
Other,epidemiological,1
Other,epidemiological/demographic characteristics,1
Other,equipment with smartwatch throughout hospital stay on the general ward,1
Other,evaluate hacor score effectivity in this patients,1
Other,evaluation of skin microvascular flow,1
Other,evaluation of skin microvascular flow/reactivity,1
Other,evaluation of the epidemiological characteristics of coronavirus infection (sars-cov-2),1
Other,evaluation of the ferritin,1
Other,experts consensus,1
Other,exposure to disinfectants during the coronavirus pandemic,1
Other,exposure to the dutch measures due to the covid-19 pandemic.,1
Other,fibrin generation markers assays,1
Other,fmf.,1
Other,follow-up of patients with covid-19,1
Other,further processing of health data,1
Other,gad-7 (7-item generalized anxiety disorder),1
Other,gad-7 (general anxiety disorder) scale,1
Other,gad-7 general anxiety disorder scale,1
Other,general public cohort,1
Other,global survey,1
Other,glucose control,1
Other,glucose control/sensor usage,1
Other,glycaemic levels,1
Other,glycosylated ferritin by standard approved serological tests,1
Other,"gps reports of potential patient safety incidents, non-covid-19 related",1
Other,grandiosity subscales,1
Other,group 1,1
Other,group1,1
Other,gustatory tests,1
Other,h12 of the initiation of morphine between the control,1
Other,health questionnaire,1
Other,high peep with end inspiratory pause,1
Other,high peep without end inspiratory pause,1
Other,home-use test,1
Other,hospital acquired infection,1
Other,hospital anxiety,1
Other,hospital anxiety/depression scale,1
Other,"hospitalisation, necessity of icu, mortality rate, lung involvement",1
Other,hospitalization for premature birth,1
Other,hospitalized patients for covid-19 infection,1
Other,host genotype,1
Other,host immune factors,1
Other,human milk donors,1
Other,ier-r (posttraumatic stress),1
Other,igm/igg rapid test,1
Other,imaging characteristics of pneumonia,1
Other,immunoglobulin,1
Other,immunological,1
Other,impact event score,1
Other,in-hospital mortality rate,1
Other,individualized-chinese herbal medicine,1
Other,infectious disease,1
Other,infectious disease/cardiology clinical consultations,1
Other,informed consent,1
Other,integrated clinical evaluation,1
Other,intensive care,1
Other,intensive care unit admission ratio,1
Other,interventional groups,1
Other,intestinal microbiota,1
Other,invasive mechanical ventilation,1
Other,investigation of smell,1
Other,investigation of smell/taste disorders,1
Other,investigation of the prevalence of test positivity,1
Other,its,1
Other,ivermectin,1
Other,ivermectin/deamethisone/aspirin,1
Other,ivermectin/deamethisone/exoparin,1
Other,laboratory test positive for sars-cov-2 virus,1
Other,labs,1
Other,lifestyle habits,1
Other,liver,1
Other,low peep - fio2 high,1
Other,low peep - fio2 low,1
Other,lung ct scan analysis in covid-19 patients,1
Other,lung ultrasound,1
Other,management strategy of outpatient with mild to moderate sars-cov-2 pneumonia,1
Other,"maternal attachment, edinburgh depression scoring",1
Other,"maternal attachment, edinburgh depression scoring/postpartum anxiety scale scores",1
Other,maternal stress,1
Other,measurement of circulating sflt1 concentration,1
Other,mechanical trombectomy,1
Other,mhealth assessments,1
Other,microscopy of defined brain regions on autopsy specimens,1
Other,"ml oral solution, dexamethasone 4-mg injection, aspirin 250 mg tablets",1
Other,"ml oral solution, dexamethasone 4-mg injection, enoxaparin injection. inpatient treatment with mechanical ventilation in icu.",1
Other,mmrc (modified medical research council) dyspnea scale,1
Other,mobile internet survey on self-test,1
Other,model building,1
Other,model validation,1
Other,modification,1
Other,monitoring for aggravation,1
Other,mortality,1
Other,mr-pro-adm,1
Other,mri,1
Other,na (no intervention),1
Other,nasal,1
Other,ncapp,1
Other,newborns,1
Other,nhanes smell,1
Other,nhanes smell/taste tests,1
