nct_id,version,Date,Changes
NCT04283461,9,"April 30, 2020",Study Identification
NCT04283461,10,"May 28, 2020",Study Status
NCT04283461,10,"May 28, 2020", Arms
NCT04283461,10,"May 28, 2020",Interventions
NCT04283461,10,"May 28, 2020", Study Description
NCT04283461,10,"May 28, 2020", Eligibility
NCT04283461,10,"May 28, 2020",Study Design
NCT04299724,1,"March 6, 2020",None (earliest Version on record)
NCT04313127,1,"March 17, 2020",None (earliest Version on record)
NCT04313127,2,"March 20, 2020",Recruitment Status
NCT04313127,2,"March 20, 2020", Contacts/Locations
NCT04313127,2,"March 20, 2020", Study Status
NCT04313127,2,"March 20, 2020", Sponsor/Collaborators
NCT04313127,2,"March 20, 2020", Study Identification
NCT04313127,2,"March 20, 2020", Study Design
NCT04313127,2,"March 20, 2020",Oversight
NCT04313127,3,"March 29, 2020",Recruitment Status
NCT04313127,3,"March 29, 2020", Contacts/Locations
NCT04313127,3,"March 29, 2020",Study Status
NCT04313127,4,"April 10, 2020",Study Identification
NCT04313127,4,"April 10, 2020", Study Design
NCT04313127,4,"April 10, 2020",Study Status
NCT04313127,5,"May 16, 2020",IPDSharing
NCT04313127,5,"May 16, 2020",Study Status
NCT04324606,1,"March 26, 2020",None (earliest Version on record)
NCT04324606,2,"April 2, 2020",Arms
NCT04324606,2,"April 2, 2020",Interventions
NCT04324606,2,"April 2, 2020", Study Status
NCT04324606,2,"April 2, 2020", Eligibility
NCT04324606,2,"April 2, 2020",Oversight
NCT04324606,3,"April 14, 2020",Recruitment Status
NCT04324606,3,"April 14, 2020", Contacts/Locations
NCT04324606,3,"April 14, 2020",Study Status
NCT04324606,4,"April 17, 2020",Arms
NCT04324606,4,"April 17, 2020",Interventions
NCT04324606,4,"April 17, 2020", Study Description
NCT04324606,4,"April 17, 2020",Study Status
NCT04324606,5,"April 22, 2020",Arms
NCT04324606,5,"April 22, 2020",Interventions
NCT04324606,5,"April 22, 2020", Contacts/Locations
NCT04324606,5,"April 22, 2020", Eligibility
NCT04324606,5,"April 22, 2020", Outcome Measures
NCT04324606,5,"April 22, 2020", Study Design
NCT04324606,5,"April 22, 2020", Study Description
NCT04324606,5,"April 22, 2020",Study Status
NCT04324606,6,"May 7, 2020",Contacts/Locations
NCT04324606,6,"May 7, 2020", Arms
NCT04324606,6,"May 7, 2020",Interventions
NCT04324606,6,"May 7, 2020", Study Status
NCT04324606,6,"May 7, 2020", Eligibility
NCT04324606,6,"May 7, 2020", Outcome Measures
NCT04324606,6,"May 7, 2020",Study Design
NCT04324606,7,"May 15, 2020",Recruitment Status
NCT04324606,7,"May 15, 2020", Contacts/Locations
NCT04324606,7,"May 15, 2020", Study Status
NCT04324606,7,"May 15, 2020", Eligibility
NCT04324606,7,"May 15, 2020", Study Design
NCT04324606,7,"May 15, 2020",Study Description
NCT04324606,8,"May 22, 2020",Arms
NCT04324606,8,"May 22, 2020",Interventions
NCT04324606,8,"May 22, 2020",Study Status
NCT04336410,1,"April 3, 2020",None (earliest Version on record)
NCT04336410,2,"April 7, 2020",Recruitment Status
NCT04336410,2,"April 7, 2020", Study Status
NCT04336410,2,"April 7, 2020", Study Identification
NCT04336410,2,"April 7, 2020",Contacts/Locations
NCT04336410,3,"April 21, 2020",Study Status
NCT04336410,3,"April 21, 2020", Eligibility
NCT04336410,3,"April 21, 2020",Outcome Measures
NCT04336410,4,"June 3, 2020",Study Status
NCT04336410,4,"June 3, 2020", Contacts/Locations
NCT04336410,4,"June 3, 2020", Eligibility
NCT04336410,4,"June 3, 2020", Arms
NCT04336410,4,"June 3, 2020",Interventions
NCT04336410,4,"June 3, 2020",Study Design
NCT04341389,1,"April 9, 2020",None (earliest Version on record)
NCT04341389,2,"April 13, 2020",Recruitment Status
NCT04341389,2,"April 13, 2020", Study Status
NCT04341389,2,"April 13, 2020", Contacts/Locations
NCT04341389,2,"April 13, 2020", Arms
NCT04341389,2,"April 13, 2020",Interventions
NCT04341389,2,"April 13, 2020", Oversight
NCT04341389,2,"April 13, 2020", Sponsor/Collaborators
NCT04341389,2,"April 13, 2020",Study Identification
NCT04341389,3,"April 20, 2020",Recruitment Status
NCT04341389,3,"April 20, 2020", Contacts/Locations
NCT04341389,3,"April 20, 2020",Study Status
NCT04341389,4,"May 14, 2020",Outcome Measures
NCT04341389,4,"May 14, 2020", Study Design
NCT04341389,4,"May 14, 2020",Study Status
NCT04352608,1,"April 16, 2020",None (earliest Version on record)
NCT04352608,2,"April 23, 2020",Study Status
NCT04352608,2,"April 23, 2020",Study Identification
NCT04352608,3,"April 26, 2020",Sponsor/Collaborators
NCT04352608,3,"April 26, 2020",Study Status
NCT04357028,1,"April 19, 2020",None (earliest Version on record)
NCT04357028,2,"April 24, 2020",Arms
NCT04357028,2,"April 24, 2020",Interventions
NCT04357028,2,"April 24, 2020",Study Status
NCT04357028,3,"May 5, 2020",Study Status
NCT04357028,3,"May 5, 2020",Study Identification
NCT04357028,4,"June 16, 2020",Recruitment Status
NCT04357028,4,"June 16, 2020", Study Status
NCT04357028,4,"June 16, 2020", Contacts/Locations
NCT04357028,4,"June 16, 2020",Oversight
NCT04368988,1,"April 28, 2020",None (earliest Version on record)
NCT04368988,2,"May 13, 2020",Recruitment Status
NCT04368988,2,"May 13, 2020", Study Status
NCT04368988,2,"May 13, 2020", Oversight
NCT04368988,2,"May 13, 2020",Contacts/Locations
NCT04368988,3,"May 22, 2020",Study Status
NCT04368988,4,"May 26, 2020",Study Status
NCT04368728,1,"April 29, 2020",None (earliest Version on record)
NCT04368728,2,"May 4, 2020",Recruitment Status
NCT04368728,2,"May 4, 2020", Study Status
NCT04368728,2,"May 4, 2020", Study Design
NCT04368728,2,"May 4, 2020", References
NCT04368728,2,"May 4, 2020", Contacts/Locations
NCT04368728,2,"May 4, 2020",Oversight
NCT04368728,3,"May 5, 2020",Study Design
NCT04368728,3,"May 5, 2020",Study Status
NCT04368728,4,"May 13, 2020",Study Status
NCT04368728,4,"May 13, 2020",Contacts/Locations
NCT04368728,5,"June 4, 2020",Study Status
NCT04368728,5,"June 4, 2020", Contacts/Locations
NCT04368728,5,"June 4, 2020", Study Design
NCT04368728,5,"June 4, 2020",Study Identification
NCT04368728,6,"June 26, 2020",Contacts/Locations
NCT04368728,6,"June 26, 2020", Study Design
NCT04368728,6,"June 26, 2020",Study Status
NCT04380532,1,"May 6, 2020",None (earliest Version on record)
NCT04380532,2,"May 22, 2020",Recruitment Status
NCT04380532,2,"May 22, 2020", Contacts/Locations
NCT04380532,2,"May 22, 2020",Study Status
NCT04380701,1,"May 7, 2020",None (earliest Version on record)
NCT04380701,2,"May 11, 2020",Contacts/Locations
NCT04380701,2,"May 11, 2020",Study Status
NCT04400838,1,"May 22, 2020",None (earliest Version on record)
NCT04400838,2,"June 29, 2020",Recruitment Status
NCT04400838,2,"June 29, 2020", Contacts/Locations
NCT04400838,2,"June 29, 2020", Arms
NCT04400838,2,"June 29, 2020",Interventions
NCT04400838,2,"June 29, 2020", Study Status
NCT04400838,2,"June 29, 2020", Outcome Measures
NCT04400838,2,"June 29, 2020", Eligibility
NCT04400838,2,"June 29, 2020",Study Description
NCT04405076,1,"May 26, 2020",None (earliest Version on record)
NCT04405076,2,"June 17, 2020",Study Status
NCT04412538,1,"June 1, 2020",None (earliest Version on record)
NCT04412538,2,"June 2, 2020",Study Status
NCT04405908,1,"May 25, 2020",None (earliest Version on record)
NCT04405908,2,"May 28, 2020",Outcome Measures
NCT04405908,2,"May 28, 2020", Study Status
NCT04405908,2,"May 28, 2020",Study Identification
NCT04405908,3,"June 22, 2020",Recruitment Status
NCT04405908,3,"June 22, 2020", Study Status
NCT04405908,3,"June 22, 2020", Contacts/Locations
NCT04405908,3,"June 22, 2020",Oversight
NCT04453852,1,"June 30, 2020",None (earliest Version on record)
NCT04445194,1,"June 21, 2020",None (earliest Version on record)
NCT04445194,2,"June 23, 2020",Study Status
NCT04445194,2,"June 23, 2020",Study Identification
NCT04445194,3,"June 30, 2020",Recruitment Status
NCT04445194,3,"June 30, 2020", Study Status
NCT04445194,3,"June 30, 2020",Contacts/Locations
NCT04449276,1,"June 23, 2020",None (earliest Version on record)
NCT04449276,2,"June 30, 2020",Study Status
NCT04449276,2,"June 30, 2020",Contacts/Locations
NCT04445389,1,"June 22, 2020",None (earliest Version on record)
NCT04445389,2,"June 24, 2020",Outcome Measures
NCT04445389,2,"June 24, 2020", IPDSharing
NCT04445389,2,"June 24, 2020", Contacts/Locations
NCT04445389,2,"June 24, 2020",Study Status
